dataset_id,family,precision,workload,scenario_id,case_id,nx,ny,nz,grid,batch,threads,sweep_var,sweep_value,profile_id,profile_desc,isa,run_count,fwd_ms_mean,fwd_ms_std,bwd_ms_mean,bwd_ms_std,fwd_gflops_std,bwd_gflops_std,fwd_gflops_mean,bwd_gflops_mean,mem_kib_exact,base_fwd_gflops,base_bwd_gflops,fwd_speedup_vs_baseline,bwd_speedup_vs_baseline,fwd_increase_pct,bwd_increase_pct
1d_single,1d,single,thread_scaling,n16384_b64,n16384_b64_t20,16384,1,1,16384x1x1,64,20,threads,20,avx512_thread_scaling,MKL AVX-512 thread scaling sweep on fixed problem,AVX512,1,0.194939,0.0,0.212294,0.0,0.0,0.0,376.53052499999995,345.749015,16384.0,,,,,,
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,1,length,32,avx2_1t,"MKL AVX2, single thread",AVX2,1,3.5e-05,0.0,4.2e-05,0.0,0.0,0.0,23.125038999999997,19.075856999999996,0.5,17.678837000000005,17.430874,1.308063364122877,1.0943718025843108,30.806336412287692,9.437180258431077
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,1,length,32,avx512_1t,"MKL AVX-512, single thread",AVX512,1,6.9e-05,0.0,0.000552,0.0,0.0,0.0,11.570493999999998,1.4487469999999998,0.5,17.678837000000005,17.430874,0.6544827581135566,0.0831138473033538,-34.55172418864434,-91.68861526966462
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,1,length,32,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,4.5e-05,0.0,4.6e-05,0.0,0.0,0.0,17.678837000000005,17.430874,0.5,17.678837000000005,17.430874,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,10,length,32,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,3.6e-05,0.0,4.6e-05,0.0,0.0,0.0,22.280499,17.21623,0.5,17.678837000000005,17.430874,1.2602921221571302,0.9876859875184687,26.029212215713017,-1.23140124815313
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,10,length,32,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,6.6e-05,0.0,0.000548,0.0,0.0,0.0,12.096046,1.459206,0.5,17.678837000000005,17.430874,0.6842105054761236,0.08371387458827366,-31.57894945238764,-91.62861254117264
1d_single,1d,single,throughput,n32_b1,n32_b1,32,1,1,32x1x1,1,20,length,32,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,6.6e-05,0.0,6.8e-05,0.0,0.0,0.0,12.166219000000002,11.679231000000001,0.5,17.678837000000005,17.430874,0.6881798276662655,0.6700312904562331,-31.18201723337345,-32.99687095437669
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,1,length,32,avx2_1t,"MKL AVX2, single thread",AVX2,1,9.4e-05,0.0,0.000105,0.0,0.0,0.0,34.065413,30.386626,2.0,3.52657,25.960876,9.659644640543076,1.1704776834186952,865.9644640543077,17.047768341869517
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,1,length,32,avx512_1t,"MKL AVX-512, single thread",AVX512,1,8.2e-05,0.0,8.3e-05,0.0,0.0,0.0,39.073573999999994,38.668317,2.0,3.52657,25.960876,11.07976702575023,1.4894842916702813,1007.9767025750231,48.94842916702813
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,1,length,32,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.000907,0.0,0.000123,0.0,0.0,0.0,3.52657,25.960876,2.0,3.52657,25.960876,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,10,length,32,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.00021,0.0,0.000105,0.0,0.0,0.0,15.245085,30.462489,2.0,3.52657,25.960876,4.3229214222318,1.1733998883550771,332.29214222317995,17.339988835507715
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,10,length,32,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,8.5e-05,0.0,8.6e-05,0.0,0.0,0.0,37.64873200000001,37.128002,2.0,3.52657,25.960876,10.675736480489544,1.4301521258373564,967.5736480489544,43.01521258373564
1d_single,1d,single,throughput,n32_b4,n32_b4,32,1,1,32x1x1,4,20,length,32,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,8.5e-05,0.0,8.2e-05,0.0,0.0,0.0,37.839788,39.141945,2.0,3.52657,25.960876,10.729912634656337,1.50772820608981,972.9912634656337,50.77282060898101
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,1,length,32,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000339,0.0,0.000341,0.0,0.0,0.0,37.741365,37.564435,8.0,31.306252,28.895098,1.2055536063531336,1.3000279493774343,20.555360635313356,30.002794937743428
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,1,length,32,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000292,0.0,0.000283,0.0,0.0,0.0,43.890689,45.156943999999996,8.0,31.306252,28.895098,1.4019783971584974,1.5627890931534476,40.19783971584974,56.27890931534476
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,1,length,32,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.000409,0.0,0.000443,0.0,0.0,0.0,31.306252,28.895098,8.0,31.306252,28.895098,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,10,length,32,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.000349,0.0,0.000348,0.0,0.0,0.0,36.67652100000001,36.809799,8.0,31.306252,28.895098,1.1715398253358469,1.273911547211226,17.15398253358469,27.39115472112259
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,10,length,32,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.001771,0.0,0.001814,0.0,0.0,0.0,7.228443,7.054438,8.0,31.306252,28.895098,0.23089455103089312,0.24413961150088503,-76.9105448969107,-75.5860388499115
1d_single,1d,single,throughput,n32_b16,n32_b16,32,1,1,32x1x1,16,20,length,32,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.001904,0.0,0.000813,0.0,0.0,0.0,6.723914,15.735248000000002,8.0,31.306252,28.895098,0.21477863271528,0.544564617846252,-78.522136728472,-45.5435382153748
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,1,length,64,avx2_1t,"MKL AVX2, single thread",AVX2,1,5.3e-05,0.0,6.7e-05,0.0,0.0,0.0,36.356947,28.496333000000003,1.0,20.723272,20.480833,1.7544018627946396,1.3913659175874342,75.44018627946396,39.13659175874342
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,1,length,64,avx512_1t,"MKL AVX-512, single thread",AVX512,1,4.2e-05,0.0,4.1e-05,0.0,0.0,0.0,46.096529,46.82013800000001,1.0,20.723272,20.480833,2.2243846917610304,2.2860465685160367,122.43846917610304,128.60465685160366
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,1,length,64,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,9.3e-05,0.0,9.4e-05,0.0,0.0,0.0,20.723272,20.480833,1.0,20.723272,20.480833,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,10,length,64,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,5.2e-05,0.0,6.5e-05,0.0,0.0,0.0,36.856127,29.760027999999995,1.0,20.723272,20.480833,1.7784897577950045,1.4530672653792935,77.84897577950045,45.30672653792935
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,10,length,64,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,4.7e-05,0.0,5.3e-05,0.0,0.0,0.0,40.982512,36.307771,1.0,20.723272,20.480833,1.9776081692118888,1.7727682755872285,97.76081692118888,77.27682755872284
1d_single,1d,single,throughput,n64_b1,n64_b1,64,1,1,64x1x1,1,20,length,64,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,6.5e-05,0.0,6.7e-05,0.0,0.0,0.0,29.552526999999998,28.617852,1.0,20.723272,20.480833,1.4260550650495731,1.3972992211791384,42.60550650495731,39.729922117913844
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,1,length,64,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.00016,0.0,0.000172,0.0,0.0,0.0,48.085169,44.584436000000004,4.0,24.966869,24.067734,1.92595911806162,1.8524567373064702,92.59591180616201,85.24567373064701
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,1,length,64,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000105,0.0,0.000112,0.0,0.0,0.0,73.359724,68.47843299999998,4.0,24.966869,24.067734,2.9382828900171662,2.845238068527763,193.82828900171663,184.52380685277632
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,1,length,64,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.000308,0.0,0.000319,0.0,0.0,0.0,24.966869,24.067734,4.0,24.966869,24.067734,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,10,length,64,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.00016,0.0,0.000172,0.0,0.0,0.0,48.070817,44.73303000000001,4.0,24.966869,24.067734,1.9253842762582685,1.8586307294238835,92.53842762582684,85.86307294238836
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,10,length,64,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.000112,0.0,0.000177,0.0,0.0,0.0,68.551298,43.27859,4.0,24.966869,24.067734,2.7456906190359716,1.7981996144713914,174.56906190359715,79.81996144713915
1d_single,1d,single,throughput,n64_b4,n64_b4,64,1,1,64x1x1,4,20,length,64,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.000122,0.0,0.00017,0.0,0.0,0.0,62.779682,45.058406000000005,4.0,24.966869,24.067734,2.514519621983838,1.8721499082547615,151.45196219838382,87.21499082547615
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,1,length,64,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000592,0.0,0.000605,0.0,0.0,0.0,51.873674,50.793952,16.0,25.619163,25.093289,2.0247997173053625,2.024204638937526,102.47997173053625,102.42046389375261
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,1,length,64,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000373,0.0,0.000359,0.0,0.0,0.0,82.379016,85.631035,16.0,25.619163,25.093289,3.2155233174479583,3.4125074237976536,221.55233174479582,241.25074237976537
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,1,length,64,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.001199,0.0,0.001224,0.0,0.0,0.0,25.619163,25.093289,16.0,25.619163,25.093289,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,10,length,64,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.002163,0.0,0.001736,0.0,0.0,0.0,14.199804,17.690779,16.0,25.619163,25.093289,0.5542649461264602,0.7050004086750047,-44.57350538735398,-29.49995913249953
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,10,length,64,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.00248,0.0,0.000911,0.0,0.0,0.0,12.388614,33.71245900000001,16.0,25.619163,25.093289,0.4835682570894295,1.3434850648713292,-51.64317429105705,34.34850648713292
1d_single,1d,single,throughput,n64_b16,n64_b16,64,1,1,64x1x1,16,20,length,64,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.002036,0.0,0.001354,0.0,0.0,0.0,15.089121,22.687481999999996,16.0,25.619163,25.093289,0.5889779068894639,0.9041254815181858,-41.102209311053606,-9.587451848181416
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,1,length,128,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000102,0.0,0.000104,0.0,0.0,0.0,43.82108699999999,42.949673,2.0,27.013344,26.510274,1.6222014941948688,1.6201142621158875,62.22014941948688,62.01142621158875
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,1,length,128,avx512_1t,"MKL AVX-512, single thread",AVX512,1,6e-05,0.0,6.3e-05,0.0,0.0,0.0,74.06575500000001,70.987843,2.0,27.013344,26.510274,2.7418210422226887,2.6777483703110727,174.18210422226886,167.77483703110727
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,1,length,128,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.000166,0.0,0.000169,0.0,0.0,0.0,27.013344,26.510274,2.0,27.013344,26.510274,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,10,length,128,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.000107,0.0,0.000106,0.0,0.0,0.0,42.008679,42.368618,2.0,27.013344,26.510274,1.555108430855506,1.598196155950708,55.51084308555061,59.81961559507081
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,10,length,128,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,6.8e-05,0.0,6.9e-05,0.0,0.0,0.0,66.024181,65.109085,2.0,27.013344,26.510274,2.4441320926428065,2.4559944193711463,144.41320926428065,145.59944193711462
1d_single,1d,single,throughput,n128_b1,n128_b1,128,1,1,128x1x1,1,20,length,128,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,6.9e-05,0.0,7e-05,0.0,0.0,0.0,65.31276299999999,63.869755,2.0,27.013344,26.510274,2.4177962935651354,2.4092453740764808,141.77962935651354,140.92453740764807
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,1,length,128,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000344,0.0,0.000342,0.0,0.0,0.0,52.054801000000005,52.388602,8.0,28.885102999999997,28.448875000000005,1.8021331272386327,1.8414999538646077,80.21331272386327,84.14999538646077
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,1,length,128,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000181,0.0,0.000181,0.0,0.0,0.0,98.754339,98.897273,8.0,28.885102999999997,28.448875000000005,3.418867469504956,3.476315776985908,241.8867469504956,247.6315776985908
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,1,length,128,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.00062,0.0,0.00063,0.0,0.0,0.0,28.885102999999997,28.448875000000005,8.0,28.885102999999997,28.448875000000005,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,10,length,128,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.001248,0.0,0.001076,0.0,0.0,0.0,14.361693999999998,16.651955,8.0,28.885102999999997,28.448875000000005,0.49720071969277724,0.5853291210988132,-50.279928030722274,-41.467087890118684
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,10,length,128,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.001044,0.0,0.001,0.0,0.0,0.0,17.164568,17.917027,8.0,28.885102999999997,28.448875000000005,0.5942359977044223,0.6297973821460426,-40.57640022955778,-37.02026178539574
1d_single,1d,single,throughput,n128_b4,n128_b4,128,1,1,128x1x1,4,20,length,128,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.000983,0.0,0.000935,0.0,0.0,0.0,18.232565,19.159297999999996,8.0,28.885102999999997,28.448875000000005,0.6312099700665773,0.6734641703758055,-36.87900299334227,-32.65358296241945
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,1,length,128,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.001358,0.0,0.001357,0.0,0.0,0.0,52.775767,52.830482999999994,32.0,29.785089,29.418447999999998,1.7718854894138474,1.7958283523318428,77.18854894138474,79.58283523318428
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,1,length,128,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000719,0.0,0.000714,0.0,0.0,0.0,99.68756000000002,100.32961000000002,32.0,29.785089,29.418447999999998,3.346894817067695,3.410431780765594,234.6894817067695,241.0431780765594
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,1,length,128,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.002407,0.0,0.002437,0.0,0.0,0.0,29.785089,29.418447999999998,32.0,29.785089,29.418447999999998,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,10,length,128,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.001394,0.0,0.001379,0.0,0.0,0.0,51.409468,51.963032000000005,32.0,29.785089,29.418447999999998,1.7260135767934082,1.7663417186385906,72.60135767934082,76.63417186385905
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,10,length,128,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.002681,0.0,0.001234,0.0,0.0,0.0,26.737313,58.073732,32.0,29.785089,29.418447999999998,0.8976744370312273,1.974058318780107,-10.23255629687727,97.4058318780107
1d_single,1d,single,throughput,n128_b16,n128_b16,128,1,1,128x1x1,16,20,length,128,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.002971,0.0,0.001481,0.0,0.0,0.0,24.129030000000004,48.39945099999999,32.0,29.785089,29.418447999999998,0.8101043444926421,1.645207490211584,-18.989565550735787,64.52074902115841
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,1,length,256,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000183,0.0,0.000184,0.0,0.0,0.0,56.033494000000005,55.663132000000004,4.0,30.282502,30.066274,1.8503587979619387,1.8513478590662749,85.03587979619387,85.13478590662749
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,1,length,256,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000148,0.0,0.000149,0.0,0.0,0.0,69.006544,68.54400399999999,4.0,30.282502,30.066274,2.2787596612723746,2.2797638310620063,127.87596612723746,127.97638310620063
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,1,length,256,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.000338,0.0,0.000341,0.0,0.0,0.0,30.282502,30.066274,4.0,30.282502,30.066274,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,10,length,256,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.000187,0.0,0.000188,0.0,0.0,0.0,54.65725799999999,54.352914,4.0,30.282502,30.066274,1.8049122229068124,1.8077701946040936,80.49122229068124,80.77701946040936
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,10,length,256,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.000237,0.0,0.00026,0.0,0.0,0.0,43.161163,39.31680099999999,4.0,30.282502,30.066274,1.4252839147835275,1.3076712132670643,42.528391478352745,30.767121326706427
1d_single,1d,single,throughput,n256_b1,n256_b1,256,1,1,256x1x1,1,20,length,256,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.000158,0.0,0.000157,0.0,0.0,0.0,64.6443,65.183902,4.0,30.282502,30.066274,2.1347080237953917,2.1680073161044167,113.47080237953917,116.80073161044166
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,1,length,256,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.000695,0.0,0.000689,0.0,0.0,0.0,58.913855,59.42740700000001,16.0,31.231015,31.066671,1.8863893792756976,1.9128991001321,88.63893792756976,91.28991001321
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,1,length,256,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.000526,0.0,0.000521,0.0,0.0,0.0,77.796808,78.67681399999998,16.0,31.231015,31.066671,2.49101119512126,2.5325151188551867,149.101119512126,153.25151188551865
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,1,length,256,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.001312,0.0,0.001318,0.0,0.0,0.0,31.231015,31.066671,16.0,31.231015,31.066671,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,10,length,256,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.001238,0.0,0.00113,0.0,0.0,0.0,33.087204,36.246744,16.0,31.231015,31.066671,1.0594341554381117,1.166740523952502,5.94341554381117,16.674052395250193
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,10,length,256,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.001304,0.0,0.001306,0.0,0.0,0.0,31.418352,31.363290000000003,16.0,31.231015,31.066671,1.005998428165079,1.0095478205566346,0.5998428165078895,0.9547820556634612
1d_single,1d,single,throughput,n256_b4,n256_b4,256,1,1,256x1x1,4,20,length,256,avx512_logical,"MKL AVX-512, logical-core thread count (hyperthreading on)",AVX512,1,0.001106,0.0,0.000951,0.0,0.0,0.0,37.032763,43.051921,16.0,31.231015,31.066671,1.1857687942578876,1.3857912552007907,18.57687942578876,38.579125520079074
1d_single,1d,single,throughput,n256_b16,n256_b16,256,1,1,256x1x1,16,1,length,256,avx2_1t,"MKL AVX2, single thread",AVX2,1,0.002841,0.0,0.002834,0.0,0.0,0.0,57.678149000000005,57.816937,64.0,31.340117999999997,30.845648,1.8403934854361432,1.8743952793599927,84.03934854361432,87.43952793599928
1d_single,1d,single,throughput,n256_b16,n256_b16,256,1,1,256x1x1,16,1,length,256,avx512_1t,"MKL AVX-512, single thread",AVX512,1,0.00241,0.0,0.002425,0.0,0.0,0.0,67.975149,67.566787,64.0,31.340117999999997,30.845648,2.1689500020389203,2.1904803880275105,116.89500020389202,119.04803880275105
1d_single,1d,single,throughput,n256_b16,n256_b16,256,1,1,256x1x1,16,1,length,256,baseline_sse42_1t,"MKL SSE4.2 baseline, single thread (CPU path, no AVX2/AVX512 kernels)",SSE4_2,1,0.005228,0.0,0.005312,0.0,0.0,0.0,31.340117999999997,30.845648,64.0,31.340117999999997,30.845648,1.0,1.0,0.0,0.0
1d_single,1d,single,throughput,n256_b16,n256_b16,256,1,1,256x1x1,16,10,length,256,avx2_phys,"MKL AVX2, physical-core thread count",AVX2,1,0.00155,0.0,0.001689,0.0,0.0,0.0,105.733659,97.00112499999999,64.0,31.340117999999997,30.845648,3.373747954618423,3.144726445688545,237.37479546184227,214.47264456885452
1d_single,1d,single,throughput,n256_b16,n256_b16,256,1,1,256x1x1,16,10,length,256,avx512_phys,"MKL AVX-512, physical-core thread count",AVX512,1,0.003108,0.0,0.001749,0.0,0.0,0.0,52.718795,93.68453,64.0,31.340117999999997,30.845648,1.6821504947747805,3.037204146270488,68.21504947747805,203.72041462704883
