workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000362,28.287293,1.000000,1.3394,1.0000,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000188,54.468085,1.000000,2.5790,1.9255,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000187,54.759358,1.000000,2.5928,1.9358,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,1,baseline_sse42_1t,SSE4_2,0.000896,25.714286,2.000000,1.2175,1.0000,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,10,avx512_phys,AVX512,0.000497,46.358149,2.000000,2.1950,1.8028,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,20,avx512_logical,AVX512,0.000493,46.734280,2.000000,2.2128,1.8174,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,1,baseline_sse42_1t,SSE4_2,0.001893,27.047015,4.010000,1.2806,1.0000,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,10,avx512_phys,AVX512,0.001032,49.612403,4.010000,2.3491,1.8343,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,20,avx512_logical,AVX512,0.001044,49.042146,4.010000,2.3221,1.8132,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,1,baseline_sse42_1t,SSE4_2,0.004366,25.799359,8.020000,1.2216,1.0000,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,10,avx512_phys,AVX512,0.002583,43.608208,8.020000,2.0648,1.6903,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,20,avx512_logical,AVX512,0.002398,46.972477,8.020000,2.2241,1.8207,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,1,baseline_sse42_1t,SSE4_2,0.010792,22.772424,16.030000,1.0782,1.0000,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,10,avx512_phys,AVX512,0.005415,45.385042,16.030000,2.1489,1.9930,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,20,avx512_logical,AVX512,0.005898,41.668362,16.030000,1.9729,1.8298,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.024524,21.712608,32.060000,1.0281,1.0000,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.010783,49.381434,32.060000,2.3381,2.2743,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.010657,49.965281,32.060000,2.3658,2.3012,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.072090,15.909003,64.120000,0.7533,1.0000,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.018332,62.561641,64.120000,2.9622,3.9325,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.020139,56.948210,64.120000,2.6964,3.5796,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,1,baseline_sse42_1t,SSE4_2,0.167544,14.668386,128.250000,0.6945,1.0000,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,10,avx512_phys,AVX512,0.034444,71.350598,128.250000,3.3783,4.8642,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,20,avx512_logical,AVX512,0.176564,13.919032,128.250000,0.6590,0.9489,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,1,baseline_sse42_1t,SSE4_2,0.388550,13.493450,256.500000,0.6389,1.0000,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,10,avx512_phys,AVX512,0.068587,76.441308,256.500000,3.6194,5.6651,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,20,avx512_logical,AVX512,0.057537,91.121887,256.500000,4.3145,6.7530,1,0,1,1,0,ok,-
