workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n4096_b1,4096,1,20,avx512_logical,AVX512,0.007091,34.658017,1024.030000,1.6410,1.8694,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.027705,19.219404,1024.060000,0.9100,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.011982,44.438757,1024.060000,2.1041,2.3122,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.011892,44.776320,1024.060000,2.1201,2.3297,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.068589,16.720967,1024.120000,0.7917,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.018051,63.534365,1024.120000,3.0083,3.7997,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.017733,64.673684,1024.120000,3.0622,3.8678,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,1,baseline_sse42_1t,SSE4_2,0.154998,15.855723,1024.250000,0.7507,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,10,avx512_phys,AVX512,0.035695,68.850622,1024.250000,3.2600,4.3423,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,20,avx512_logical,AVX512,0.132653,18.526532,1024.250000,0.8772,1.1684,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,1,baseline_sse42_1t,SSE4_2,0.358407,14.628272,1024.500000,0.6926,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,10,avx512_phys,AVX512,0.066447,78.903582,1024.500000,3.7360,5.3939,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,20,avx512_logical,AVX512,0.290714,18.034474,1024.500000,0.8539,1.2329,3,0,3,3,0,ok,-
throughput,n131072_b1,131072,1,1,baseline_sse42_1t,SSE4_2,0.907496,12.276775,1025.000000,0.5813,1.0000,3,0,3,3,0,ok,-
throughput,n131072_b1,131072,1,10,avx512_phys,AVX512,0.139086,80.102383,1025.000000,3.7927,6.5247,3,0,3,3,0,ok,-
throughput,n131072_b1,131072,1,20,avx512_logical,AVX512,0.485123,22.965541,1025.000000,1.0874,1.8706,3,0,3,3,0,ok,-
throughput,n262144_b1,262144,1,1,baseline_sse42_1t,SSE4_2,1.875495,12.579593,1026.000000,0.5956,1.0000,3,0,3,3,0,ok,-
throughput,n262144_b1,262144,1,10,avx512_phys,AVX512,0.257498,91.623976,1026.000000,4.3383,7.2835,3,0,3,3,0,ok,-
throughput,n262144_b1,262144,1,20,avx512_logical,AVX512,1.742796,13.537419,1026.000000,0.6410,1.0761,3,0,3,3,0,ok,-
throughput,n524288_b1,524288,1,1,baseline_sse42_1t,SSE4_2,3.388327,14.699691,1028.000000,0.6960,1.0000,3,0,3,3,0,ok,-
throughput,n524288_b1,524288,1,10,avx512_phys,AVX512,0.528239,94.289500,1028.000000,4.4645,6.4144,3,0,3,3,0,ok,-
throughput,n524288_b1,524288,1,20,avx512_logical,AVX512,2.269492,21.946483,1028.000000,1.0391,1.4930,3,0,3,3,0,ok,-
throughput,n1048576_b1,1048576,1,1,baseline_sse42_1t,SSE4_2,8.312915,12.613818,1032.000000,0.5972,1.0000,3,0,3,3,0,ok,-
throughput,n1048576_b1,1048576,1,10,avx512_phys,AVX512,1.075693,97.479083,1032.000000,4.6155,7.7280,3,0,3,3,0,ok,-
throughput,n1048576_b1,1048576,1,20,avx512_logical,AVX512,6.029966,17.389418,1032.000000,0.8234,1.3786,3,0,3,3,0,ok,-
throughput,n2097152_b1,2097152,1,1,baseline_sse42_1t,SSE4_2,17.119627,12.862486,2064.000000,0.6090,1.0000,3,0,3,3,0,ok,-
throughput,n2097152_b1,2097152,1,10,avx512_phys,AVX512,2.800948,78.616592,2064.000000,3.7224,6.1121,3,0,3,3,0,ok,-
throughput,n2097152_b1,2097152,1,20,avx512_logical,AVX512,6.507287,33.839134,2064.000000,1.6022,2.6308,3,0,3,3,0,ok,-
throughput,n4194304_b1,4194304,1,1,baseline_sse42_1t,SSE4_2,35.594679,12.961865,3040.000000,0.6137,1.0000,3,0,3,3,0,ok,-
throughput,n4194304_b1,4194304,1,10,avx512_phys,AVX512,7.182408,64.236596,3040.000000,3.0415,4.9558,3,0,3,3,0,ok,-
throughput,n4194304_b1,4194304,1,20,avx512_logical,AVX512,12.379374,37.269530,3040.000000,1.7647,2.8753,3,0,3,3,0,ok,-
