workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n2_b256,2,256,20,avx512_logical,AVX512,0.001169,2.189282,2.000000,0.1037,0.8609,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,1,baseline_sse42_1t,SSE4_2,0.004198,2.439450,8.020000,0.1155,1.0000,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,10,avx512_phys,AVX512,0.001864,5.493562,8.020000,0.2601,2.2520,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,20,avx512_logical,AVX512,0.003503,2.922931,8.020000,0.1384,1.1982,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,1,baseline_sse42_1t,SSE4_2,0.000021,1.935484,0.020000,0.0916,1.0000,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,10,avx512_phys,AVX512,0.000028,1.445783,0.020000,0.0685,0.7470,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,20,avx512_logical,AVX512,0.000045,0.888889,0.020000,0.0421,0.4593,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,1,baseline_sse42_1t,SSE4_2,0.000066,6.091371,0.160000,0.2884,1.0000,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,10,avx512_phys,AVX512,0.000072,5.581395,0.160000,0.2643,0.9163,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,20,avx512_logical,AVX512,0.000073,5.454545,0.160000,0.2583,0.8955,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,1,baseline_sse42_1t,SSE4_2,0.000103,6.193548,0.250000,0.2933,1.0000,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,10,avx512_phys,AVX512,0.000112,5.714286,0.250000,0.2706,0.9226,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,20,avx512_logical,AVX512,0.000118,5.408451,0.250000,0.2561,0.8732,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,1,baseline_sse42_1t,SSE4_2,0.000758,7.915567,2.350000,0.3748,1.0000,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,10,avx512_phys,AVX512,0.001392,4.310345,2.350000,0.2041,0.5445,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,20,avx512_logical,AVX512,0.003272,1.833741,2.350000,0.0868,0.2317,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,1,baseline_sse42_1t,SSE4_2,0.001279,8.008342,4.010000,0.3792,1.0000,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,10,avx512_phys,AVX512,0.001480,6.917361,4.010000,0.3275,0.8638,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,20,avx512_logical,AVX512,0.003053,3.354444,4.010000,0.1588,0.4189,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,1,baseline_sse42_1t,SSE4_2,0.005523,7.415812,16.030000,0.3511,1.0000,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,10,avx512_phys,AVX512,0.002192,18.688973,16.030000,0.8849,2.5202,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,20,avx512_logical,AVX512,0.008452,4.846381,16.030000,0.2295,0.6535,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,1,baseline_sse42_1t,SSE4_2,0.000023,5.217391,0.030000,0.2470,1.0000,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,10,avx512_phys,AVX512,0.000028,4.337349,0.030000,0.2054,0.8313,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,20,avx512_logical,AVX512,0.000038,3.157895,0.030000,0.1495,0.6053,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,1,baseline_sse42_1t,SSE4_2,0.000081,14.876033,0.310000,0.7044,1.0000,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,10,avx512_phys,AVX512,0.000084,14.229249,0.310000,0.6737,0.9565,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,20,avx512_logical,AVX512,0.000086,13.899614,0.310000,0.6581,0.9344,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,1,baseline_sse42_1t,SSE4_2,0.000129,14.883721,0.500000,0.7047,1.0000,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,10,avx512_phys,AVX512,0.000136,14.083130,0.500000,0.6668,0.9462,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,20,avx512_logical,AVX512,0.000113,16.941176,0.500000,0.8021,1.1382,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,1,baseline_sse42_1t,SSE4_2,0.001058,17.018594,4.700000,0.8058,1.0000,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,10,avx512_phys,AVX512,0.001358,13.258041,4.700000,0.6277,0.7790,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,20,avx512_logical,AVX512,0.004680,3.845880,4.700000,0.1821,0.2260,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,1,baseline_sse42_1t,SSE4_2,0.001862,16.498389,8.020000,0.7812,1.0000,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,10,avx512_phys,AVX512,0.001595,19.264214,8.020000,0.9121,1.1676,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,20,avx512_logical,AVX512,0.003207,9.579046,8.020000,0.4536,0.5806,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,1,baseline_sse42_1t,SSE4_2,0.009405,13.065854,32.060000,0.6186,1.0000,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,10,avx512_phys,AVX512,0.003389,36.262050,32.060000,1.7170,2.7753,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,20,avx512_logical,AVX512,0.008317,14.774558,32.060000,0.6996,1.1308,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,1,baseline_sse42_1t,SSE4_2,0.000027,12.000000,0.060000,0.5682,1.0000,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,10,avx512_phys,AVX512,0.000023,13.714286,0.060000,0.6494,1.1429,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,20,avx512_logical,AVX512,0.000036,8.888889,0.060000,0.4209,0.7407,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,1,baseline_sse42_1t,SSE4_2,0.000129,24.742268,0.630000,1.1715,1.0000,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,10,avx512_phys,AVX512,0.000086,37.354086,0.630000,1.7687,1.5097,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,20,avx512_logical,AVX512,0.000089,35.820896,0.630000,1.6961,1.4478,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,1,baseline_sse42_1t,SSE4_2,0.000211,24.227129,1.000000,1.1471,1.0000,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,10,avx512_phys,AVX512,0.000138,37.191283,1.000000,1.7610,1.5351,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,20,avx512_logical,AVX512,0.000141,36.226415,1.000000,1.7153,1.4953,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,1,baseline_sse42_1t,SSE4_2,0.001965,24.423338,9.390000,1.1564,1.0000,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,10,avx512_phys,AVX512,0.001553,30.901288,9.390000,1.4631,1.2652,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,20,avx512_logical,AVX512,0.001655,29.008864,9.390000,1.3735,1.1878,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,1,baseline_sse42_1t,SSE4_2,0.003916,20.919305,16.030000,0.9905,1.0000,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,10,avx512_phys,AVX512,0.001712,47.841152,16.030000,2.2652,2.2869,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,20,avx512_logical,AVX512,0.002147,38.155566,16.030000,1.8066,1.8239,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,1,baseline_sse42_1t,SSE4_2,0.020357,16.096674,64.120000,0.7622,1.0000,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,10,avx512_phys,AVX512,0.006299,52.020956,64.120000,2.4631,3.2318,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,20,avx512_logical,AVX512,0.014459,22.662701,64.120000,1.0730,1.4079,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,1,baseline_sse42_1t,SSE4_2,0.000043,18.750000,0.130000,0.8878,1.0000,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,10,avx512_phys,AVX512,0.000036,22.018349,0.130000,1.0425,1.1743,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,20,avx512_logical,AVX512,0.000045,17.910448,0.130000,0.8480,0.9552,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,1,baseline_sse42_1t,SSE4_2,0.000281,28.469751,1.250000,1.3480,1.0000,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,10,avx512_phys,AVX512,0.000916,8.730447,1.250000,0.4134,0.3067,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,20,avx512_logical,AVX512,0.000799,10.012516,1.250000,0.4741,0.3517,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,1,baseline_sse42_1t,SSE4_2,0.000451,28.381375,2.000000,1.3438,1.0000,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,10,avx512_phys,AVX512,0.000949,13.483146,2.000000,0.6384,0.4751,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,20,avx512_logical,AVX512,0.000953,13.426573,2.000000,0.6357,0.4731,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,1,baseline_sse42_1t,SSE4_2,0.005126,23.408544,18.790000,1.1084,1.0000,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,10,avx512_phys,AVX512,0.002091,57.379662,18.790000,2.7168,2.4512,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,20,avx512_logical,AVX512,0.008144,14.735377,18.790000,0.6977,0.6295,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,1,baseline_sse42_1t,SSE4_2,0.010078,20.320820,32.060000,0.9622,1.0000,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,10,avx512_phys,AVX512,0.003339,61.329607,32.060000,2.9039,3.0181,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,20,avx512_logical,AVX512,0.007748,26.432628,32.060000,1.2515,1.3008,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,1,baseline_sse42_1t,SSE4_2,0.042835,19.124697,128.250000,0.9055,1.0000,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,10,avx512_phys,AVX512,0.012904,63.484191,128.250000,3.0059,3.3195,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,20,avx512_logical,AVX512,0.023783,34.445254,128.250000,1.6309,1.8011,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,1,baseline_sse42_1t,SSE4_2,0.000093,20.571429,0.250000,0.9740,1.0000,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,10,avx512_phys,AVX512,0.000049,38.918919,0.250000,1.8428,1.8919,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,20,avx512_logical,AVX512,0.000062,31.135135,0.250000,1.4742,1.5135,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,1,baseline_sse42_1t,SSE4_2,0.000779,24.636441,2.500000,1.1665,1.0000,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,10,avx512_phys,AVX512,0.001154,16.637782,2.500000,0.7878,0.6753,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,20,avx512_logical,AVX512,0.001028,18.670989,2.500000,0.8840,0.7579,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,1,baseline_sse42_1t,SSE4_2,0.001203,25.543237,4.010000,1.2094,1.0000,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,10,avx512_phys,AVX512,0.001121,27.412255,4.010000,1.2979,1.0732,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,20,avx512_logical,AVX512,0.001225,25.070729,4.010000,1.1871,0.9815,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,1,baseline_sse42_1t,SSE4_2,0.014404,19.993983,37.570000,0.9467,1.0000,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,10,avx512_phys,AVX512,0.003675,78.374456,37.570000,3.7109,3.9199,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,20,avx512_logical,AVX512,0.011562,24.908467,37.570000,1.1794,1.2458,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,1,baseline_sse42_1t,SSE4_2,0.024711,19.891005,64.120000,0.9418,1.0000,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,10,avx512_phys,AVX512,0.006455,76.141692,64.120000,3.6052,3.8279,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,20,avx512_logical,AVX512,0.012837,38.290314,64.120000,1.8130,1.9250,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,1,baseline_sse42_1t,SSE4_2,0.100479,19.567074,128.500000,0.9265,1.0000,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,10,avx512_phys,AVX512,0.024157,81.387590,128.500000,3.8536,4.1594,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,20,avx512_logical,AVX512,1.654095,1.188613,128.500000,0.0563,0.0607,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,1,baseline_sse42_1t,SSE4_2,0.000172,26.046512,0.500000,1.2333,1.0000,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,10,avx512_phys,AVX512,0.000080,56.234310,0.500000,2.6626,2.1590,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,20,avx512_logical,AVX512,0.000122,36.621253,0.500000,1.7340,1.4060,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,1,baseline_sse42_1t,SSE4_2,0.001722,26.016260,5.010000,1.2318,1.0000,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,10,avx512_phys,AVX512,0.001217,36.801752,5.010000,1.7425,1.4146,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,20,avx512_logical,AVX512,0.001463,30.628988,5.010000,1.4502,1.1773,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,1,baseline_sse42_1t,SSE4_2,0.002605,27.519836,8.020000,1.3030,1.0000,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,10,avx512_phys,AVX512,0.001659,43.206751,8.020000,2.0458,1.5700,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,20,avx512_logical,AVX512,0.001826,39.248038,8.020000,1.8583,1.4262,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,1,baseline_sse42_1t,SSE4_2,0.032420,20.727946,75.150000,0.9814,1.0000,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,10,avx512_phys,AVX512,0.007597,88.459851,75.150000,4.1884,4.2677,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,20,avx512_logical,AVX512,0.013104,51.282051,75.150000,2.4281,2.4741,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,1,baseline_sse42_1t,SSE4_2,0.054792,20.931523,128.250000,0.9911,1.0000,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,10,avx512_phys,AVX512,0.013365,85.810056,128.250000,4.0630,4.0996,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,20,avx512_logical,AVX512,0.023666,48.460401,128.250000,2.2945,2.3152,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,1,baseline_sse42_1t,SSE4_2,0.219986,20.853659,129.000000,0.9874,1.0000,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,10,avx512_phys,AVX512,0.052052,88.133969,129.000000,4.1730,4.2263,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,20,avx512_logical,AVX512,0.095035,48.272069,129.000000,2.2856,2.3148,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000361,28.365651,1.000000,1.3431,1.0000,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000203,50.526316,1.000000,2.3923,1.7813,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000237,43.267606,1.000000,2.0487,1.5254,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,1,baseline_sse42_1t,SSE4_2,0.004257,24.056382,10.020000,1.1390,1.0000,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,10,avx512_phys,AVX512,0.001834,55.844392,10.020000,2.6441,2.3214,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,20,avx512_logical,AVX512,0.001924,53.222453,10.020000,2.5200,2.2124,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,1,baseline_sse42_1t,SSE4_2,0.007405,22.125591,16.030000,1.0476,1.0000,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,10,avx512_phys,AVX512,0.002442,67.092547,16.030000,3.1767,3.0324,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,20,avx512_logical,AVX512,0.002581,63.487471,16.030000,3.0060,2.8694,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,1,baseline_sse42_1t,SSE4_2,0.080697,19.034165,128.610000,0.9012,1.0000,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,10,avx512_phys,AVX512,0.015554,98.752732,128.610000,4.6758,5.1882,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,20,avx512_logical,AVX512,0.056720,27.080395,128.610000,1.2822,1.4227,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,1,baseline_sse42_1t,SSE4_2,0.139350,18.811957,128.500000,0.8907,1.0000,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,10,avx512_phys,AVX512,0.027186,96.427284,128.500000,4.5657,5.1259,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,20,avx512_logical,AVX512,0.049284,53.190128,128.500000,2.5185,2.8275,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,1,baseline_sse42_1t,SSE4_2,0.559125,18.753886,130.000000,0.8880,1.0000,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,10,avx512_phys,AVX512,0.097831,107.182751,130.000000,5.0749,5.7152,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,20,avx512_logical,AVX512,0.190205,55.128730,130.000000,2.6103,2.9396,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,1,baseline_sse42_1t,SSE4_2,0.000846,27.244777,2.000000,1.2900,1.0000,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,10,avx512_phys,AVX512,0.000499,46.141522,2.000000,2.1847,1.6936,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,20,avx512_logical,AVX512,0.000547,42.095006,2.000000,1.9931,1.5451,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,1,baseline_sse42_1t,SSE4_2,0.010504,21.934501,20.040000,1.0386,1.0000,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,10,avx512_phys,AVX512,0.002241,102.795955,20.040000,4.8672,4.6865,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,20,avx512_logical,AVX512,0.002480,92.915714,20.040000,4.3994,4.2361,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,1,baseline_sse42_1t,SSE4_2,0.018171,20.287643,32.060000,0.9606,1.0000,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,10,avx512_phys,AVX512,0.003530,104.430595,32.060000,4.9446,5.1475,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,20,avx512_logical,AVX512,0.003870,95.247610,32.060000,4.5098,4.6949,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,1,baseline_sse42_1t,SSE4_2,0.173815,19.883209,129.490000,0.9414,1.0000,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,10,avx512_phys,AVX512,0.029838,115.824164,129.490000,5.4841,5.8252,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,20,avx512_logical,AVX512,0.044862,77.036817,129.490000,3.6476,3.8745,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,1,baseline_sse42_1t,SSE4_2,0.298404,19.765955,129.000000,0.9359,1.0000,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,10,avx512_phys,AVX512,0.052923,111.449464,129.000000,5.2770,5.6385,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,20,avx512_logical,AVX512,0.068904,85.601250,129.000000,4.0531,4.3307,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,1,baseline_sse42_1t,SSE4_2,1.223437,19.284159,132.000000,0.9131,1.0000,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,10,avx512_phys,AVX512,0.193290,122.059699,132.000000,5.7793,6.3295,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,20,avx512_logical,AVX512,0.381014,61.921558,132.000000,2.9319,3.2110,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,1,baseline_sse42_1t,SSE4_2,0.001860,27.526882,4.010000,1.3034,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,10,avx512_phys,AVX512,0.001128,45.390071,4.010000,2.1492,1.6489,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,20,avx512_logical,AVX512,0.001029,49.740933,4.010000,2.3552,1.8070,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,1,baseline_sse42_1t,SSE4_2,0.027918,18.339642,40.080000,0.8684,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,10,avx512_phys,AVX512,0.004560,112.288910,40.080000,5.3167,6.1227,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,20,avx512_logical,AVX512,0.004525,113.140837,40.080000,5.3570,6.1692,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,1,baseline_sse42_1t,SSE4_2,0.045047,18.185316,64.120000,0.8610,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,10,avx512_phys,AVX512,0.007259,112.853010,64.120000,5.3434,6.2057,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,20,avx512_logical,AVX512,0.007330,111.754809,64.120000,5.2914,6.1453,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,1,baseline_sse42_1t,SSE4_2,0.416294,18.448500,130.080000,0.8735,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,10,avx512_phys,AVX512,0.058041,132.321016,130.080000,6.2652,7.1725,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,20,avx512_logical,AVX512,0.083049,92.475526,130.080000,4.3786,5.0126,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,1,baseline_sse42_1t,SSE4_2,0.727198,18.024260,130.000000,0.8534,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,10,avx512_phys,AVX512,0.098632,132.889934,130.000000,6.2921,7.3728,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,20,avx512_logical,AVX512,0.155406,84.341841,130.000000,3.9935,4.6794,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,1,baseline_sse42_1t,SSE4_2,2.913317,17.996254,136.000000,0.8521,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,10,avx512_phys,AVX512,0.373346,140.429396,136.000000,6.6491,7.8033,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,20,avx512_logical,AVX512,1.055114,49.690160,136.000000,2.3528,2.7611,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,1,baseline_sse42_1t,SSE4_2,0.004606,24.453289,8.020000,1.1578,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,10,avx512_phys,AVX512,0.002410,46.745055,8.020000,2.2133,1.9116,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,20,avx512_logical,AVX512,0.003649,30.871551,8.020000,1.4617,1.2625,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,1,baseline_sse42_1t,SSE4_2,0.057834,19.476433,80.160000,0.9222,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,10,avx512_phys,AVX512,0.009376,120.140790,80.160000,5.6885,6.1685,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,20,avx512_logical,AVX512,0.009457,119.111738,80.160000,5.6398,6.1157,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,1,baseline_sse42_1t,SSE4_2,0.096387,18.697893,128.250000,0.8853,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,10,avx512_phys,AVX512,0.015586,115.631977,128.250000,5.4750,6.1842,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,20,avx512_logical,AVX512,0.014962,120.457168,128.250000,5.7035,6.4423,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,1,baseline_sse42_1t,SSE4_2,0.880005,19.199884,133.590000,0.9091,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,10,avx512_phys,AVX512,0.119042,141.933099,133.590000,6.7203,7.3924,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,20,avx512_logical,AVX512,0.123006,137.359525,133.590000,6.5038,7.1542,3,0,3,3,0,ok,-
throughput,n2048_b256,2048,256,1,baseline_sse42_1t,SSE4_2,1.515425,19.028224,132.000000,0.9010,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b256,2048,256,10,avx512_phys,AVX512,0.196965,146.400833,132.000000,6.9319,7.6939,3,0,3,3,0,ok,-
