workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n2_b256,2,256,10,avx512_phys,AVX512,0.000980,2.611357,0.010000,0.1236,0.9816,3,0,3,3,0,ok,-
throughput,n2_b256,2,256,20,avx512_logical,AVX512,0.000964,2.655602,0.010000,0.1257,0.9983,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,1,baseline_sse42_1t,SSE4_2,0.003828,2.675026,0.030000,0.1267,1.0000,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,10,avx512_phys,AVX512,0.001530,6.692810,0.030000,0.3169,2.5020,3,0,3,3,0,ok,-
throughput,n2_b1024,2,1024,20,avx512_logical,AVX512,0.001998,5.125980,0.030000,0.2427,1.9162,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,1,baseline_sse42_1t,SSE4_2,0.000019,2.105263,0.000000,0.0997,1.0000,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,10,avx512_phys,AVX512,0.000023,1.764706,0.000000,0.0836,0.8382,3,0,3,3,0,ok,-
throughput,n4_b1,4,1,20,avx512_logical,AVX512,0.000037,1.081081,0.000000,0.0512,0.5135,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,1,baseline_sse42_1t,SSE4_2,0.000061,6.521739,0.000000,0.3088,1.0000,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,10,avx512_phys,AVX512,0.000067,5.970149,0.000000,0.2827,0.9154,3,0,3,3,0,ok,-
throughput,n4_b10,4,10,20,avx512_logical,AVX512,0.000067,6.000000,0.000000,0.2841,0.9200,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,1,baseline_sse42_1t,SSE4_2,0.000097,6.620690,0.000000,0.3135,1.0000,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,10,avx512_phys,AVX512,0.000106,6.037736,0.000000,0.2859,0.9119,3,0,3,3,0,ok,-
throughput,n4_b16,4,16,20,avx512_logical,AVX512,0.000104,6.153846,0.000000,0.2914,0.9295,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,1,baseline_sse42_1t,SSE4_2,0.000721,8.325624,0.010000,0.3942,1.0000,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,10,avx512_phys,AVX512,0.001260,4.761905,0.010000,0.2255,0.5720,3,0,3,3,0,ok,-
throughput,n4_b150,4,150,20,avx512_logical,AVX512,0.001717,3.494467,0.010000,0.1655,0.4197,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,1,baseline_sse42_1t,SSE4_2,0.001197,8.554720,0.020000,0.4051,1.0000,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,10,avx512_phys,AVX512,0.001311,7.810831,0.020000,0.3698,0.9130,3,0,3,3,0,ok,-
throughput,n4_b256,4,256,20,avx512_logical,AVX512,0.001774,5.772266,0.020000,0.2733,0.6747,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,1,baseline_sse42_1t,SSE4_2,0.004724,8.671230,0.060000,0.4106,1.0000,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,10,avx512_phys,AVX512,0.001727,23.717429,0.060000,1.1230,2.7352,3,0,3,3,0,ok,-
throughput,n4_b1024,4,1024,20,avx512_logical,AVX512,0.002216,18.486535,0.060000,0.8753,2.1319,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,1,baseline_sse42_1t,SSE4_2,0.000019,6.315789,0.000000,0.2990,1.0000,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,10,avx512_phys,AVX512,0.000021,5.714286,0.000000,0.2706,0.9048,3,0,3,3,0,ok,-
throughput,n8_b1,8,1,20,avx512_logical,AVX512,0.000029,4.090909,0.000000,0.1937,0.6477,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,1,baseline_sse42_1t,SSE4_2,0.000070,17.142857,0.000000,0.8117,1.0000,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,10,avx512_phys,AVX512,0.000068,17.733990,0.000000,0.8397,1.0345,3,0,3,3,0,ok,-
throughput,n8_b10,8,10,20,avx512_logical,AVX512,0.000067,17.821782,0.000000,0.8438,1.0396,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,1,baseline_sse42_1t,SSE4_2,0.000107,17.888199,0.000000,0.8470,1.0000,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,10,avx512_phys,AVX512,0.000106,18.056426,0.000000,0.8549,1.0094,3,0,3,3,0,ok,-
throughput,n8_b16,8,16,20,avx512_logical,AVX512,0.000105,18.285714,0.000000,0.8658,1.0222,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,1,baseline_sse42_1t,SSE4_2,0.000810,22.213081,0.020000,1.0518,1.0000,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,10,avx512_phys,AVX512,0.001211,14.859659,0.020000,0.7036,0.6690,3,0,3,3,0,ok,-
throughput,n8_b150,8,150,20,avx512_logical,AVX512,0.001660,10.845551,0.020000,0.5135,0.4883,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,1,baseline_sse42_1t,SSE4_2,0.001510,20.344371,0.030000,0.9633,1.0000,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,10,avx512_phys,AVX512,0.001299,23.655031,0.030000,1.1200,1.1627,3,0,3,3,0,ok,-
throughput,n8_b256,8,256,20,avx512_logical,AVX512,0.001719,17.874321,0.030000,0.8463,0.8786,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,1,baseline_sse42_1t,SSE4_2,0.006144,20.000000,0.120000,0.9470,1.0000,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,10,avx512_phys,AVX512,0.001856,66.195008,0.120000,3.1342,3.3098,3,0,3,3,0,ok,-
throughput,n8_b1024,8,1024,20,avx512_logical,AVX512,0.002183,56.289510,0.120000,2.6652,2.8145,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,1,baseline_sse42_1t,SSE4_2,0.000024,13.333333,0.000000,0.6313,1.0000,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,10,avx512_phys,AVX512,0.000021,15.238095,0.000000,0.7215,1.1429,3,0,3,3,0,ok,-
throughput,n16_b1,16,1,20,avx512_logical,AVX512,0.000030,10.786517,0.000000,0.5107,0.8090,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,1,baseline_sse42_1t,SSE4_2,0.000108,29.538462,0.000000,1.3986,1.0000,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,10,avx512_phys,AVX512,0.000072,44.239631,0.000000,2.0947,1.4977,3,0,3,3,0,ok,-
throughput,n16_b10,16,10,20,avx512_logical,AVX512,0.000071,44.859813,0.000000,2.1240,1.5187,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,1,baseline_sse42_1t,SSE4_2,0.000172,29.767442,0.000000,1.4094,1.0000,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,10,avx512_phys,AVX512,0.000106,48.150470,0.000000,2.2799,1.6176,3,0,3,3,0,ok,-
throughput,n16_b16,16,16,20,avx512_logical,AVX512,0.000105,48.761905,0.000000,2.3088,1.6381,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,1,baseline_sse42_1t,SSE4_2,0.001469,32.667877,0.040000,1.5468,1.0000,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,10,avx512_phys,AVX512,0.001236,38.845428,0.040000,1.8393,1.1891,3,0,3,3,0,ok,-
throughput,n16_b150,16,150,20,avx512_logical,AVX512,0.001236,38.824481,0.040000,1.8383,1.1885,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,1,baseline_sse42_1t,SSE4_2,0.002736,29.945169,0.060000,1.4179,1.0000,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,10,avx512_phys,AVX512,0.001318,62.154780,0.060000,2.9429,2.0756,3,0,3,3,0,ok,-
throughput,n16_b256,16,256,20,avx512_logical,AVX512,0.001579,51.891892,0.060000,2.4570,1.7329,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,1,baseline_sse42_1t,SSE4_2,0.009517,34.431018,0.250000,1.6303,1.0000,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,10,avx512_phys,AVX512,0.001835,178.539775,0.250000,8.4536,5.1854,3,0,3,3,0,ok,-
throughput,n16_b1024,16,1024,20,avx512_logical,AVX512,0.002161,151.610117,0.250000,7.1785,4.4033,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,1,baseline_sse42_1t,SSE4_2,0.000038,21.238938,0.000000,1.0056,1.0000,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,10,avx512_phys,AVX512,0.000029,27.586207,0.000000,1.3062,1.2989,3,0,3,3,0,ok,-
throughput,n32_b1,32,1,20,avx512_logical,AVX512,0.000043,18.604651,0.000000,0.8809,0.8760,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,1,baseline_sse42_1t,SSE4_2,0.000249,32.128514,0.000000,1.5212,1.0000,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,10,avx512_phys,AVX512,0.000743,10.771993,0.000000,0.5100,0.3353,3,0,3,3,0,ok,-
throughput,n32_b10,32,10,20,avx512_logical,AVX512,0.000758,10.558733,0.000000,0.4999,0.3286,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,1,baseline_sse42_1t,SSE4_2,0.000384,33.333333,0.010000,1.5783,1.0000,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,10,avx512_phys,AVX512,0.000749,17.081851,0.010000,0.8088,0.5125,3,0,3,3,0,ok,-
throughput,n32_b16,32,16,20,avx512_logical,AVX512,0.000768,16.673904,0.010000,0.7895,0.5002,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,1,baseline_sse42_1t,SSE4_2,0.003417,35.121951,0.070000,1.6630,1.0000,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,10,avx512_phys,AVX512,0.001412,84.985836,0.070000,4.0240,2.4197,3,0,3,3,0,ok,-
throughput,n32_b150,32,150,20,avx512_logical,AVX512,0.001821,65.885798,0.070000,3.1196,1.8759,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,1,baseline_sse42_1t,SSE4_2,0.005845,35.038494,0.120000,1.6590,1.0000,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,10,avx512_phys,AVX512,0.001638,125.030525,0.120000,5.9200,3.5684,3,0,3,3,0,ok,-
throughput,n32_b256,32,256,20,avx512_logical,AVX512,0.001982,103.329970,0.120000,4.8925,2.9490,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,1,baseline_sse42_1t,SSE4_2,0.023264,35.212700,0.500000,1.6673,1.0000,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,10,avx512_phys,AVX512,0.002680,305.671642,0.500000,14.4731,8.6807,3,0,3,3,0,ok,-
throughput,n32_b1024,32,1024,20,avx512_logical,AVX512,0.002938,278.860774,0.500000,13.2036,7.9193,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,1,baseline_sse42_1t,SSE4_2,0.000084,22.857143,0.000000,1.0823,1.0000,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,10,avx512_phys,AVX512,0.000041,47.213115,0.000000,2.2355,2.0656,3,0,3,3,0,ok,-
throughput,n64_b1,64,1,20,avx512_logical,AVX512,0.000059,32.542373,0.000000,1.5408,1.4237,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,1,baseline_sse42_1t,SSE4_2,0.000699,27.467811,0.010000,1.3006,1.0000,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,10,avx512_phys,AVX512,0.000780,24.604870,0.010000,1.1650,0.8958,3,0,3,3,0,ok,-
throughput,n64_b10,64,10,20,avx512_logical,AVX512,0.000780,24.604870,0.010000,1.1650,0.8958,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,1,baseline_sse42_1t,SSE4_2,0.001108,27.733975,0.020000,1.3132,1.0000,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,10,avx512_phys,AVX512,0.000866,35.487101,0.020000,1.6803,1.2796,3,0,3,3,0,ok,-
throughput,n64_b16,64,16,20,avx512_logical,AVX512,0.000882,34.843100,0.020000,1.6498,1.2563,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,1,baseline_sse42_1t,SSE4_2,0.010217,28.189233,0.150000,1.3347,1.0000,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,10,avx512_phys,AVX512,0.001536,187.540699,0.150000,8.8798,6.6529,3,0,3,3,0,ok,-
throughput,n64_b150,64,150,20,avx512_logical,AVX512,0.001921,149.947935,0.150000,7.0998,5.3193,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,1,baseline_sse42_1t,SSE4_2,0.017661,27.831339,0.250000,1.3178,1.0000,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,10,avx512_phys,AVX512,0.001899,258.785539,0.250000,12.2531,9.2984,3,0,3,3,0,ok,-
throughput,n64_b256,64,256,20,avx512_logical,AVX512,0.002247,218.712548,0.250000,10.3557,7.8585,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,1,baseline_sse42_1t,SSE4_2,0.071854,27.362278,1.000000,1.2956,1.0000,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,10,avx512_phys,AVX512,0.003875,507.375484,1.000000,24.0235,18.5429,3,0,3,3,0,ok,-
throughput,n64_b1024,64,1024,20,avx512_logical,AVX512,0.003806,516.528593,1.000000,24.4568,18.8774,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,1,baseline_sse42_1t,SSE4_2,0.000151,29.734513,0.000000,1.4079,1.0000,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,10,avx512_phys,AVX512,0.000064,70.366492,0.000000,3.3317,2.3665,3,0,3,3,0,ok,-
throughput,n128_b1,128,1,20,avx512_logical,AVX512,0.000070,63.696682,0.000000,3.0159,2.1422,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,1,baseline_sse42_1t,SSE4_2,0.001368,32.748538,0.020000,1.5506,1.0000,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,10,avx512_phys,AVX512,0.000994,45.070423,0.020000,2.1340,1.3763,3,0,3,3,0,ok,-
throughput,n128_b10,128,10,20,avx512_logical,AVX512,0.001002,44.725458,0.020000,2.1177,1.3657,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,1,baseline_sse42_1t,SSE4_2,0.002228,32.177166,0.030000,1.5235,1.0000,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,10,avx512_phys,AVX512,0.001191,60.167879,0.030000,2.8489,1.8699,3,0,3,3,0,ok,-
throughput,n128_b16,128,16,20,avx512_logical,AVX512,0.001183,60.608794,0.030000,2.8697,1.8836,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,1,baseline_sse42_1t,SSE4_2,0.020468,32.832272,0.290000,1.5546,1.0000,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,10,avx512_phys,AVX512,0.001975,340.310601,0.290000,16.1132,10.3651,3,0,3,3,0,ok,-
throughput,n128_b150,128,150,20,avx512_logical,AVX512,0.002370,283.584189,0.290000,13.4273,8.6374,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,1,baseline_sse42_1t,SSE4_2,0.035715,32.111998,0.500000,1.5205,1.0000,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,10,avx512_phys,AVX512,0.002629,436.297236,0.500000,20.6580,13.5867,3,0,3,3,0,ok,-
throughput,n128_b256,128,256,20,avx512_logical,AVX512,0.002980,384.902114,0.500000,18.2245,11.9862,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,1,baseline_sse42_1t,SSE4_2,0.158895,28.871393,2.000000,1.3670,1.0000,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,10,avx512_phys,AVX512,0.006633,691.620684,2.000000,32.7472,23.9552,3,0,3,3,0,ok,-
throughput,n128_b1024,128,1024,20,avx512_logical,AVX512,0.006522,703.391598,2.000000,33.3045,24.3629,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000310,32.996778,0.000000,1.5623,1.0000,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000157,65.222930,0.000000,3.0882,1.9766,3,0,3,3,0,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000193,53.148789,0.000000,2.5165,1.6107,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,1,baseline_sse42_1t,SSE4_2,0.003052,33.551769,0.040000,1.5886,1.0000,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,10,avx512_phys,AVX512,0.001354,75.627770,0.040000,3.5809,2.2541,3,0,3,3,0,ok,-
throughput,n256_b10,256,10,20,avx512_logical,AVX512,0.001349,75.889328,0.040000,3.5932,2.2619,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,1,baseline_sse42_1t,SSE4_2,0.004858,33.725813,0.060000,1.5969,1.0000,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,10,avx512_phys,AVX512,0.001462,112.091220,0.060000,5.3073,3.3236,3,0,3,3,0,ok,-
throughput,n256_b16,256,16,20,avx512_logical,AVX512,0.001787,91.701493,0.060000,4.3419,2.7190,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,1,baseline_sse42_1t,SSE4_2,0.045528,33.737727,0.590000,1.5974,1.0000,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,10,avx512_phys,AVX512,0.003541,433.734940,0.590000,20.5367,12.8561,3,0,3,3,0,ok,-
throughput,n256_b150,256,150,20,avx512_logical,AVX512,0.004339,353.971424,0.590000,16.7600,10.4919,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,1,baseline_sse42_1t,SSE4_2,0.083812,31.277746,1.000000,1.4810,1.0000,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,10,avx512_phys,AVX512,0.005257,498.625412,1.000000,23.6092,15.9419,3,0,3,3,0,ok,-
throughput,n256_b256,256,256,20,avx512_logical,AVX512,0.005569,470.748234,1.000000,22.2892,15.0506,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,1,baseline_sse42_1t,SSE4_2,0.373244,28.093605,4.000000,1.3302,1.0000,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,10,avx512_phys,AVX512,0.016748,626.090279,4.000000,29.6444,22.2859,3,0,3,3,0,ok,-
throughput,n256_b1024,256,1024,20,avx512_logical,AVX512,0.016190,647.655597,4.000000,30.6655,23.0535,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,1,baseline_sse42_1t,SSE4_2,0.000665,34.663992,0.010000,1.6413,1.0000,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,10,avx512_phys,AVX512,0.000280,82.285714,0.010000,3.8961,2.3738,3,0,3,3,0,ok,-
throughput,n512_b1,512,1,20,avx512_logical,AVX512,0.000308,74.724324,0.010000,3.5381,2.1557,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,1,baseline_sse42_1t,SSE4_2,0.006587,34.977987,0.080000,1.6562,1.0000,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,10,avx512_phys,AVX512,0.001467,157.055215,0.080000,7.4363,4.4901,3,0,3,3,0,ok,-
throughput,n512_b10,512,10,20,avx512_logical,AVX512,0.001471,156.628144,0.080000,7.4161,4.4779,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,1,baseline_sse42_1t,SSE4_2,0.010576,34.856278,0.120000,1.6504,1.0000,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,10,avx512_phys,AVX512,0.001771,208.114415,0.120000,9.8539,5.9706,3,0,3,3,0,ok,-
throughput,n512_b16,512,16,20,avx512_logical,AVX512,0.002199,167.639836,0.120000,7.9375,4.8095,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,1,baseline_sse42_1t,SSE4_2,0.110993,31.137005,1.170000,1.4743,1.0000,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,10,avx512_phys,AVX512,0.005656,611.068545,1.170000,28.9332,19.6252,3,0,3,3,0,ok,-
throughput,n512_b150,512,150,20,avx512_logical,AVX512,0.005981,577.862000,1.170000,27.3609,18.5587,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,1,baseline_sse42_1t,SSE4_2,0.206019,28.629639,2.000000,1.3556,1.0000,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,10,avx512_phys,AVX512,0.008862,665.590371,2.000000,31.5147,23.2483,3,0,3,3,0,ok,-
throughput,n512_b256,512,256,20,avx512_logical,AVX512,0.008708,677.309856,2.000000,32.0696,23.6576,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,1,baseline_sse42_1t,SSE4_2,0.848804,27.795544,8.000000,1.3161,1.0000,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,10,avx512_phys,AVX512,0.033045,713.964594,8.000000,33.8051,25.6863,3,0,3,3,0,ok,-
throughput,n512_b1024,512,1024,20,avx512_logical,AVX512,0.031789,742.165926,8.000000,35.1404,26.7009,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,1,baseline_sse42_1t,SSE4_2,0.001418,36.098707,0.020000,1.7092,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,10,avx512_phys,AVX512,0.000563,90.941385,0.020000,4.3059,2.5192,3,0,3,3,0,ok,-
throughput,n1024_b1,1024,1,20,avx512_logical,AVX512,0.000657,77.929985,0.020000,3.6899,2.1588,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,1,baseline_sse42_1t,SSE4_2,0.014274,35.868575,0.160000,1.6983,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,10,avx512_phys,AVX512,0.001910,268.016053,0.160000,12.6902,7.4722,3,0,3,3,0,ok,-
throughput,n1024_b10,1024,10,20,avx512_logical,AVX512,0.001988,257.588462,0.160000,12.1964,7.1815,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,1,baseline_sse42_1t,SSE4_2,0.022846,35.856957,0.250000,1.6978,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,10,avx512_phys,AVX512,0.002568,318.961713,0.250000,15.1024,8.8954,3,0,3,3,0,ok,-
throughput,n1024_b16,1024,16,20,avx512_logical,AVX512,0.002977,275.207167,0.250000,13.0306,7.6751,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,1,baseline_sse42_1t,SSE4_2,0.266456,28.822734,2.340000,1.3647,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,10,avx512_phys,AVX512,0.010784,712.144160,2.340000,33.7189,24.7077,3,0,3,3,0,ok,-
throughput,n1024_b150,1024,150,20,avx512_logical,AVX512,0.011830,649.215250,2.340000,30.7394,22.5244,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,1,baseline_sse42_1t,SSE4_2,0.456423,28.717221,4.000000,1.3597,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,10,avx512_phys,AVX512,0.017584,745.419044,4.000000,35.2945,25.9572,3,0,3,3,0,ok,-
throughput,n1024_b256,1024,256,20,avx512_logical,AVX512,0.018898,693.563806,4.000000,32.8392,24.1515,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,1,baseline_sse42_1t,SSE4_2,2.141446,24.482900,16.000000,1.1592,1.0000,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,10,avx512_phys,AVX512,0.129667,404.335219,16.000000,19.1447,16.5150,3,0,3,3,0,ok,-
throughput,n1024_b1024,1024,1024,20,avx512_logical,AVX512,0.125562,417.553081,16.000000,19.7705,17.0549,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,1,baseline_sse42_1t,SSE4_2,0.003185,35.365777,0.030000,1.6745,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,10,avx512_phys,AVX512,0.001521,74.056542,0.030000,3.5065,2.0940,3,0,3,3,0,ok,-
throughput,n2048_b1,2048,1,20,avx512_logical,AVX512,0.001879,59.957417,0.030000,2.8389,1.6954,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,1,baseline_sse42_1t,SSE4_2,0.031716,35.515571,0.310000,1.6816,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,10,avx512_phys,AVX512,0.003226,349.126976,0.310000,16.5306,9.8303,3,0,3,3,0,ok,-
throughput,n2048_b10,2048,10,20,avx512_logical,AVX512,0.003121,360.948515,0.310000,17.0904,10.1631,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,1,baseline_sse42_1t,SSE4_2,0.051380,35.076684,0.500000,1.6608,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,10,avx512_phys,AVX512,0.004538,397.173290,0.500000,18.8056,11.3230,3,0,3,3,0,ok,-
throughput,n2048_b16,2048,16,20,avx512_logical,AVX512,0.004679,385.203762,0.500000,18.2388,10.9818,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,1,baseline_sse42_1t,SSE4_2,0.586527,28.806842,4.690000,1.3640,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,10,avx512_phys,AVX512,0.024343,694.089938,4.690000,32.8641,24.0946,3,0,3,3,0,ok,-
throughput,n2048_b150,2048,150,20,avx512_logical,AVX512,0.024689,684.353356,4.690000,32.4031,23.7566,3,0,3,3,0,ok,-
throughput,n2048_b256,2048,256,1,baseline_sse42_1t,SSE4_2,1.018493,28.312271,8.000000,1.3405,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b256,2048,256,10,avx512_phys,AVX512,0.047033,613.093692,8.000000,29.0291,21.6547,3,0,3,3,0,ok,-
