set_id,manifest,profile_id,workload,case_id,n,batch,threads_field,timing_mode,run_count,fwd_ms_mean,fwd_ms_std,bwd_ms_mean,bwd_ms_std,fwd_gflops_mean,fwd_gflops_std,bwd_gflops_mean,bwd_gflops_std,mem_mb_mean
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n131072_b16,131072,16,1,e2e,5,1.3939131999999999,0.0006314251341212699,1.3775372,0.0011743337259910594,127.8831276,0.05796127259903553,129.4034128,0.11034418276556476,32.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n131072_b4,131072,4,1,e2e,5,0.3658006,0.0014425265335514701,0.3532118,0.001143665029630589,121.8287538,0.4822155307356831,126.1703282,0.40873604541770264,8.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b1,16384,1,1,e2e,5,0.0345352,0.0018073734257203163,0.0348374,0.0016840769875513398,33.2825024,1.7524742396778072,32.9836004,1.6213609964052735,0.25
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b16,16384,16,1,e2e,5,0.1913192,0.004275366323486213,0.186117,0.0003713421602780897,95.9524768,2.189066283091998,98.59457660000001,0.19658965935623815,4.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b4,16384,4,1,e2e,5,0.06511059999999999,0.0003225403850682859,0.064466,0.0009249240509360729,70.4585968,0.3487981114695164,71.173648,1.0197505567186536,1.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b1,2048,1,1,e2e,5,0.018585,0.002948951169483823,0.018951000000000003,0.002572656895118352,6.1783804,0.9254392938784802,6.0374368,0.8627969738647673,0.03
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b16,2048,16,1,e2e,5,0.039593,0.0008052369216572206,0.0370696,0.0005466171420656328,45.5343682,0.9321222132283419,48.6258374,0.7044418919270768,0.5
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b4,2048,4,1,e2e,5,0.0248914,0.0025228931408206715,0.0200992,0.003184677958601153,18.2338362,1.6366892543399008,22.849487,3.414953331321527,0.12
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2097152_b1,2097152,1,1,e2e,5,1.3912222,0.00279299502326805,1.392567,0.002203297074840274,158.2792718,0.31709704061800864,158.12624979999998,0.2501371736142037,32.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2097152_b16,2097152,16,1,e2e,5,22.307297600000002,0.054998138534863295,22.3629966,0.02670216593836672,157.9408024,0.3894218076068678,157.5468376,0.1882312554593498,512.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2097152_b4,2097152,4,1,e2e,5,5.5592472,0.045396426238196196,5.5413994,0.04869160489550514,158.4477742,1.2812433269883603,158.9594242,1.3815441667240242,128.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n256_b1,256,1,1,e2e,5,0.013649600000000001,0.00023424517070795705,0.0129166,0.0013552277668347859,0.750382,0.012887202916071433,0.8007446,0.09517959338166983,0.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n256_b16,256,16,1,e2e,5,0.017099800000000002,0.0003432013985985493,0.0180336,0.002872608622837438,9.5845328,0.19655850423906845,9.2451512,1.2594956116236373,0.06
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n256_b4,256,4,1,e2e,5,0.012759399999999999,0.0015906370736280474,0.013206400000000002,0.0016795890271134781,3.2582056,0.48192006658915953,3.1492204,0.4697708875981993,0.02
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n262144_b1,262144,1,1,e2e,5,0.1938012,0.00165501441081339,0.1874492,0.0010417930216698606,121.7452376,1.0452781126916915,125.86649299999999,0.6996364321056331,4.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n262144_b16,262144,16,1,e2e,5,2.7868687999999997,0.04818767011072438,2.7700118,0.04505602237437305,135.484521,2.339571538626571,136.30512819999998,2.2045415455451787,64.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n262144_b4,262144,4,1,e2e,5,0.7128912,0.0015292618153867584,0.698426,0.0007357377250080047,132.3795098,0.2838175333593741,135.1208778,0.1424376805754001,16.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32768_b1,32768,1,1,e2e,5,0.0422784,0.0023320281516311086,0.0437948,0.0010094123042642174,58.27877600000001,3.3966049706852157,56.1401766,1.3032446818912413,0.5
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32768_b16,32768,16,1,e2e,5,0.3651468,0.0041012618424090125,0.3559288,0.0005542893648627942,107.698097,1.2266380368790522,110.476191,0.1720500612975759,8.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32768_b4,32768,4,1,e2e,5,0.1042078,0.0017308062283225053,0.10227699999999999,0.00045204479866491434,94.35509379999999,1.534855173435824,96.11713560000001,0.42318918528573707,2.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32_b1,32,1,1,e2e,5,0.0107978,0.0021357665368667983,0.0102886,0.0023003782949767198,0.0767468,0.01689511301234768,0.0808696,0.017504094443872267,0.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32_b16,32,16,1,e2e,5,0.0119978,0.00229888107565398,0.0121028,0.0020827999663913964,1.101656,0.22698807473962151,1.084525,0.1959141650276978,0.01
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n32_b4,32,4,1,e2e,5,0.010668,0.0020014540964009143,0.012059400000000001,0.0021494774481254746,0.30824100000000004,0.0552280197318354,0.2744114,0.0636336623399911,0.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4096_b1,4096,1,1,e2e,5,0.0186888,0.0021773942454227256,0.020963,0.0032381448392559587,13.2780782,1.3742607053640519,11.9651082,1.9550444761400443,0.06
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4096_b16,4096,16,1,e2e,5,0.059982400000000005,0.00016880995231324466,0.0584206,0.0016381556092142139,65.5552956,0.18445858408949473,67.3512308,1.9320224034741917,1.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4096_b4,4096,4,1,e2e,5,0.0294122,0.002756658974193217,0.028127000000000003,0.003355994263999866,33.693651599999995,3.611073460323093,35.37044,4.405314954719979,0.25
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4194304_b1,4194304,1,1,e2e,5,2.826408,0.06259516424213617,2.8245134,0.046547514754281,163.3001168,3.581150749615293,163.38162219999998,2.6888331628568314,64.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4194304_b16,4194304,16,1,e2e,5,45.1127294,0.22793406029880675,45.329183,0.32728828630276413,163.6373094,0.8260716900652834,162.85935560000001,1.170794568562011,1024.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n4194304_b4,4194304,4,1,e2e,5,11.261227,0.12396959461093701,11.264791599999999,0.109104681995321,163.896425,1.8261252875239726,163.8408146,1.5909930011910176,256.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n512_b1,512,1,1,e2e,5,0.0123704,0.0015939670009131306,0.013864199999999998,0.0004215129891237036,1.8906326,0.27414380416544154,1.6630504,0.04903300641710638,0.01
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n512_b16,512,16,1,e2e,5,0.0190894,0.002339297715127341,0.0198318,0.0030384048775632232,19.5325924,2.259025820167246,18.9257642,2.753100482535227,0.12
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n512_b4,512,4,1,e2e,5,0.017716,0.0021148200869104683,0.0170188,0.0016456976332242825,5.2560732,0.5678058840587159,5.4514572,0.4694679863342116,0.03
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n524288_b1,524288,1,1,e2e,5,0.3610532,0.005565708643110959,0.3546194,0.0004922588749834885,137.97643499999998,2.125204590262545,140.45317419999998,0.19491316055926983,8.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n524288_b16,524288,16,1,e2e,5,5.615893,0.00782617492776624,5.625481,0.026938076805888982,141.9042344,0.19784422209987607,141.664733,0.6742470110945907,128.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n524288_b4,524288,4,1,e2e,5,1.384876,0.0016526021904862671,1.3854182,0.0010186114077507496,143.860997,0.1719256650808774,143.80460720000002,0.10576892625293614,32.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n64_b1,64,1,1,e2e,5,0.0104256,0.002377893668774952,0.0099214,0.0018360203702573676,0.19187780000000002,0.04258199854046309,0.1988888,0.03648449061176544,0.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n64_b16,64,16,1,e2e,5,0.0120962,0.002681920990633393,0.012604399999999998,0.0021983634367410683,2.65407,0.6466531457052537,2.5158524,0.5640118365657762,0.02
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n64_b4,64,4,1,e2e,5,0.0105962,0.00219673250533605,0.010725799999999999,0.00200679911799861,0.749817,0.15204784051738457,0.7352284,0.129014318099969,0.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n65536_b1,65536,1,1,e2e,5,0.061397999999999994,0.0008161816587010515,0.060749,0.0013397430723836577,85.40369000000001,1.1370774748219639,86.3379814,1.9375155520269514,1.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n65536_b16,65536,16,1,e2e,5,0.7165587999999999,0.0027818076317387224,0.698596,0.001552584136206485,117.069392,0.45519640269228645,120.0785472,0.266570117100923,16.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n65536_b4,65536,4,1,e2e,5,0.1911718,0.0016480357095645776,0.18418299999999999,0.0003069267013473984,109.7064192,0.954127866109775,113.86263699999999,0.18965826700805943,4.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n8192_b1,8192,1,1,e2e,5,0.026447200000000004,0.0030760795991001274,0.026334599999999996,0.002780855497863922,20.324563599999998,2.053206135023904,20.379165399999998,1.8879373234091488,0.12
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n8192_b16,8192,16,1,e2e,5,0.1041784,0.0014506989005303715,0.10204519999999999,0.000736008627666824,81.7920432,1.117944476412493,83.4928406,0.6061805906430027,2.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu,throughput,n8192_b4,8192,4,1,e2e,5,0.0431548,0.0012191077474940442,0.042454000000000006,0.0023896237151484773,49.3873568,1.4208531439394798,50.2950958,2.7794377317857317,0.5
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu_batch_scaling,batch_scaling,n16384_b16_t1,16384,16,1,e2e,5,0.1915352,0.0006320104429517038,0.18712979999999999,0.001229173584161332,95.8061758,0.31651185079819993,98.0640084,0.6407292730360421,4.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu_batch_scaling,batch_scaling,n16384_b1_t1,16384,1,1,e2e,5,0.034859600000000004,0.0014648688678513162,0.0333744,0.0031249184469358537,32.9473396,1.4065682183432466,34.615448,3.364995907351297,0.25
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu_batch_scaling,batch_scaling,n16384_b256_t1,16384,256,1,e2e,5,2.6885915999999996,0.025558933033286088,2.664237,0.01875629602293582,109.21043979999999,1.0254626132710558,110.20521020000001,0.7686297374996007,64.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu_batch_scaling,batch_scaling,n16384_b4_t1,16384,4,1,e2e,5,0.0645162,0.0005092879342768681,0.06408559999999999,0.0023012349510643194,71.110079,0.5628414358227345,71.66096660000001,2.6771766643474106,1.0
32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_32_to_4194304.manifest.txt,cufft_gpu_batch_scaling,batch_scaling,n16384_b64_t1,16384,64,1,e2e,5,0.6833427999999999,0.004797618231998049,0.6732982,0.0007902440762194371,107.41781499999999,0.7546265141734014,109.01617900000001,0.1279384638859618,16.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1024_b1,1024,1,1,e2e,5,0.0152354,0.0018775257122074264,0.0133746,0.0010378792318955037,3.3976222,0.37676314698454777,3.8488881999999998,0.3330851058148652,0.02
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1024_b16,1024,16,1,e2e,5,0.0282638,0.0033745561485919906,0.0263102,0.0025876153500858667,29.333958000000003,3.6619754818484247,31.3564052,2.8003275811693364,0.25
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1024_b4,1024,4,1,e2e,5,0.0215502,0.0023986887459610095,0.021758,0.0025073237724713574,9.6142116,1.2448628286422962,9.5317312,1.2928386886758918,0.06
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1048576_b1,1048576,1,1,e2e,5,0.7036892,0.0015131357176406636,0.7037468,0.0005195119825374706,149.0117736,0.32020065955163235,148.999091,0.1099963722788113,16.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1048576_b16,1048576,16,1,e2e,5,11.1768402,0.02140781685973603,11.2303474,0.02538377554265728,150.107412,0.288198959624246,149.3923908,0.3374942975061912,256.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n1048576_b4,1048576,4,1,e2e,5,2.7996696,0.02601961641339097,2.7799714,0.011422923259831415,149.8246416,1.3989201190412184,150.87782120000003,0.6182120634472372,64.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n128_b1,128,1,1,e2e,5,0.0121674,0.001738526042370376,0.0125524,0.000256672554045032,0.37578639999999996,0.0663931454052299,0.357024,0.007219021678870343,0.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n128_b16,128,16,1,e2e,5,0.0180082,0.0029268918155613477,0.0151836,0.0020778927546916378,4.061396,0.6239510930621887,4.809,0.8051687602794829,0.03
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n128_b4,128,4,1,e2e,5,0.014549999999999999,0.0019310081563784238,0.012975200000000001,0.001760673081523086,1.2466012,0.14130935302095182,1.4063126000000001,0.2325353434626659,0.01
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n131072_b1,131072,1,1,e2e,5,0.105959,0.00023578804040917737,0.10297100000000001,0.00045751120204864335,105.14595100000001,0.23397465990144964,108.1985096,0.4799240833593374,2.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n131072_b16,131072,16,1,e2e,5,1.3885654,0.009709979212130153,1.3775698,0.0009133171409757731,128.380636,0.9001629626942599,129.4003172,0.08575023072097859,32.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n131072_b4,131072,4,1,e2e,5,0.3663238,0.0034757471427018277,0.353313,0.0005577163257427585,121.66206360000001,1.1632360009259948,126.13329760000002,0.1993156109861935,8.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b1,16384,1,1,e2e,5,0.033757999999999996,0.00273173232583282,0.0344924,0.0015899227339716859,34.1628216,2.928026399471287,33.3077186,1.5617252241842345,0.25
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b16,16384,16,1,e2e,5,0.1939916,0.0014479042786040746,0.1860026,0.0011876709561153677,94.5964664,0.7054974042144371,98.6581948,0.6281320347918099,4.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n16384_b4,16384,4,1,e2e,5,0.0654864,0.0003847275659476431,0.063904,0.0020273239750962365,70.0549438,0.40943825352817254,71.8470318,2.339070692320504,1.0
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b1,2048,1,1,e2e,5,0.0208318,0.002368296687495045,0.016367399999999997,0.000150360566638997,5.4736136,0.7319358901029515,6.8824562,0.06362803301768817,0.03
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b16,2048,16,1,e2e,5,0.0393952,0.0006499363045714601,0.0377094,0.0014365986913539891,45.7577362,0.7602536161312895,47.845760999999996,1.7373624189149472,0.5
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2048_b4,2048,4,1,e2e,5,0.023105,0.003018992050337331,0.023322199999999998,0.0023213333883783257,19.8191732,3.055585083711907,19.487936400000002,2.1296359134708442,0.12
repeat2_32_to_4194304,/home/nikhil/workspace/xeon-fft-bench/src/gpu/fft_logs/fft_benchmark_gpu_5run_repeat2_32_to_4194304.manifest.txt,cufft_gpu,throughput,n2097152_b1,2097152,1,1,e2e,5,1.3932541999999999,0.003373822787284509,1.3915382,0.0018360650042958252,158.04866239999998,0.38295322423673184,158.2430582,0.20867761294446627,32.0
