source_log,run_id,profile_id,workload,case_id,n,batch,threads_field,fwd_ms,fwd_gflops,bwd_ms,bwd_gflops,mem_mb,timing_mode,set_id,manifest,run_index,fwd_flops,bwd_flops
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n32_b8192,32,8192,1,0.005478,1196.261684,0.005478,1196.261684,4.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,6553121.504952,6553121.504952
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n32_b16384,32,16384,1,0.012643,1036.699557,0.01253,1046.098866,8.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,13106992.499150997,13107618.79098
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n32_b32768,32,32768,1,0.026214,1000.000003,0.026317,996.108922,16.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,26214000.078642003,26214598.500274
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n32_b65536,32,65536,1,0.050586,1036.437293,0.050598,1036.17504,32.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,52429216.903698,52428384.67392
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b1,64,1,1,0.002355,0.815217,0.002406,0.797872,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,1919.836035,1919.680032
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b2,64,2,1,0.002406,1.595745,0.002402,1.598934,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,3839.36247,3840.6394680000003
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b4,64,4,1,0.002355,3.260869,0.002406,3.191489,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,7679.346495,7678.722534
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b8,64,8,1,0.002406,6.382979,0.002406,6.382979,0.01,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,15357.447474,15357.447474
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b16,64,16,1,0.002458,12.5,0.002458,12.5,0.02,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,30725.000000000004,30725.000000000004
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b32,64,32,1,0.00256,24.000001,0.002509,24.489797,0.03,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,61440.00256000001,61444.900673
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b64,64,64,1,0.002549,48.210922,0.002803,43.835618,0.06,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,122889.640178,122871.23725399998
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b128,64,128,1,0.002502,98.209716,0.002509,97.959187,0.12,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,245720.709432,245779.600183
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b256,64,256,1,0.00256,192.000005,0.002509,195.918374,0.25,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,491520.0128,491559.200366
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b512,64,512,1,0.002714,362.264153,0.002699,364.19679,0.5,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,983184.9112420001,982967.1362100001
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b1024,64,1024,1,0.003072,640.000016,0.003061,642.341867,1.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,1966080.0491519999,1966208.454887
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b2048,64,2048,1,0.003738,1052.054753,0.003738,1052.054753,2.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,3932580.6667139996,3932580.6667139996
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b4096,64,4096,1,0.004557,1725.842677,0.004506,1745.454532,4.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,7864665.079089001,7865018.121191999
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b8192,64,8192,1,0.012792,1229.568464,0.012032,1307.234045,8.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,15728639.791487997,15728640.029439997
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b16384,64,16384,1,0.026419,1190.697741,0.026414,1190.914032,16.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,31457043.619479,31456803.241247997
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b32768,64,32768,1,0.05139,1224.247389,0.051339,1225.468326,32.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,62914073.32071,62914318.388514
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n64_b65536,64,65536,1,0.100184,1255.980202,0.100146,1256.461764,64.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,125829120.55716799,125829619.81754398
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b1,128,1,1,0.002621,1.709402,0.00261,1.716738,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,4480.342642,4480.686180000001
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b2,128,2,1,0.002654,3.375528,0.002608,3.435583,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,8958.651312,8960.000463999999
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b4,128,4,1,0.002714,6.603774,0.002613,6.858543,0.01,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,17922.642635999997,17921.372859000003
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b8,128,8,1,0.002765,12.962963,0.002714,13.207547,0.02,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,35842.592695,35845.282558
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b16,128,16,1,0.002714,26.415094,0.002714,26.415094,0.03,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,71690.565116,71690.565116
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b32,128,32,1,0.002714,52.830189,0.002749,52.153666,0.06,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,143381.132946,143370.427834
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b64,128,64,1,0.002699,106.224064,0.002704,106.035506,0.12,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,286698.748736,286720.00822399993
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b128,128,128,1,0.002757,208.00929,0.002714,211.320756,0.25,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,573481.6125299999,573524.531784
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b256,128,256,1,0.002918,392.982449,0.002909,394.27943,0.5,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,1146722.786182,1146958.86187
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b512,128,512,1,0.003226,711.111117,0.003226,711.111117,1.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,2294044.463442,2294044.463442
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b1024,128,1024,1,0.003936,1165.528405,0.003888,1179.917642,2.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,4587519.80208,4587519.792096
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b2048,128,2048,1,0.005016,1829.154769,0.004899,1872.76288,4.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,9175040.321303999,9174665.34912
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b4096,128,4096,1,0.013526,1356.612311,0.01321,1389.147365,8.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,18349538.118586,18350636.69165
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b8192,128,8192,1,0.027098,1354.369356,0.027085,1355.009422,16.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,36700700.808888,36700430.19487
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b16384,128,16384,1,0.051405,1427.888501,0.051448,1426.689487,32.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,73400608.39390498,73400320.72717601
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b32768,128,32768,1,0.100557,1459.87776,0.100557,1459.87776,64.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,146800927.91232,146800927.91232
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n128_b65536,128,65536,1,0.198192,1481.398237,0.198038,1482.547229,128.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,293601279.387504,293600688.136702
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b1,256,1,1,0.002762,3.707995,0.002714,3.773585,0.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,10241.48219,10241.509689999999
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b2,256,2,1,0.002714,7.54717,0.002714,7.54717,0.01,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,20483.019379999998,20483.019379999998
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b4,256,4,1,0.002765,14.814815,0.002765,14.814815,0.02,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,40962.963475000004,40962.963475000004
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b8,256,8,1,0.002816,29.090909,0.002765,29.62963,0.03,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,81919.999744,81925.92695000001
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b16,256,16,1,0.002765,59.259259,0.002714,60.377359,0.06,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,163851.851135,163864.15232599998
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b32,256,32,1,0.002765,118.518518,0.002765,118.518518,0.12,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,327703.70227,327703.70227
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b64,256,64,1,0.002918,224.561399,0.002867,228.571425,0.25,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,655270.162282,655314.2754750001
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b128,256,128,1,0.003072,426.666677,0.003021,433.898292,0.5,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,1310720.031744,1310806.740132
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b256,256,256,1,0.003277,800.000002,0.003226,812.698419,1.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,2621600.006554,2621765.099694
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b512,256,512,1,0.003939,1330.950508,0.003883,1350.144163,2.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,5242614.051012,5242609.784929
/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/runs/run01/fft_benchmark_gpu_20260225_144327.log,fft_benchmark_gpu_20260225_144327,cufft_gpu,throughput,n256_b1024,256,1024,1,0.00512,2048.000052,0.005184,2022.716055,4.0,compute,20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,1,10485760.26624,10485760.029120002
