workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n64_b16,64,16,20,avx512_logical,AVX512,0.001929,15.923699,0.001218,25.229961,0.020000,0.7540,1.1946,0.7064,1.1468,5,0,5,ok,-
throughput,n128_b1,128,1,1,baseline_sse42_1t,SSE4_2,0.000185,24.163970,0.000190,23.603793,0.000000,1.1441,1.1176,1.0000,1.0000,5,0,5,ok,-
throughput,n128_b1,128,1,10,avx512_phys,AVX512,0.000068,66.272189,0.000067,66.666667,0.000000,3.1379,3.1566,2.7426,2.8244,5,0,5,ok,-
throughput,n128_b1,128,1,20,avx512_logical,AVX512,0.000068,65.882353,0.000069,65.306122,0.000000,3.1194,3.0921,2.7265,2.7668,5,0,5,ok,-
throughput,n128_b4,128,4,1,baseline_sse42_1t,SSE4_2,0.000704,25.461779,0.000700,25.600000,0.010000,1.2056,1.2121,1.0000,1.0000,5,0,5,ok,-
throughput,n128_b4,128,4,10,avx512_phys,AVX512,0.000738,24.268689,0.000909,19.705300,0.010000,1.1491,0.9330,0.9531,0.7697,5,0,5,ok,-
throughput,n128_b4,128,4,20,avx512_logical,AVX512,0.000781,22.950820,0.000765,23.418714,0.010000,1.0867,1.1088,0.9014,0.9148,5,0,5,ok,-
throughput,n128_b16,128,16,1,baseline_sse42_1t,SSE4_2,0.002715,26.401473,0.002803,25.568952,0.030000,1.2501,1.2107,1.0000,1.0000,5,0,5,ok,-
throughput,n128_b16,128,16,10,avx512_phys,AVX512,0.002396,29.914031,0.001295,55.368454,0.030000,1.4164,2.6216,1.1330,2.1655,5,0,5,ok,-
throughput,n128_b16,128,16,20,avx512_logical,AVX512,0.002739,26.166314,0.001319,54.327725,0.030000,1.2389,2.5723,0.9911,2.1248,5,0,5,ok,-
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000382,26.806283,0.000422,24.288425,0.000000,1.2692,1.1500,1.0000,1.0000,5,0,5,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000162,63.054187,0.000159,64.483627,0.000000,2.9855,3.0532,2.3522,2.6549,5,0,5,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000163,62.899263,0.000158,64.646465,0.000000,2.9782,3.0609,2.3464,2.6616,5,0,5,ok,-
throughput,n256_b4,256,4,1,baseline_sse42_1t,SSE4_2,0.001474,27.780792,0.001492,27.456764,0.020000,1.3154,1.3000,1.0000,1.0000,5,0,5,ok,-
throughput,n256_b4,256,4,10,avx512_phys,AVX512,0.000943,43.435843,0.000958,42.773601,0.020000,2.0566,2.0253,1.5635,1.5579,5,0,5,ok,-
throughput,n256_b4,256,4,20,avx512_logical,AVX512,0.001024,40.007814,0.000960,42.675557,0.020000,1.8943,2.0206,1.4401,1.5543,5,0,5,ok,-
throughput,n256_b16,256,16,1,baseline_sse42_1t,SSE4_2,0.005867,27.927590,0.005937,27.596429,0.060000,1.3223,1.3066,1.0000,1.0000,5,0,5,ok,-
throughput,n256_b16,256,16,10,avx512_phys,AVX512,0.002978,55.016790,0.001529,107.126978,0.060000,2.6050,5.0723,1.9700,3.8819,5,0,5,ok,-
throughput,n256_b16,256,16,20,avx512_logical,AVX512,0.003517,46.579860,0.001925,85.129378,0.060000,2.2055,4.0307,1.6679,3.0848,5,0,5,ok,-
throughput,n512_b1,512,1,1,baseline_sse42_1t,SSE4_2,0.000793,29.068887,0.000788,29.238579,0.010000,1.3764,1.3844,1.0000,1.0000,5,0,5,ok,-
throughput,n512_b1,512,1,10,avx512_phys,AVX512,0.000283,81.528662,0.000291,79.066575,0.010000,3.8603,3.7437,2.8047,2.7042,5,0,5,ok,-
throughput,n512_b1,512,1,20,avx512_logical,AVX512,0.000397,58.093797,0.000354,65.047995,0.010000,2.7507,3.0799,1.9985,2.2247,5,0,5,ok,-
throughput,n512_b4,512,4,1,baseline_sse42_1t,SSE4_2,0.003143,29.320438,0.003216,28.656716,0.030000,1.3883,1.3569,1.0000,1.0000,5,0,5,ok,-
throughput,n512_b4,512,4,10,avx512_phys,AVX512,0.001465,62.916439,0.001366,67.457181,0.030000,2.9790,3.1940,2.1458,2.3540,5,0,5,ok,-
throughput,n512_b4,512,4,20,avx512_logical,AVX512,0.001760,52.369587,0.001709,53.913654,0.030000,2.4796,2.5527,1.7861,1.8814,5,0,5,ok,-
throughput,n512_b16,512,16,1,baseline_sse42_1t,SSE4_2,0.012740,28.935182,0.012746,28.921107,0.120000,1.3700,1.3694,1.0000,1.0000,5,0,5,ok,-
throughput,n512_b16,512,16,10,avx512_phys,AVX512,0.002463,149.658980,0.002065,178.483587,0.120000,7.0861,8.4509,5.1722,6.1714,5,0,5,ok,-
throughput,n512_b16,512,16,20,avx512_logical,AVX512,0.002856,129.075630,0.002505,147.173427,0.120000,6.1115,6.9684,4.4609,5.0888,5,0,5,ok,-
throughput,n1024_b1,1024,1,1,baseline_sse42_1t,SSE4_2,0.001696,30.185120,0.001658,30.873131,0.020000,1.4292,1.4618,1.0000,1.0000,5,0,5,ok,-
throughput,n1024_b1,1024,1,10,avx512_phys,AVX512,0.000690,74.224413,0.000598,85.561497,0.020000,3.5144,4.0512,2.4590,2.7714,5,0,5,ok,-
throughput,n1024_b1,1024,1,20,avx512_logical,AVX512,0.000783,65.406234,0.000788,64.941654,0.020000,3.0969,3.0749,2.1668,2.1035,5,0,5,ok,-
throughput,n1024_b4,1024,4,1,baseline_sse42_1t,SSE4_2,0.007016,29.188758,0.006631,30.886168,0.060000,1.3820,1.4624,1.0000,1.0000,5,0,5,ok,-
throughput,n1024_b4,1024,4,10,avx512_phys,AVX512,0.001866,109.765248,0.001894,108.130940,0.060000,5.1972,5.1198,3.7605,3.5010,5,0,5,ok,-
throughput,n1024_b4,1024,4,20,avx512_logical,AVX512,0.002274,90.045726,0.002430,84.265964,0.060000,4.2635,3.9899,3.0849,2.7283,5,0,5,ok,-
throughput,n1024_b16,1024,16,1,baseline_sse42_1t,SSE4_2,0.026112,31.372789,0.024868,32.941404,0.250000,1.4855,1.5597,1.0000,1.0000,5,0,5,ok,-
throughput,n1024_b16,1024,16,10,avx512_phys,AVX512,0.003967,206.503655,0.002968,275.973588,0.250000,9.7776,13.0669,6.5823,8.3777,5,0,5,ok,-
throughput,n1024_b16,1024,16,20,avx512_logical,AVX512,0.003650,224.413763,0.003239,252.886337,0.250000,10.6257,11.9738,7.1531,7.6769,5,0,5,ok,-
throughput,n2048_b1,2048,1,1,baseline_sse42_1t,SSE4_2,0.003482,32.345509,0.003312,34.005555,0.030000,1.5315,1.6101,1.0000,1.0000,5,0,5,ok,-
throughput,n2048_b1,2048,1,10,avx512_phys,AVX512,0.001588,70.940925,0.001537,73.304699,0.030000,3.3589,3.4709,2.1932,2.1557,5,0,5,ok,-
throughput,n2048_b1,2048,1,20,avx512_logical,AVX512,0.001948,57.835284,0.001914,58.850575,0.030000,2.7384,2.7865,1.7880,1.7306,5,0,5,ok,-
throughput,n2048_b4,2048,4,1,baseline_sse42_1t,SSE4_2,0.013247,34.012743,0.013225,34.068294,0.120000,1.6105,1.6131,1.0000,1.0000,5,0,5,ok,-
throughput,n2048_b4,2048,4,10,avx512_phys,AVX512,0.004141,108.809892,0.002774,162.410785,0.120000,5.1520,7.6899,3.1991,4.7672,5,0,5,ok,-
throughput,n2048_b4,2048,4,20,avx512_logical,AVX512,0.003756,119.944628,0.003563,126.462333,0.120000,5.6792,5.9878,3.5265,3.7120,5,0,5,ok,-
throughput,n2048_b16,2048,16,1,baseline_sse42_1t,SSE4_2,0.052986,34.013641,0.052686,34.207320,0.500000,1.6105,1.6197,1.0000,1.0000,5,0,5,ok,-
throughput,n2048_b16,2048,16,10,avx512_phys,AVX512,0.005370,335.612663,0.005034,358.027733,0.500000,15.8908,16.9521,9.8670,10.4664,5,0,5,ok,-
throughput,n2048_b16,2048,16,20,avx512_logical,AVX512,0.004811,374.592617,0.004760,378.653668,0.500000,17.7364,17.9287,11.0130,11.0694,5,0,5,ok,-
throughput,n4096_b1,4096,1,1,baseline_sse42_1t,SSE4_2,0.007821,31.424699,0.007786,31.562725,0.060000,1.4879,1.4944,1.0000,1.0000,5,0,5,ok,-
throughput,n4096_b1,4096,1,10,avx512_phys,AVX512,0.003692,66.558336,0.003844,63.936729,0.060000,3.1514,3.0273,2.1180,2.0257,5,0,5,ok,-
throughput,n4096_b1,4096,1,20,avx512_logical,AVX512,0.004359,56.374730,0.004326,56.812613,0.060000,2.6693,2.6900,1.7940,1.8000,5,0,5,ok,-
throughput,n4096_b4,4096,4,1,baseline_sse42_1t,SSE4_2,0.030822,31.893688,0.030254,32.493323,0.250000,1.5101,1.5385,1.0000,1.0000,5,0,5,ok,-
throughput,n4096_b4,4096,4,10,avx512_phys,AVX512,0.004714,208.536275,0.004720,208.253538,0.250000,9.8739,9.8605,6.5385,6.4091,5,0,5,ok,-
throughput,n4096_b4,4096,4,20,avx512_logical,AVX512,0.005732,171.512318,0.005842,168.259619,0.250000,8.1208,7.9668,5.3776,5.1783,5,0,5,ok,-
throughput,n4096_b16,4096,16,1,baseline_sse42_1t,SSE4_2,0.131442,29.915598,0.130493,30.133111,1.000000,1.4165,1.4268,1.0000,1.0000,5,0,5,ok,-
throughput,n4096_b16,4096,16,10,avx512_phys,AVX512,0.009465,415.459713,0.009191,427.817913,1.000000,19.6714,20.2565,13.8877,14.1976,5,0,5,ok,-
throughput,n4096_b16,4096,16,20,avx512_logical,AVX512,0.008171,481.210074,0.008268,475.599313,1.000000,22.7846,22.5189,16.0856,15.7833,5,0,5,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.017306,30.769231,0.016743,31.803142,0.120000,1.4569,1.5058,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.009355,56.921728,0.009035,58.933947,0.120000,2.6952,2.7904,1.8500,1.8531,5,0,5,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.009210,57.817929,0.009416,56.549351,0.120000,2.7376,2.6775,1.8791,1.7781,5,0,5,ok,-
throughput,n8192_b4,8192,4,1,baseline_sse42_1t,SSE4_2,0.066044,32.250113,0.066119,32.213433,0.500000,1.5270,1.5253,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b4,8192,4,10,avx512_phys,AVX512,0.036398,58.516858,0.034482,61.768681,0.500000,2.7707,2.9247,1.8145,1.9175,5,0,5,ok,-
throughput,n8192_b4,8192,4,20,avx512_logical,AVX512,0.148646,14.328789,1.548233,1.375710,0.500000,0.6784,0.0651,0.4443,0.0427,5,0,5,ok,-
throughput,n8192_b16,8192,16,1,baseline_sse42_1t,SSE4_2,0.308867,27.583688,0.321572,26.493882,2.000000,1.3060,1.2544,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b16,8192,16,10,avx512_phys,AVX512,0.020513,415.326716,0.020734,410.907793,2.000000,19.6651,19.4559,15.0570,15.5095,5,0,5,ok,-
throughput,n8192_b16,8192,16,20,avx512_logical,AVX512,0.016714,509.733158,0.058405,145.871943,2.000000,24.1351,6.9068,18.4795,5.5059,5,0,5,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.035686,32.138093,0.035436,32.365009,0.250000,1.5217,1.5324,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.013300,86.228986,0.013214,86.794109,0.250000,4.0828,4.1096,2.6831,2.6817,5,0,5,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.012412,92.402391,0.012533,91.511737,0.250000,4.3751,4.3329,2.8752,2.8275,5,0,5,ok,-
throughput,n16384_b4,16384,4,1,baseline_sse42_1t,SSE4_2,0.154995,29.597820,0.158970,28.857699,1.000000,1.4014,1.3664,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b4,16384,4,10,avx512_phys,AVX512,0.102324,44.833099,0.102520,44.747387,1.000000,2.1228,2.1187,1.5147,1.5506,5,0,5,ok,-
throughput,n16384_b4,16384,4,20,avx512_logical,AVX512,0.161747,28.362249,0.327961,13.988013,1.000000,1.3429,0.6623,0.9583,0.4847,5,0,5,ok,-
throughput,n16384_b16,16384,16,1,baseline_sse42_1t,SSE4_2,0.721113,25.446900,0.690953,26.557631,4.000000,1.2049,1.2575,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b16,16384,16,10,avx512_phys,AVX512,0.047954,382.660049,0.049474,370.902005,4.000000,18.1184,17.5616,15.0376,13.9659,5,0,5,ok,-
throughput,n16384_b16,16384,16,20,avx512_logical,AVX512,0.037180,493.549723,0.037001,495.932024,4.000000,23.3688,23.4816,19.3953,18.6738,5,0,5,ok,-
throughput,n32768_b1,32768,1,1,baseline_sse42_1t,SSE4_2,0.079442,30.935777,0.077941,31.531543,0.500000,1.4648,1.4930,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b1,32768,1,10,avx512_phys,AVX512,0.020698,118.738404,0.020361,120.700155,0.500000,5.6221,5.7150,3.8382,3.8279,5,0,5,ok,-
throughput,n32768_b1,32768,1,20,avx512_logical,AVX512,0.017805,138.027093,0.017766,138.334759,0.500000,6.5354,6.5499,4.4617,4.3872,5,0,5,ok,-
throughput,n32768_b4,32768,4,1,baseline_sse42_1t,SSE4_2,0.400168,24.565695,0.384453,25.569849,2.000000,1.1631,1.2107,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b4,32768,4,10,avx512_phys,AVX512,0.251218,39.130954,0.247845,39.663435,2.000000,1.8528,1.8780,1.5929,1.5512,5,0,5,ok,-
throughput,n32768_b4,32768,4,20,avx512_logical,AVX512,0.546318,17.993922,0.378755,25.954495,2.000000,0.8520,1.2289,0.7325,1.0150,5,0,5,ok,-
throughput,n32768_b16,32768,16,1,baseline_sse42_1t,SSE4_2,1.805516,21.778596,1.651589,23.808339,8.000000,1.0312,1.1273,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b16,32768,16,10,avx512_phys,AVX512,0.133409,294.745174,0.138304,284.312818,8.000000,13.9557,13.4618,13.5337,11.9417,5,0,5,ok,-
throughput,n32768_b16,32768,16,20,avx512_logical,AVX512,0.118383,332.156922,0.134756,291.797644,8.000000,15.7271,13.8162,15.2515,12.2561,5,0,5,ok,-
throughput,n65536_b1,65536,1,1,baseline_sse42_1t,SSE4_2,0.204075,25.690997,0.204284,25.664713,1.000000,1.2164,1.2152,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b1,65536,1,10,avx512_phys,AVX512,0.042419,123.597445,0.043180,121.418613,1.000000,5.8522,5.7490,4.8109,4.7310,5,0,5,ok,-
throughput,n65536_b1,65536,1,20,avx512_logical,AVX512,0.034779,150.746706,0.034973,149.913933,1.000000,7.1376,7.0982,5.8677,5.8412,5,0,5,ok,-
throughput,n65536_b4,65536,4,1,baseline_sse42_1t,SSE4_2,0.898197,23.348458,0.844661,24.828333,4.000000,1.1055,1.1756,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b4,65536,4,10,avx512_phys,AVX512,0.573544,36.564823,0.568709,36.875673,4.000000,1.7313,1.7460,1.5660,1.4852,5,0,5,ok,-
throughput,n65536_b4,65536,4,20,avx512_logical,AVX512,0.153680,136.462437,0.168835,124.213255,4.000000,6.4613,5.8813,5.8446,5.0029,5,0,5,ok,-
throughput,n65536_b16,65536,16,1,baseline_sse42_1t,SSE4_2,5.046402,16.622948,5.143180,16.310160,16.000000,0.7871,0.7723,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b16,65536,16,10,avx512_phys,AVX512,0.466160,179.951107,0.461514,181.762807,16.000000,8.5204,8.6062,10.8255,11.1441,5,0,5,ok,-
throughput,n65536_b16,65536,16,20,avx512_logical,AVX512,0.709295,118.266809,0.744321,112.701513,16.000000,5.5998,5.3362,7.1147,6.9099,5,0,5,ok,-
throughput,n131072_b1,131072,1,1,baseline_sse42_1t,SSE4_2,0.487723,22.843130,0.484741,22.983655,2.000000,1.0816,1.0882,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b1,131072,1,10,avx512_phys,AVX512,0.074691,149.162019,0.073162,152.279313,2.000000,7.0626,7.2102,6.5298,6.6255,5,0,5,ok,-
throughput,n131072_b1,131072,1,20,avx512_logical,AVX512,0.076547,145.546515,0.091136,122.247728,2.000000,6.8914,5.7882,6.3716,5.3189,5,0,5,ok,-
throughput,n131072_b4,131072,4,1,baseline_sse42_1t,SSE4_2,2.382239,18.706976,2.495117,17.860680,8.000000,0.8857,0.8457,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b4,131072,4,10,avx512_phys,AVX512,0.312927,142.411927,0.314335,141.774020,8.000000,6.7430,6.7128,7.6128,7.9378,5,0,5,ok,-
throughput,n131072_b4,131072,4,20,avx512_logical,AVX512,0.308469,144.469976,0.665954,66.918296,8.000000,6.8404,3.1685,7.7228,3.7467,5,0,5,ok,-
throughput,n131072_b16,131072,16,1,baseline_sse42_1t,SSE4_2,16.944529,10.520087,17.298852,10.304610,32.000000,0.4981,0.4879,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b16,131072,16,10,avx512_phys,AVX512,1.749523,101.889441,1.800210,99.020614,32.000000,4.8243,4.6885,9.6852,9.6094,5,0,5,ok,-
throughput,n131072_b16,131072,16,20,avx512_logical,AVX512,3.103562,57.436558,2.276322,78.309610,32.000000,2.7195,3.7078,5.4597,7.5995,5,0,5,ok,-
throughput,n262144_b1,262144,1,1,baseline_sse42_1t,SSE4_2,1.139708,20.700885,1.133978,20.805487,4.000000,0.9802,0.9851,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b1,262144,1,10,avx512_phys,AVX512,0.157664,149.641135,0.155503,151.720483,4.000000,7.0853,7.1837,7.2287,7.2923,5,0,5,ok,-
throughput,n262144_b1,262144,1,20,avx512_logical,AVX512,0.146999,160.497855,0.146135,161.446776,4.000000,7.5993,7.6443,7.7532,7.7598,5,0,5,ok,-
throughput,n262144_b4,262144,4,1,baseline_sse42_1t,SSE4_2,6.653879,14.182982,6.531203,14.449381,16.000000,0.6715,0.6842,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b4,262144,4,10,avx512_phys,AVX512,0.733817,128.604017,0.744223,126.805795,16.000000,6.0892,6.0041,9.0675,8.7759,5,0,5,ok,-
throughput,n262144_b4,262144,4,20,avx512_logical,AVX512,0.664286,142.064989,0.804087,117.365210,16.000000,6.7266,5.5571,10.0166,8.1225,5,0,5,ok,-
throughput,n262144_b16,262144,16,1,baseline_sse42_1t,SSE4_2,33.806018,11.166277,33.757299,11.182392,64.000000,0.5287,0.5295,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b16,262144,16,10,avx512_phys,AVX512,3.881864,97.243840,4.007179,94.202765,64.000000,4.6043,4.4604,8.7087,8.4242,5,0,5,ok,-
throughput,n262144_b16,262144,16,20,avx512_logical,AVX512,5.700071,66.225023,6.033638,62.563806,64.000000,3.1357,2.9623,5.9308,5.5948,5,0,5,ok,-
throughput,n524288_b1,524288,1,1,baseline_sse42_1t,SSE4_2,2.561742,19.442770,2.558958,19.463919,8.000000,0.9206,0.9216,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b1,524288,1,10,avx512_phys,AVX512,0.330718,150.603626,0.324050,153.702795,8.000000,7.1309,7.2776,7.7460,7.8968,5,0,5,ok,-
throughput,n524288_b1,524288,1,20,avx512_logical,AVX512,0.399790,124.583744,0.269021,185.143294,8.000000,5.8989,8.7663,6.4077,9.5121,5,0,5,ok,-
throughput,n524288_b4,524288,4,1,baseline_sse42_1t,SSE4_2,13.324926,14.951636,13.119867,15.185324,32.000000,0.7079,0.7190,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b4,524288,4,10,avx512_phys,AVX512,1.710000,116.508431,1.710260,116.490705,32.000000,5.5165,5.5157,7.7924,7.6713,5,0,5,ok,-
throughput,n524288_b4,524288,4,20,avx512_logical,AVX512,2.311645,86.185122,2.653011,75.095595,32.000000,4.0807,3.5557,5.7643,4.9453,5,0,5,ok,-
throughput,n524288_b16,524288,16,1,baseline_sse42_1t,SSE4_2,55.006706,14.487647,55.364426,14.394040,128.000000,0.6860,0.6815,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b16,524288,16,10,avx512_phys,AVX512,7.276320,109.522082,7.308225,109.043949,128.000000,5.1857,5.1631,7.5597,7.5756,5,0,5,ok,-
throughput,n524288_b16,524288,16,20,avx512_logical,AVX512,10.916647,73.000232,10.789563,73.860060,128.000000,3.4565,3.4972,5.0388,5.1313,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,1,baseline_sse42_1t,SSE4_2,6.793659,15.434627,6.798297,15.424099,16.000000,0.7308,0.7303,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,10,avx512_phys,AVX512,0.633764,165.452176,0.629675,166.526594,16.000000,7.8339,7.8848,10.7195,10.7965,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,20,avx512_logical,AVX512,0.777221,134.913424,1.227450,85.427173,16.000000,6.3879,4.0448,8.7410,5.5386,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,1,baseline_sse42_1t,SSE4_2,33.591773,12.486105,33.839033,12.394870,64.000000,0.5912,0.5869,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,10,avx512_phys,AVX512,3.901697,107.499480,3.801653,110.328417,64.000000,5.0899,5.2239,8.6095,8.9011,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,20,avx512_logical,AVX512,6.393700,65.600580,5.048981,83.072284,64.000000,3.1061,3.9333,5.2539,6.7022,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,1,baseline_sse42_1t,SSE4_2,132.899409,12.623996,134.520998,12.471819,256.000000,0.5977,0.5905,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,10,avx512_phys,AVX512,15.369534,109.158914,15.289387,109.731120,256.000000,5.1685,5.1956,8.6469,8.7983,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,20,avx512_logical,AVX512,26.748043,62.723152,31.316175,53.573644,256.000000,2.9698,2.5366,4.9686,4.2956,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,1,baseline_sse42_1t,SSE4_2,15.883922,13.863136,15.950324,13.805422,32.000000,0.6564,0.6537,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,10,avx512_phys,AVX512,1.478598,148.925509,1.468442,149.955545,32.000000,7.0514,7.1002,10.7426,10.8621,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,20,avx512_logical,AVX512,2.377264,92.627879,2.219812,99.198040,32.000000,4.3858,4.6969,6.6816,7.1854,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,1,baseline_sse42_1t,SSE4_2,69.326650,12.705126,69.892593,12.602249,128.000000,0.6016,0.5967,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,10,avx512_phys,AVX512,8.242591,106.860071,8.270536,106.498998,128.000000,5.0597,5.0426,8.4108,8.4508,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,20,avx512_logical,AVX512,16.054426,54.863614,13.085774,67.310032,128.000000,2.5977,3.1870,4.3182,5.3411,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,1,baseline_sse42_1t,SSE4_2,268.813459,13.106544,292.520691,12.044329,512.000000,0.6206,0.5703,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,10,avx512_phys,AVX512,32.327017,108.986714,41.405187,85.091158,512.000000,5.1604,4.0289,8.3154,7.0648,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,20,avx512_logical,AVX512,72.214486,48.788208,50.714491,69.471571,512.000000,2.3100,3.2894,3.7224,5.7680,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,1,baseline_sse42_1t,SSE4_2,34.269549,13.463073,34.730335,13.284451,64.000000,0.6375,0.6290,1.0000,1.0000,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,10,avx512_phys,AVX512,4.680561,98.572244,4.703705,98.087236,64.000000,4.6672,4.6443,7.3217,7.3836,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,20,avx512_logical,AVX512,5.638793,81.821315,6.561817,70.311844,64.000000,3.8741,3.3292,6.0775,5.2928,5,0,5,ok,-
