workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n32_b64,32,64,10,avx512_phys,AVX512,0.002638,19.408643,0.001694,30.224321,0.030000,0.9190,1.4311,1.2259,2.0366,1,0,1,ok,-
throughput,n32_b64,32,64,20,avx512_logical,AVX512,0.002842,18.015482,0.001315,38.935361,0.030000,0.8530,1.8435,1.1379,2.6236,1,0,1,ok,-
throughput,n32_b128,32,128,1,baseline_sse42_1t,SSE4_2,0.006443,15.893217,0.006909,14.821248,0.060000,0.7525,0.7018,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b128,32,128,10,avx512_phys,AVX512,0.002920,35.068493,0.001388,73.775216,0.060000,1.6604,3.4931,2.2065,4.9777,1,0,1,ok,-
throughput,n32_b128,32,128,20,avx512_logical,AVX512,0.003710,27.601078,0.001750,58.514286,0.060000,1.3069,2.7706,1.7367,3.9480,1,0,1,ok,-
throughput,n32_b256,32,256,1,baseline_sse42_1t,SSE4_2,0.012818,15.977532,0.013014,15.736899,0.120000,0.7565,0.7451,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b256,32,256,10,avx512_phys,AVX512,0.001644,124.574209,0.001591,128.724073,0.120000,5.8984,6.0949,7.7968,8.1798,1,0,1,ok,-
throughput,n32_b256,32,256,20,avx512_logical,AVX512,0.003459,59.207864,0.002010,101.890547,0.120000,2.8034,4.8244,3.7057,6.4746,1,0,1,ok,-
throughput,n32_b512,32,512,1,baseline_sse42_1t,SSE4_2,0.025393,16.130430,0.026570,15.415883,0.250000,0.7638,0.7299,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b512,32,512,10,avx512_phys,AVX512,0.003755,109.081225,0.002108,194.307400,0.250000,5.1648,9.2002,6.7625,12.6044,1,0,1,ok,-
throughput,n32_b512,32,512,20,avx512_logical,AVX512,0.003985,102.785445,0.002355,173.927813,0.250000,4.8667,8.2352,6.3721,11.2824,1,0,1,ok,-
throughput,n32_b1024,32,1024,1,baseline_sse42_1t,SSE4_2,0.049357,16.597443,0.054695,14.977603,0.500000,0.7859,0.7092,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b1024,32,1024,10,avx512_phys,AVX512,0.004057,201.922603,0.003301,248.167222,0.500000,9.5607,11.7503,12.1659,16.5692,1,0,1,ok,-
throughput,n32_b1024,32,1024,20,avx512_logical,AVX512,0.505604,1.620240,0.003174,258.097038,0.500000,0.0767,12.2205,0.0976,17.2322,1,0,1,ok,-
throughput,n64_b1,64,1,1,baseline_sse42_1t,SSE4_2,0.000210,9.142857,0.000159,12.075472,0.000000,0.4329,0.5718,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b1,64,1,10,avx512_phys,AVX512,0.000047,40.851064,0.000047,40.851064,0.000000,1.9342,1.9342,4.4681,3.3830,1,0,1,ok,-
throughput,n64_b1,64,1,20,avx512_logical,AVX512,0.000062,30.967742,0.000062,30.967742,0.000000,1.4663,1.4663,3.3871,2.5645,1,0,1,ok,-
throughput,n64_b2,64,2,1,baseline_sse42_1t,SSE4_2,0.000327,11.743119,0.000307,12.508143,0.000000,0.5560,0.5922,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b2,64,2,10,avx512_phys,AVX512,0.000067,57.313433,0.000066,58.181818,0.000000,2.7137,2.7548,4.8806,4.6515,1,0,1,ok,-
throughput,n64_b2,64,2,20,avx512_logical,AVX512,0.000082,46.829268,0.000084,45.714286,0.000000,2.2173,2.1645,3.9878,3.6548,1,0,1,ok,-
throughput,n64_b4,64,4,1,baseline_sse42_1t,SSE4_2,0.000663,11.583710,0.000663,11.583710,0.000000,0.5485,0.5485,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b4,64,4,10,avx512_phys,AVX512,0.000113,67.964602,0.000114,67.368421,0.000000,3.2180,3.1898,5.8673,5.8158,1,0,1,ok,-
throughput,n64_b4,64,4,20,avx512_logical,AVX512,0.000128,60.000000,0.000132,58.181818,0.000000,2.8409,2.7548,5.1797,5.0227,1,0,1,ok,-
throughput,n64_b8,64,8,1,baseline_sse42_1t,SSE4_2,0.001270,12.094488,0.001179,13.027990,0.010000,0.5727,0.6169,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b8,64,8,10,avx512_phys,AVX512,0.000780,19.692308,0.000779,19.717587,0.010000,0.9324,0.9336,1.6282,1.5135,1,0,1,ok,-
throughput,n64_b8,64,8,20,avx512_logical,AVX512,0.001025,14.985366,0.000986,15.578093,0.010000,0.7095,0.7376,1.2390,1.1957,1,0,1,ok,-
throughput,n64_b16,64,16,1,baseline_sse42_1t,SSE4_2,0.002542,12.084972,0.002580,11.906977,0.020000,0.5722,0.5638,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b16,64,16,10,avx512_phys,AVX512,0.000944,32.542373,0.000952,32.268908,0.020000,1.5408,1.5279,2.6928,2.7101,1,0,1,ok,-
throughput,n64_b16,64,16,20,avx512_logical,AVX512,0.001142,26.900175,0.001153,26.643539,0.020000,1.2737,1.2615,2.2259,2.2376,1,0,1,ok,-
throughput,n64_b32,64,32,1,baseline_sse42_1t,SSE4_2,0.004627,13.278582,0.004999,12.290458,0.030000,0.6287,0.5819,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b32,64,32,10,avx512_phys,AVX512,0.001379,44.554025,0.001355,45.343173,0.030000,2.1096,2.1469,3.3553,3.6893,1,0,1,ok,-
throughput,n64_b32,64,32,20,avx512_logical,AVX512,0.001482,41.457490,0.001493,41.152043,0.030000,1.9629,1.9485,3.1221,3.3483,1,0,1,ok,-
throughput,n64_b64,64,64,1,baseline_sse42_1t,SSE4_2,0.009131,13.457453,0.009375,13.107200,0.060000,0.6372,0.6206,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b64,64,64,10,avx512_phys,AVX512,0.001419,86.596195,0.001387,88.594088,0.060000,4.1002,4.1948,6.4348,6.7592,1,0,1,ok,-
throughput,n64_b64,64,64,20,avx512_logical,AVX512,0.002728,45.043988,0.001961,62.661907,0.060000,2.1328,2.9669,3.3471,4.7807,1,0,1,ok,-
throughput,n64_b128,64,128,1,baseline_sse42_1t,SSE4_2,0.018723,13.126102,0.018197,13.505523,0.120000,0.6215,0.6395,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b128,64,128,10,avx512_phys,AVX512,0.001610,152.645963,0.001597,153.888541,0.120000,7.2276,7.2864,11.6292,11.3945,1,0,1,ok,-
throughput,n64_b128,64,128,20,avx512_logical,AVX512,0.003057,80.392542,0.001883,130.515135,0.120000,3.8065,6.1797,6.1246,9.6638,1,0,1,ok,-
throughput,n64_b256,64,256,1,baseline_sse42_1t,SSE4_2,0.035901,13.690984,0.037280,13.184549,0.250000,0.6482,0.6243,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b256,64,256,10,avx512_phys,AVX512,0.003363,146.155219,0.002270,216.528634,0.250000,6.9202,10.2523,10.6753,16.4229,1,0,1,ok,-
throughput,n64_b256,64,256,20,avx512_logical,AVX512,0.003943,124.656353,0.002442,201.277641,0.250000,5.9023,9.5302,9.1050,15.2662,1,0,1,ok,-
throughput,n64_b512,64,512,1,baseline_sse42_1t,SSE4_2,0.074601,13.177303,0.072886,13.487364,0.500000,0.6239,0.6386,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b512,64,512,10,avx512_phys,AVX512,0.003779,260.132310,0.002809,349.960840,0.500000,12.3169,16.5701,19.7409,25.9473,1,0,1,ok,-
throughput,n64_b512,64,512,20,avx512_logical,AVX512,0.004541,216.480951,0.002956,332.557510,0.500000,10.2500,15.7461,16.4283,24.6570,1,0,1,ok,-
throughput,n64_b1024,64,1024,1,baseline_sse42_1t,SSE4_2,0.143069,13.742180,0.150885,13.030321,1.000000,0.6507,0.6170,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b1024,64,1024,10,avx512_phys,AVX512,0.005113,384.525719,0.004649,422.903850,1.000000,18.2067,20.0239,27.9814,32.4554,1,0,1,ok,-
throughput,n64_b1024,64,1024,20,avx512_logical,AVX512,0.988896,1.988156,0.004042,486.412667,1.000000,0.0941,23.0309,0.1447,37.3293,1,0,1,ok,-
throughput,n128_b1,128,1,1,baseline_sse42_1t,SSE4_2,0.000328,13.658537,0.000328,13.658537,0.000000,0.6467,0.6467,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b1,128,1,10,avx512_phys,AVX512,0.000067,66.865672,0.000070,64.000000,0.000000,3.1660,3.0303,4.8955,4.6857,1,0,1,ok,-
throughput,n128_b1,128,1,20,avx512_logical,AVX512,0.000092,48.695652,0.000084,53.333333,0.000000,2.3057,2.5253,3.5652,3.9048,1,0,1,ok,-
throughput,n128_b2,128,2,1,baseline_sse42_1t,SSE4_2,0.000569,15.746924,0.000536,16.716418,0.000000,0.7456,0.7915,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b2,128,2,10,avx512_phys,AVX512,0.000111,80.720721,0.000109,82.201835,0.000000,3.8220,3.8921,5.1261,4.9174,1,0,1,ok,-
throughput,n128_b2,128,2,20,avx512_logical,AVX512,0.000128,70.000000,0.000130,68.923077,0.000000,3.3144,3.2634,4.4453,4.1231,1,0,1,ok,-
throughput,n128_b4,128,4,1,baseline_sse42_1t,SSE4_2,0.001176,15.238095,0.001192,15.033557,0.010000,0.7215,0.7118,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b4,128,4,10,avx512_phys,AVX512,0.000805,22.260870,0.000835,21.461078,0.010000,1.0540,1.0161,1.4609,1.4275,1,0,1,ok,-
throughput,n128_b4,128,4,20,avx512_logical,AVX512,0.001032,17.364341,0.000976,18.360656,0.010000,0.8222,0.8693,1.1395,1.2213,1,0,1,ok,-
throughput,n128_b8,128,8,1,baseline_sse42_1t,SSE4_2,0.002361,15.180008,0.002276,15.746924,0.020000,0.7188,0.7456,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b8,128,8,10,avx512_phys,AVX512,0.000939,38.168264,0.000977,36.683726,0.020000,1.8072,1.7369,2.5144,2.3296,1,0,1,ok,-
throughput,n128_b8,128,8,20,avx512_logical,AVX512,0.001152,31.111111,0.001165,30.763948,0.020000,1.4731,1.4566,2.0495,1.9536,1,0,1,ok,-
throughput,n128_b16,128,16,1,baseline_sse42_1t,SSE4_2,0.004724,15.173582,0.004529,15.826893,0.030000,0.7184,0.7494,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b16,128,16,10,avx512_phys,AVX512,0.001247,57.481957,0.001268,56.529968,0.030000,2.7217,2.6766,3.7883,3.5718,1,0,1,ok,-
throughput,n128_b16,128,16,20,avx512_logical,AVX512,0.001563,45.860525,0.001531,46.819073,0.030000,2.1714,2.2168,3.0224,2.9582,1,0,1,ok,-
throughput,n128_b32,128,32,1,baseline_sse42_1t,SSE4_2,0.009015,15.902385,0.009188,15.602960,0.060000,0.7530,0.7388,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b32,128,32,10,avx512_phys,AVX512,0.001361,105.334313,0.001767,81.131862,0.060000,4.9874,3.8415,6.6238,5.1998,1,0,1,ok,-
throughput,n128_b32,128,32,20,avx512_logical,AVX512,0.003288,43.600973,0.001744,82.201835,0.060000,2.0644,3.8921,2.7418,5.2683,1,0,1,ok,-
throughput,n128_b64,128,64,1,baseline_sse42_1t,SSE4_2,0.018839,15.219491,0.019340,14.825233,0.120000,0.7206,0.7020,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b64,128,64,10,avx512_phys,AVX512,0.001648,173.980583,0.001625,176.443077,0.120000,8.2377,8.3543,11.4314,11.9015,1,0,1,ok,-
throughput,n128_b64,128,64,20,avx512_logical,AVX512,0.004071,70.429870,0.002028,141.380671,0.120000,3.3347,6.6942,4.6276,9.5365,1,0,1,ok,-
throughput,n128_b128,128,128,1,baseline_sse42_1t,SSE4_2,0.036408,15.750385,0.036903,15.539116,0.250000,0.7458,0.7358,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b128,128,128,10,avx512_phys,AVX512,0.003877,147.908176,0.001962,292.273191,0.250000,7.0032,13.8387,9.3908,18.8089,1,0,1,ok,-
throughput,n128_b128,128,128,20,avx512_logical,AVX512,0.004825,118.847668,0.002498,229.559648,0.250000,5.6273,10.8693,7.5457,14.7730,1,0,1,ok,-
throughput,n128_b256,128,256,1,baseline_sse42_1t,SSE4_2,0.072698,15.775950,0.072103,15.906134,0.500000,0.7470,0.7531,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b256,128,256,10,avx512_phys,AVX512,0.003811,300.939386,0.002804,409.015692,0.500000,14.2490,19.3663,19.0758,25.7143,1,0,1,ok,-
throughput,n128_b256,128,256,20,avx512_logical,AVX512,0.004378,261.964367,0.003278,349.871873,0.500000,12.4036,16.5659,16.6053,21.9960,1,0,1,ok,-
throughput,n128_b512,128,512,1,baseline_sse42_1t,SSE4_2,0.143875,15.942728,0.150497,15.241234,1.000000,0.7549,0.7216,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b512,128,512,10,avx512_phys,AVX512,0.004524,507.020336,0.004459,514.411303,1.000000,24.0066,24.3566,31.8026,33.7513,1,0,1,ok,-
throughput,n128_b512,128,512,20,avx512_logical,AVX512,0.005369,427.222947,0.004252,539.454374,1.000000,20.2284,25.5423,26.7974,35.3944,1,0,1,ok,-
throughput,n128_b1024,128,1024,1,baseline_sse42_1t,SSE4_2,0.260071,17.639491,0.169421,27.077635,2.000000,0.8352,1.2821,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b1024,128,1024,10,avx512_phys,AVX512,0.008168,561.645446,0.008344,549.798658,2.000000,26.5931,26.0321,31.8402,20.3045,1,0,1,ok,-
throughput,n128_b1024,128,1024,20,avx512_logical,AVX512,0.007051,650.619770,0.006594,695.711253,2.000000,30.8059,32.9409,36.8843,25.6932,1,0,1,ok,-
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000346,29.595376,0.000345,29.681159,0.000000,1.4013,1.4054,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000165,62.060606,0.000163,62.822086,0.000000,2.9385,2.9745,2.0970,2.1166,1,0,1,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000194,52.783505,0.000209,48.995215,0.000000,2.4992,2.3198,1.7835,1.6507,1,0,1,ok,-
throughput,n256_b2,256,2,1,baseline_sse42_1t,SSE4_2,0.000673,30.430906,0.000674,30.385757,0.010000,1.4409,1.4387,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b2,256,2,10,avx512_phys,AVX512,0.000868,23.594470,0.000879,23.299204,0.010000,1.1172,1.1032,0.7753,0.7668,1,0,1,ok,-
throughput,n256_b2,256,2,20,avx512_logical,AVX512,0.001099,18.635123,0.001029,19.902818,0.010000,0.8823,0.9424,0.6124,0.6550,1,0,1,ok,-
throughput,n256_b4,256,4,1,baseline_sse42_1t,SSE4_2,0.001328,30.843373,0.001334,30.704648,0.020000,1.4604,1.4538,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b4,256,4,10,avx512_phys,AVX512,0.000995,41.165829,0.000969,42.270382,0.020000,1.9491,2.0014,1.3347,1.3767,1,0,1,ok,-
throughput,n256_b4,256,4,20,avx512_logical,AVX512,0.001262,32.456418,0.001206,33.963516,0.020000,1.5368,1.6081,1.0523,1.1061,1,0,1,ok,-
throughput,n256_b8,256,8,1,baseline_sse42_1t,SSE4_2,0.002650,30.913208,0.002803,29.225829,0.030000,1.4637,1.3838,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b8,256,8,10,avx512_phys,AVX512,0.001355,60.457565,0.001374,59.621543,0.030000,2.8626,2.8230,1.9557,2.0400,1,0,1,ok,-
throughput,n256_b8,256,8,20,avx512_logical,AVX512,0.002215,36.984199,0.001836,44.618736,0.030000,1.7511,2.1126,1.1964,1.5267,1,0,1,ok,-
throughput,n256_b16,256,16,1,baseline_sse42_1t,SSE4_2,0.005308,30.866616,0.005416,30.251108,0.060000,1.4615,1.4323,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b16,256,16,10,avx512_phys,AVX512,0.002854,57.407148,0.001642,99.780755,0.060000,2.7181,4.7245,1.8598,3.2984,1,0,1,ok,-
throughput,n256_b16,256,16,20,avx512_logical,AVX512,0.003378,48.502072,0.002102,77.944814,0.060000,2.2965,3.6906,1.5713,2.5766,1,0,1,ok,-
throughput,n256_b32,256,32,1,baseline_sse42_1t,SSE4_2,0.010098,32.449990,0.010362,31.623239,0.120000,1.5365,1.4973,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b32,256,32,10,avx512_phys,AVX512,0.001853,176.837561,0.002004,163.512974,0.120000,8.3730,7.7421,5.4495,5.1707,1,0,1,ok,-
throughput,n256_b32,256,32,20,avx512_logical,AVX512,0.003088,106.113990,0.002159,151.773969,0.120000,5.0243,7.1863,3.2701,4.7994,1,0,1,ok,-
throughput,n256_b64,256,64,1,baseline_sse42_1t,SSE4_2,0.020192,32.456418,0.022032,29.745824,0.250000,1.5368,1.4084,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b64,256,64,10,avx512_phys,AVX512,0.004110,159.454988,0.003051,214.801704,0.250000,7.5500,10.1705,4.9129,7.2212,1,0,1,ok,-
throughput,n256_b64,256,64,20,avx512_logical,AVX512,0.004337,151.109062,0.002805,233.639929,0.250000,7.1548,11.0625,4.6558,7.8545,1,0,1,ok,-
throughput,n256_b128,256,128,1,baseline_sse42_1t,SSE4_2,0.041637,31.479694,0.040630,32.259906,0.500000,1.4905,1.5275,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b128,256,128,10,avx512_phys,AVX512,0.004895,267.767109,0.004102,319.531936,0.500000,12.6784,15.1294,8.5060,9.9049,1,0,1,ok,-
throughput,n256_b128,256,128,20,avx512_logical,AVX512,0.004510,290.625277,0.003702,354.057266,0.500000,13.7607,16.7641,9.2322,10.9751,1,0,1,ok,-
throughput,n256_b256,256,256,1,baseline_sse42_1t,SSE4_2,0.086019,30.475128,0.089671,29.233978,1.000000,1.4430,1.3842,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b256,256,256,10,avx512_phys,AVX512,0.006512,402.555283,0.006955,376.914450,1.000000,19.0604,17.8463,13.2093,12.8930,1,0,1,ok,-
throughput,n256_b256,256,256,20,avx512_logical,AVX512,0.005790,452.753022,0.005207,503.445362,1.000000,21.4372,23.8374,14.8565,17.2212,1,0,1,ok,-
throughput,n256_b512,256,512,1,baseline_sse42_1t,SSE4_2,0.195432,26.827132,0.194256,26.989540,2.000000,1.2702,1.2779,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b512,256,512,10,avx512_phys,AVX512,0.011276,464.959205,0.011504,455.744089,2.000000,22.0151,21.5788,17.3317,16.8860,1,0,1,ok,-
throughput,n256_b512,256,512,20,avx512_logical,AVX512,0.008909,588.492536,0.008347,628.115491,2.000000,27.8642,29.7403,21.9365,23.2726,1,0,1,ok,-
throughput,n256_b1024,256,1024,1,baseline_sse42_1t,SSE4_2,0.403416,25.992425,0.406481,25.796433,4.000000,1.2307,1.2214,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b1024,256,1024,10,avx512_phys,AVX512,0.022349,469.182514,0.023854,439.580783,4.000000,22.2151,20.8135,18.0507,17.0404,1,0,1,ok,-
throughput,n256_b1024,256,1024,20,avx512_logical,AVX512,0.517801,20.250560,0.014443,726.009832,4.000000,0.9588,34.3755,0.7791,28.1438,1,0,1,ok,-
throughput,n512_b1,512,1,1,baseline_sse42_1t,SSE4_2,0.000700,32.914286,0.000699,32.961373,0.010000,1.5584,1.5607,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b1,512,1,10,avx512_phys,AVX512,0.000285,80.842105,0.000285,80.842105,0.010000,3.8278,3.8278,2.4561,2.4526,1,0,1,ok,-
throughput,n512_b1,512,1,20,avx512_logical,AVX512,0.000363,63.471074,0.000351,65.641026,0.010000,3.0053,3.1080,1.9284,1.9915,1,0,1,ok,-
throughput,n512_b2,512,2,1,baseline_sse42_1t,SSE4_2,0.001391,33.127247,0.001386,33.246753,0.020000,1.5685,1.5742,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b2,512,2,10,avx512_phys,AVX512,0.001003,45.942173,0.000975,47.261538,0.020000,2.1753,2.2378,1.3868,1.4215,1,0,1,ok,-
throughput,n512_b2,512,2,20,avx512_logical,AVX512,0.001237,37.251415,0.001244,37.041801,0.020000,1.7638,1.7539,1.1245,1.1141,1,0,1,ok,-
throughput,n512_b4,512,4,1,baseline_sse42_1t,SSE4_2,0.002767,33.306831,0.002764,33.342981,0.030000,1.5770,1.5787,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b4,512,4,10,avx512_phys,AVX512,0.001127,81.774623,0.001142,80.700525,0.030000,3.8719,3.8210,2.4552,2.4203,1,0,1,ok,-
throughput,n512_b4,512,4,20,avx512_logical,AVX512,0.002528,36.455696,0.001651,55.820715,0.030000,1.7261,2.6430,1.0945,1.6741,1,0,1,ok,-
throughput,n512_b8,512,8,1,baseline_sse42_1t,SSE4_2,0.005554,33.186892,0.005589,32.979066,0.060000,1.5713,1.5615,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b8,512,8,10,avx512_phys,AVX512,0.003816,48.301887,0.001527,120.707269,0.060000,2.2870,5.7153,1.4555,3.6601,1,0,1,ok,-
throughput,n512_b8,512,8,20,avx512_logical,AVX512,0.002937,62.757916,0.001997,92.298448,0.060000,2.9715,4.3702,1.8910,2.7987,1,0,1,ok,-
throughput,n512_b16,512,16,1,baseline_sse42_1t,SSE4_2,0.011060,33.330922,0.011118,33.157043,0.120000,1.5782,1.5699,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b16,512,16,10,avx512_phys,AVX512,0.002724,135.330396,0.002243,164.351315,0.120000,6.4077,7.7818,4.0602,4.9568,1,0,1,ok,-
throughput,n512_b16,512,16,20,avx512_logical,AVX512,0.004502,81.883607,0.002642,139.530659,0.120000,3.8771,6.6066,2.4567,4.2082,1,0,1,ok,-
throughput,n512_b32,512,32,1,baseline_sse42_1t,SSE4_2,0.022204,33.204828,0.022153,33.281271,0.250000,1.5722,1.5758,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b32,512,32,10,avx512_phys,AVX512,0.003784,194.841438,0.003625,203.387586,0.250000,9.2254,9.6301,5.8679,6.1112,1,0,1,ok,-
throughput,n512_b32,512,32,20,avx512_logical,AVX512,0.004623,159.480857,0.003145,234.429253,0.250000,7.5512,11.0999,4.8029,7.0439,1,0,1,ok,-
throughput,n512_b64,512,64,1,baseline_sse42_1t,SSE4_2,0.044310,33.278267,0.044238,33.332429,0.500000,1.5757,1.5782,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b64,512,64,10,avx512_phys,AVX512,0.005208,283.133641,0.004431,332.782668,0.500000,13.4059,15.7568,8.5081,9.9838,1,0,1,ok,-
throughput,n512_b64,512,64,20,avx512_logical,AVX512,0.004888,301.669394,0.003877,380.335311,0.500000,14.2836,18.0083,9.0651,11.4104,1,0,1,ok,-
throughput,n512_b128,512,128,1,baseline_sse42_1t,SSE4_2,0.096008,30.717440,0.094808,31.106236,1.000000,1.4544,1.4728,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b128,512,128,10,avx512_phys,AVX512,0.008011,368.133816,0.006732,438.074866,1.000000,17.4306,20.7422,11.9845,14.0832,1,0,1,ok,-
throughput,n512_b128,512,128,20,avx512_logical,AVX512,0.005860,503.262799,0.005564,530.035945,1.000000,23.8287,25.0964,16.3836,17.0395,1,0,1,ok,-
throughput,n512_b256,512,256,1,baseline_sse42_1t,SSE4_2,0.219348,26.889874,0.214202,27.535877,2.000000,1.2732,1.3038,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b256,512,256,10,avx512_phys,AVX512,0.012057,489.196317,0.013698,430.591327,2.000000,23.1627,20.3878,18.1926,15.6375,1,0,1,ok,-
