workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n32_b8,32,8,10,avx512_phys,AVX512,0.000118,54.237288,0.000122,52.459016,0.000000,2.5681,2.4839,1.8390,1.8279,1,0,1,ok,-
throughput,n32_b8,32,8,20,avx512_logical,AVX512,0.000117,54.700855,0.000122,52.459016,0.000000,2.5900,2.4839,1.8547,1.8279,1,0,1,ok,-
throughput,n32_b16,32,16,1,baseline_sse42_1t,SSE4_2,0.000410,31.219512,0.000419,30.548926,0.010000,1.4782,1.4464,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b16,32,16,10,avx512_phys,AVX512,0.001413,9.058740,0.001237,10.347615,0.010000,0.4289,0.4899,0.2902,0.3387,1,0,1,ok,-
throughput,n32_b16,32,16,20,avx512_logical,AVX512,0.002340,5.470085,0.000789,16.223067,0.010000,0.2590,0.7681,0.1752,0.5311,1,0,1,ok,-
throughput,n32_b32,32,32,1,baseline_sse42_1t,SSE4_2,0.000795,32.201258,0.000809,31.644005,0.020000,1.5247,1.4983,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b32,32,32,10,avx512_phys,AVX512,0.002433,10.521989,0.001369,18.699781,0.020000,0.4982,0.8854,0.3268,0.5909,1,0,1,ok,-
throughput,n32_b32,32,32,20,avx512_logical,AVX512,0.001469,17.426821,0.001310,19.541985,0.020000,0.8251,0.9253,0.5412,0.6176,1,0,1,ok,-
throughput,n32_b64,32,64,1,baseline_sse42_1t,SSE4_2,0.001561,32.799488,0.001593,32.140615,0.030000,1.5530,1.5218,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b64,32,64,10,avx512_phys,AVX512,0.002641,19.386596,0.001251,40.927258,0.030000,0.9179,1.9378,0.5911,1.2734,1,0,1,ok,-
throughput,n32_b64,32,64,20,avx512_logical,AVX512,0.001870,27.379679,0.001301,39.354343,0.030000,1.2964,1.8634,0.8348,1.2244,1,0,1,ok,-
throughput,n32_b128,32,128,1,baseline_sse42_1t,SSE4_2,0.003107,32.957837,0.003163,32.374328,0.060000,1.5605,1.5329,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b128,32,128,10,avx512_phys,AVX512,0.002818,36.337828,0.001383,74.041938,0.060000,1.7205,3.5058,1.1026,2.2871,1,0,1,ok,-
throughput,n32_b128,32,128,20,avx512_logical,AVX512,0.002777,36.874325,0.001777,57.625211,0.060000,1.7459,2.7285,1.1188,1.7800,1,0,1,ok,-
throughput,n32_b256,32,256,1,baseline_sse42_1t,SSE4_2,0.006162,33.235962,0.006294,32.538926,0.120000,1.5737,1.5407,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b256,32,256,10,avx512_phys,AVX512,0.001548,132.299742,0.001526,134.207077,0.120000,6.2642,6.3545,3.9806,4.1245,1,0,1,ok,-
throughput,n32_b256,32,256,20,avx512_logical,AVX512,0.003076,66.579974,0.002044,100.195695,0.120000,3.1525,4.7441,2.0033,3.0793,1,0,1,ok,-
throughput,n32_b512,32,512,1,baseline_sse42_1t,SSE4_2,0.012243,33.455852,0.012629,32.433288,0.250000,1.5841,1.5357,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b512,32,512,10,avx512_phys,AVX512,0.003413,120.011720,0.002011,203.679761,0.250000,5.6824,9.6439,3.5872,6.2800,1,0,1,ok,-
throughput,n32_b512,32,512,20,avx512_logical,AVX512,0.003264,125.490196,0.002416,169.536424,0.250000,5.9418,8.0273,3.7509,5.2272,1,0,1,ok,-
throughput,n32_b1024,32,1024,1,baseline_sse42_1t,SSE4_2,0.024520,33.409462,0.025409,32.240545,0.500000,1.5819,1.5265,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b1024,32,1024,10,avx512_phys,AVX512,0.003708,220.927724,0.002760,296.811594,0.500000,10.4606,14.0536,6.6127,9.2062,1,0,1,ok,-
throughput,n32_b1024,32,1024,20,avx512_logical,AVX512,0.003503,233.856694,0.003166,258.749210,0.500000,11.0728,12.2514,6.9997,8.0256,1,0,1,ok,-
throughput,n32_b2048,32,2048,1,baseline_sse42_1t,SSE4_2,0.049880,32.846832,0.052409,31.261806,1.000000,1.5552,1.4802,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b2048,32,2048,10,avx512_phys,AVX512,0.004562,359.140728,0.004138,395.940068,1.000000,17.0048,18.7472,10.9338,12.6653,1,0,1,ok,-
throughput,n32_b2048,32,2048,20,avx512_logical,AVX512,0.004634,353.560639,0.004308,380.315692,1.000000,16.7406,18.0074,10.7639,12.1655,1,0,1,ok,-
throughput,n32_b4096,32,4096,1,baseline_sse42_1t,SSE4_2,0.105299,31.119004,0.106532,30.758833,2.000000,1.4734,1.4564,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b4096,32,4096,10,avx512_phys,AVX512,0.006914,473.936940,0.006824,480.187573,2.000000,22.4402,22.7362,15.2298,15.6114,1,0,1,ok,-
throughput,n32_b4096,32,4096,20,avx512_logical,AVX512,0.006264,523.116220,0.006410,511.201248,2.000000,24.7688,24.2046,16.8102,16.6197,1,0,1,ok,-
throughput,n32_b8192,32,8192,1,baseline_sse42_1t,SSE4_2,0.204172,32.098427,0.202326,32.391289,4.000000,1.5198,1.5337,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b8192,32,8192,10,avx512_phys,AVX512,0.012357,530.355264,0.012596,520.292156,4.000000,25.1115,24.6350,16.5228,16.0627,1,0,1,ok,-
throughput,n32_b8192,32,8192,20,avx512_logical,AVX512,0.010855,603.740212,0.011005,595.511131,4.000000,28.5862,28.1965,18.8090,18.3849,1,0,1,ok,-
throughput,n32_b16384,32,16384,1,baseline_sse42_1t,SSE4_2,0.396986,33.016781,0.419708,31.229331,8.000000,1.5633,1.4787,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b16384,32,16384,10,avx512_phys,AVX512,0.027059,484.393363,0.026703,490.851215,8.000000,22.9353,23.2411,14.6711,15.7176,1,0,1,ok,-
throughput,n32_b16384,32,16384,20,avx512_logical,AVX512,0.020514,638.939261,0.020351,644.056803,8.000000,30.2528,30.4951,19.3520,20.6235,1,0,1,ok,-
throughput,n32_b32768,32,32768,1,baseline_sse42_1t,SSE4_2,0.950606,27.576514,0.970321,27.016214,16.000000,1.3057,1.2792,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b32768,32,32768,10,avx512_phys,AVX512,0.115001,227.949322,0.115188,227.579262,16.000000,10.7931,10.7755,8.2661,8.4238,1,0,1,ok,-
throughput,n32_b32768,32,32768,20,avx512_logical,AVX512,0.117044,223.970473,0.122049,214.785865,16.000000,10.6047,10.1698,8.1218,7.9503,1,0,1,ok,-
throughput,n32_b65536,32,65536,1,baseline_sse42_1t,SSE4_2,2.168604,24.176290,2.244496,23.358830,32.000000,1.1447,1.1060,1.0000,1.0000,1,0,1,ok,-
throughput,n32_b65536,32,65536,10,avx512_phys,AVX512,0.482707,108.614128,0.497438,105.397658,32.000000,5.1427,4.9904,4.4926,4.5121,1,0,1,ok,-
throughput,n32_b65536,32,65536,20,avx512_logical,AVX512,0.486269,107.818512,0.458401,114.373223,32.000000,5.1050,5.4154,4.4597,4.8964,1,0,1,ok,-
throughput,n64_b1,64,1,1,baseline_sse42_1t,SSE4_2,0.000091,21.098901,0.000090,21.333333,0.000000,0.9990,1.0101,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b1,64,1,10,avx512_phys,AVX512,0.000046,41.739130,0.000048,40.000000,0.000000,1.9763,1.8939,1.9783,1.8750,1,0,1,ok,-
throughput,n64_b1,64,1,20,avx512_logical,AVX512,0.000064,30.000000,0.000079,24.303797,0.000000,1.4205,1.1507,1.4219,1.1392,1,0,1,ok,-
throughput,n64_b2,64,2,1,baseline_sse42_1t,SSE4_2,0.000163,23.558282,0.000163,23.558282,0.000000,1.1154,1.1154,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b2,64,2,10,avx512_phys,AVX512,0.000072,53.333333,0.000068,56.470588,0.000000,2.5253,2.6738,2.2639,2.3971,1,0,1,ok,-
throughput,n64_b2,64,2,20,avx512_logical,AVX512,0.000082,46.829268,0.000081,47.407407,0.000000,2.2173,2.2447,1.9878,2.0123,1,0,1,ok,-
throughput,n64_b4,64,4,1,baseline_sse42_1t,SSE4_2,0.000297,25.858586,0.000307,25.016287,0.000000,1.2244,1.1845,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b4,64,4,10,avx512_phys,AVX512,0.000118,65.084746,0.000112,68.571429,0.000000,3.0817,3.2468,2.5169,2.7411,1,0,1,ok,-
throughput,n64_b4,64,4,20,avx512_logical,AVX512,0.000144,53.333333,0.000129,59.534884,0.000000,2.5253,2.8189,2.0625,2.3798,1,0,1,ok,-
throughput,n64_b8,64,8,1,baseline_sse42_1t,SSE4_2,0.000593,25.902192,0.000778,19.742931,0.010000,1.2264,0.9348,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b8,64,8,10,avx512_phys,AVX512,0.000784,19.591837,0.000787,19.517154,0.010000,0.9276,0.9241,0.7564,0.9886,1,0,1,ok,-
throughput,n64_b8,64,8,20,avx512_logical,AVX512,0.001058,14.517958,0.001036,14.826255,0.010000,0.6874,0.7020,0.5605,0.7510,1,0,1,ok,-
throughput,n64_b16,64,16,1,baseline_sse42_1t,SSE4_2,0.001152,26.666667,0.001176,26.122449,0.020000,1.2626,1.2369,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b16,64,16,10,avx512_phys,AVX512,0.001612,19.057072,0.001865,16.471850,0.020000,0.9023,0.7799,0.7146,0.6306,1,0,1,ok,-
throughput,n64_b16,64,16,20,avx512_logical,AVX512,0.001205,25.493776,0.001569,19.579350,0.020000,1.2071,0.9271,0.9560,0.7495,1,0,1,ok,-
throughput,n64_b32,64,32,1,baseline_sse42_1t,SSE4_2,0.002305,26.655098,0.002358,26.055980,0.030000,1.2621,1.2337,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b32,64,32,10,avx512_phys,AVX512,0.002799,21.950697,0.001230,49.951220,0.030000,1.0393,2.3651,0.8235,1.9171,1,0,1,ok,-
throughput,n64_b32,64,32,20,avx512_logical,AVX512,0.002630,23.361217,0.001615,38.043344,0.030000,1.1061,1.8013,0.8764,1.4601,1,0,1,ok,-
throughput,n64_b64,64,64,1,baseline_sse42_1t,SSE4_2,0.005148,23.869464,0.004668,26.323907,0.060000,1.1302,1.2464,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b64,64,64,10,avx512_phys,AVX512,0.002291,53.635967,0.001338,91.838565,0.060000,2.5396,4.3484,2.2471,3.4888,1,0,1,ok,-
throughput,n64_b64,64,64,20,avx512_logical,AVX512,0.002900,42.372414,0.001970,62.375635,0.060000,2.0063,2.9534,1.7752,2.3695,1,0,1,ok,-
throughput,n64_b128,64,128,1,baseline_sse42_1t,SSE4_2,0.008999,27.309701,0.009417,26.097483,0.120000,1.2931,1.2357,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b128,64,128,10,avx512_phys,AVX512,0.001522,161.471748,0.001488,165.161290,0.120000,7.6454,7.8201,5.9126,6.3286,1,0,1,ok,-
throughput,n64_b128,64,128,20,avx512_logical,AVX512,0.002012,122.147117,0.002133,115.218003,0.120000,5.7835,5.4554,4.4727,4.4149,1,0,1,ok,-
throughput,n64_b256,64,256,1,baseline_sse42_1t,SSE4_2,0.018002,27.303633,0.018680,26.312634,0.250000,1.2928,1.2459,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b256,64,256,10,avx512_phys,AVX512,0.003729,131.810137,0.001959,250.903522,0.250000,6.2410,11.8799,4.8276,9.5355,1,0,1,ok,-
throughput,n64_b256,64,256,20,avx512_logical,AVX512,0.004094,120.058622,0.002831,173.620629,0.250000,5.6846,8.2207,4.3972,6.5984,1,0,1,ok,-
throughput,n64_b512,64,512,1,baseline_sse42_1t,SSE4_2,0.037431,26.262723,0.037157,26.456388,0.500000,1.2435,1.2527,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b512,64,512,10,avx512_phys,AVX512,0.003649,269.399836,0.002852,344.684432,0.500000,12.7557,16.3203,10.2579,13.0284,1,0,1,ok,-
throughput,n64_b512,64,512,20,avx512_logical,AVX512,0.003609,272.385702,0.003012,326.374502,0.500000,12.8971,15.4533,10.3716,12.3363,1,0,1,ok,-
throughput,n64_b1024,64,1024,1,baseline_sse42_1t,SSE4_2,0.078376,25.085230,0.081307,24.180944,1.000000,1.1877,1.1449,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b1024,64,1024,10,avx512_phys,AVX512,0.003942,498.751903,0.003969,495.359033,1.000000,23.6151,23.4545,19.8823,20.4855,1,0,1,ok,-
throughput,n64_b1024,64,1024,20,avx512_logical,AVX512,0.004530,434.013245,0.004226,465.234264,1.000000,20.5499,22.0281,17.3015,19.2397,1,0,1,ok,-
throughput,n64_b2048,64,2048,1,baseline_sse42_1t,SSE4_2,0.154430,25.462410,0.159240,24.693293,2.000000,1.2056,1.1692,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b2048,64,2048,10,avx512_phys,AVX512,0.006524,602.722256,0.006473,607.471034,2.000000,28.5380,28.7628,23.6711,24.6006,1,0,1,ok,-
throughput,n64_b2048,64,2048,20,avx512_logical,AVX512,0.006223,631.875301,0.005958,659.979859,2.000000,29.9183,31.2490,24.8160,26.7271,1,0,1,ok,-
throughput,n64_b4096,64,4096,1,baseline_sse42_1t,SSE4_2,0.300439,26.176096,0.304096,25.861307,4.000000,1.2394,1.2245,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b4096,64,4096,10,avx512_phys,AVX512,0.011841,664.160122,0.011317,694.912079,4.000000,31.4470,32.9030,25.3728,26.8707,1,0,1,ok,-
throughput,n64_b4096,64,4096,20,avx512_logical,AVX512,0.009908,793.734356,0.009849,798.489187,4.000000,37.5821,37.8073,30.3229,30.8758,1,0,1,ok,-
throughput,n64_b8192,64,8192,1,baseline_sse42_1t,SSE4_2,0.606550,25.931316,0.604831,26.005016,8.000000,1.2278,1.2313,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b8192,64,8192,10,avx512_phys,AVX512,0.030358,518.105277,0.021983,715.491061,8.000000,24.5315,33.8774,19.9799,27.5136,1,0,1,ok,-
throughput,n64_b8192,64,8192,20,avx512_logical,AVX512,0.019161,820.867387,0.018977,828.826474,8.000000,38.8668,39.2437,31.6554,31.8718,1,0,1,ok,-
throughput,n64_b16384,64,16384,1,baseline_sse42_1t,SSE4_2,1.371263,22.940370,1.419217,22.165236,16.000000,1.0862,1.0495,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b16384,64,16384,10,avx512_phys,AVX512,0.116319,270.439739,0.115642,272.022967,16.000000,12.8049,12.8799,11.7888,12.2725,1,0,1,ok,-
throughput,n64_b16384,64,16384,20,avx512_logical,AVX512,0.114806,274.003798,0.117284,268.214590,16.000000,12.9737,12.6996,11.9442,12.1007,1,0,1,ok,-
throughput,n64_b32768,64,32768,1,baseline_sse42_1t,SSE4_2,3.059379,20.564487,3.280677,19.177310,32.000000,0.9737,0.9080,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b32768,64,32768,10,avx512_phys,AVX512,0.458241,137.295790,0.465009,135.297510,32.000000,6.5007,6.4061,6.6764,7.0551,1,0,1,ok,-
throughput,n64_b32768,64,32768,20,avx512_logical,AVX512,0.505511,124.457351,0.499437,125.970963,32.000000,5.8929,5.9645,6.0521,6.5688,1,0,1,ok,-
throughput,n64_b65536,64,65536,1,baseline_sse42_1t,SSE4_2,6.143071,20.483097,6.289417,20.006484,64.000000,0.9698,0.9473,1.0000,1.0000,1,0,1,ok,-
throughput,n64_b65536,64,65536,10,avx512_phys,AVX512,1.277052,98.530929,1.283563,98.031121,64.000000,4.6653,4.6416,4.8104,4.9000,1,0,1,ok,-
throughput,n64_b65536,64,65536,20,avx512_logical,AVX512,1.273227,98.826933,1.307974,96.201545,64.000000,4.6793,4.5550,4.8248,4.8085,1,0,1,ok,-
throughput,n128_b1,128,1,1,baseline_sse42_1t,SSE4_2,0.000157,28.535032,0.000160,28.000000,0.000000,1.3511,1.3258,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b1,128,1,10,avx512_phys,AVX512,0.000075,59.733333,0.000069,64.927536,0.000000,2.8283,3.0742,2.0933,2.3188,1,0,1,ok,-
throughput,n128_b1,128,1,20,avx512_logical,AVX512,0.000085,52.705882,0.000085,52.705882,0.000000,2.4955,2.4955,1.8471,1.8824,1,0,1,ok,-
throughput,n128_b2,128,2,1,baseline_sse42_1t,SSE4_2,0.000295,30.372881,0.000301,29.767442,0.000000,1.4381,1.4094,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b2,128,2,10,avx512_phys,AVX512,0.000113,79.292035,0.000109,82.201835,0.000000,3.7544,3.8921,2.6106,2.7615,1,0,1,ok,-
throughput,n128_b2,128,2,20,avx512_logical,AVX512,0.000130,68.923077,0.000132,67.878788,0.000000,3.2634,3.2140,2.2692,2.2803,1,0,1,ok,-
throughput,n128_b4,128,4,1,baseline_sse42_1t,SSE4_2,0.000585,30.632479,0.000792,22.626263,0.010000,1.4504,1.0713,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b4,128,4,10,avx512_phys,AVX512,0.000759,23.610013,0.000780,22.974359,0.010000,1.1179,1.0878,0.7708,1.0154,1,0,1,ok,-
throughput,n128_b4,128,4,20,avx512_logical,AVX512,0.001008,17.777778,0.001015,17.655172,0.010000,0.8418,0.8359,0.5804,0.7803,1,0,1,ok,-
throughput,n128_b8,128,8,1,baseline_sse42_1t,SSE4_2,0.001136,31.549296,0.001150,31.165217,0.020000,1.4938,1.4756,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b8,128,8,10,avx512_phys,AVX512,0.000897,39.955407,0.000919,38.998912,0.020000,1.8918,1.8465,1.2664,1.2514,1,0,1,ok,-
throughput,n128_b8,128,8,20,avx512_logical,AVX512,0.001177,30.450297,0.001195,29.991632,0.020000,1.4418,1.4201,0.9652,0.9623,1,0,1,ok,-
throughput,n128_b16,128,16,1,baseline_sse42_1t,SSE4_2,0.002267,31.618880,0.002303,31.124620,0.030000,1.4971,1.4737,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b16,128,16,10,avx512_phys,AVX512,0.001787,40.111919,0.001244,57.620579,0.030000,1.8992,2.7282,1.2686,1.8513,1,0,1,ok,-
throughput,n128_b16,128,16,20,avx512_logical,AVX512,0.003610,19.855956,0.001613,44.438934,0.030000,0.9401,2.1041,0.6280,1.4278,1,0,1,ok,-
throughput,n128_b32,128,32,1,baseline_sse42_1t,SSE4_2,0.004553,31.486932,0.004636,30.923210,0.060000,1.4909,1.4642,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b32,128,32,10,avx512_phys,AVX512,0.003262,43.948498,0.001317,108.853455,0.060000,2.0809,5.1540,1.3958,3.5201,1,0,1,ok,-
throughput,n128_b32,128,32,20,avx512_logical,AVX512,0.002763,51.885632,0.001893,75.731643,0.060000,2.4567,3.5858,1.6478,2.4490,1,0,1,ok,-
throughput,n128_b64,128,64,1,baseline_sse42_1t,SSE4_2,0.009046,31.695777,0.009331,30.727682,0.120000,1.5007,1.4549,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b64,128,64,10,avx512_phys,AVX512,0.001456,196.923077,0.001517,189.004614,0.120000,9.3240,8.9491,6.2129,6.1510,1,0,1,ok,-
throughput,n128_b64,128,64,20,avx512_logical,AVX512,0.001961,146.211117,0.001999,143.431716,0.120000,6.9229,6.7913,4.6130,4.6678,1,0,1,ok,-
throughput,n128_b128,128,128,1,baseline_sse42_1t,SSE4_2,0.018089,31.701034,0.018412,31.144905,0.250000,1.5010,1.4747,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b128,128,128,10,avx512_phys,AVX512,0.003589,159.777097,0.001993,287.727045,0.250000,7.5652,13.6234,5.0401,9.2383,1,0,1,ok,-
throughput,n128_b128,128,128,20,avx512_logical,AVX512,0.002984,192.171582,0.002681,213.890339,0.250000,9.0990,10.1274,6.0620,6.8676,1,0,1,ok,-
throughput,n128_b256,128,256,1,baseline_sse42_1t,SSE4_2,0.034551,33.193829,0.036329,31.569270,0.500000,1.5717,1.4948,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b256,128,256,10,avx512_phys,AVX512,0.003816,300.545073,0.002845,403.121265,0.500000,14.2304,19.0872,9.0542,12.7694,1,0,1,ok,-
throughput,n128_b256,128,256,20,avx512_logical,AVX512,0.003652,314.041621,0.003246,353.321010,0.500000,14.8694,16.7292,9.4608,11.1919,1,0,1,ok,-
throughput,n128_b512,128,512,1,baseline_sse42_1t,SSE4_2,0.072292,31.729099,0.073703,31.121664,1.000000,1.5023,1.4736,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b512,128,512,10,avx512_phys,AVX512,0.004611,497.453915,0.004138,554.316095,1.000000,23.5537,26.2460,15.6782,17.8113,1,0,1,ok,-
throughput,n128_b512,128,512,20,avx512_logical,AVX512,0.004334,529.247808,0.004588,499.947690,1.000000,25.0591,23.6718,16.6802,16.0643,1,0,1,ok,-
throughput,n128_b1024,128,1024,1,baseline_sse42_1t,SSE4_2,0.149510,30.683700,0.156710,29.273946,2.000000,1.4528,1.3861,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b1024,128,1024,10,avx512_phys,AVX512,0.006748,679.834025,0.006696,685.113501,2.000000,32.1891,32.4391,22.1562,23.4035,1,0,1,ok,-
throughput,n128_b1024,128,1024,20,avx512_logical,AVX512,0.006597,695.394876,0.006619,693.083547,2.000000,32.9259,32.8165,22.6633,23.6758,1,0,1,ok,-
throughput,n128_b2048,128,2048,1,baseline_sse42_1t,SSE4_2,0.295053,31.096244,0.304735,30.108258,4.000000,1.4724,1.4256,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b2048,128,2048,10,avx512_phys,AVX512,0.012236,749.839817,0.011786,778.469370,4.000000,35.5038,36.8593,24.1135,25.8557,1,0,1,ok,-
throughput,n128_b2048,128,2048,20,avx512_logical,AVX512,0.011213,818.250245,0.011044,830.771460,4.000000,38.7429,39.3358,26.3135,27.5928,1,0,1,ok,-
throughput,n128_b4096,128,4096,1,baseline_sse42_1t,SSE4_2,0.599594,30.604175,0.621761,29.513077,8.000000,1.4491,1.3974,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b4096,128,4096,10,avx512_phys,AVX512,0.026843,683.607644,0.023067,795.512204,8.000000,32.3678,37.6663,22.3371,26.9546,1,0,1,ok,-
throughput,n128_b4096,128,4096,20,avx512_logical,AVX512,0.021760,843.294118,0.021407,857.199981,8.000000,39.9287,40.5871,27.5549,29.0448,1,0,1,ok,-
throughput,n128_b8192,128,8192,1,baseline_sse42_1t,SSE4_2,1.389245,26.417342,1.397979,26.252297,16.000000,1.2508,1.2430,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b8192,128,8192,10,avx512_phys,AVX512,0.118498,309.711219,0.116073,316.181713,16.000000,14.6644,14.9707,11.7238,12.0440,1,0,1,ok,-
throughput,n128_b8192,128,8192,20,avx512_logical,AVX512,0.114705,319.952574,0.114706,319.949785,16.000000,15.1493,15.1491,12.1115,12.1875,1,0,1,ok,-
throughput,n128_b16384,128,16384,1,baseline_sse42_1t,SSE4_2,3.195337,22.971073,3.368123,21.792648,32.000000,1.0876,1.0318,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b16384,128,16384,10,avx512_phys,AVX512,0.466363,157.388815,0.471262,155.752681,32.000000,7.4521,7.3747,6.8516,7.1470,1,0,1,ok,-
throughput,n128_b16384,128,16384,20,avx512_logical,AVX512,0.498842,147.141420,0.480692,152.697195,32.000000,6.9669,7.2300,6.4055,7.0068,1,0,1,ok,-
throughput,n128_b32768,128,32768,1,baseline_sse42_1t,SSE4_2,7.075105,20.748899,6.902132,21.268883,64.000000,0.9824,1.0070,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b32768,128,32768,10,avx512_phys,AVX512,1.267297,115.837598,1.233255,119.035106,64.000000,5.4847,5.6361,5.5828,5.5967,1,0,1,ok,-
throughput,n128_b32768,128,32768,20,avx512_logical,AVX512,1.288521,113.929567,1.343529,109.264958,64.000000,5.3944,5.1735,5.4909,5.1373,1,0,1,ok,-
throughput,n128_b65536,128,65536,1,baseline_sse42_1t,SSE4_2,13.761245,21.335372,13.951743,21.044057,128.000000,1.0102,0.9964,1.0000,1.0000,1,0,1,ok,-
throughput,n128_b65536,128,65536,10,avx512_phys,AVX512,2.950198,99.519178,2.929085,100.236518,128.000000,4.7121,4.7460,4.6645,4.7632,1,0,1,ok,-
throughput,n128_b65536,128,65536,20,avx512_logical,AVX512,2.920273,100.538984,2.898782,101.284360,128.000000,4.7604,4.7957,4.7123,4.8130,1,0,1,ok,-
throughput,n256_b1,256,1,1,baseline_sse42_1t,SSE4_2,0.000319,32.100313,0.000324,31.604938,0.000000,1.5199,1.4964,1.0000,1.0000,1,0,1,ok,-
throughput,n256_b1,256,1,10,avx512_phys,AVX512,0.000169,60.591716,0.000163,62.822086,0.000000,2.8689,2.9745,1.8876,1.9877,1,0,1,ok,-
throughput,n256_b1,256,1,20,avx512_logical,AVX512,0.000220,46.545455,0.000200,51.200000,0.000000,2.2039,2.4242,1.4500,1.6200,1,0,1,ok,-
throughput,n256_b2,256,2,1,baseline_sse42_1t,SSE4_2,0.000630,32.507937,0.000628,32.611465,0.010000,1.5392,1.5441,1.0000,1.0000,1,0,1,ok,-
