workload,case,length,batch,core_count,threads_per_core,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_c01_t01,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n8_b1,8,1,3,2,6,avx512_c03_t06,AVX512,0.000021,5.714286,4.000000,0.2706,1.0476,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,4,1,4,avx512_c04_t04,AVX512,0.000022,5.454545,4.000000,0.2583,1.0000,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,4,2,8,avx512_c04_t08,AVX512,0.000023,5.217391,4.000000,0.2470,0.9565,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,5,1,5,avx512_c05_t05,AVX512,0.000023,5.217391,4.000000,0.2470,0.9565,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,5,2,10,avx512_c05_t10,AVX512,0.000022,5.454545,4.000000,0.2583,1.0000,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,6,1,6,avx512_c06_t06,AVX512,0.000026,4.615385,4.000000,0.2185,0.8462,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,6,2,12,avx512_c06_t12,AVX512,0.000027,4.444444,4.000000,0.2104,0.8148,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,7,1,7,avx512_c07_t07,AVX512,0.000022,5.454545,4.000000,0.2583,1.0000,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,7,2,14,avx512_c07_t14,AVX512,0.000023,5.217391,4.000000,0.2470,0.9565,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,8,1,8,avx512_c08_t08,AVX512,0.000023,5.217391,4.000000,0.2470,0.9565,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,8,2,16,avx512_c08_t16,AVX512,0.000022,5.454545,4.000000,0.2583,1.0000,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,9,1,9,avx512_c09_t09,AVX512,0.000023,5.217391,4.000000,0.2470,0.9565,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,9,2,18,avx512_c09_t18,AVX512,0.000024,5.000000,4.000000,0.2367,0.9167,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,10,1,10,avx512_c10_t10,AVX512,0.000025,4.800000,4.000000,0.2273,0.8800,1,0,1,1,0,ok,-
throughput,n8_b1,8,1,10,2,20,avx512_c10_t20,AVX512,0.000025,4.800000,4.000000,0.2273,0.8800,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,1,1,1,avx512_c01_t01,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,1,2,2,avx512_c01_t02,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,2,1,2,avx512_c02_t02,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,2,2,4,avx512_c02_t04,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,3,1,3,avx512_c03_t03,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,3,2,6,avx512_c03_t06,AVX512,0.000022,14.545455,8.000000,0.6887,1.0000,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,4,1,4,avx512_c04_t04,AVX512,0.000021,15.238095,8.000000,0.7215,1.0476,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,4,2,8,avx512_c04_t08,AVX512,0.000023,13.913043,8.000000,0.6588,0.9565,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,5,1,5,avx512_c05_t05,AVX512,0.000029,11.034483,8.000000,0.5225,0.7586,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,5,2,10,avx512_c05_t10,AVX512,0.000023,13.913043,8.000000,0.6588,0.9565,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,6,1,6,avx512_c06_t06,AVX512,0.000023,13.913043,8.000000,0.6588,0.9565,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,6,2,12,avx512_c06_t12,AVX512,0.000024,13.333333,8.000000,0.6313,0.9167,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,7,1,7,avx512_c07_t07,AVX512,0.000025,12.800000,8.000000,0.6061,0.8800,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,7,2,14,avx512_c07_t14,AVX512,0.000027,11.851852,8.000000,0.5612,0.8148,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,8,1,8,avx512_c08_t08,AVX512,0.000024,13.333333,8.000000,0.6313,0.9167,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,8,2,16,avx512_c08_t16,AVX512,0.000026,12.307692,8.000000,0.5828,0.8462,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,9,1,9,avx512_c09_t09,AVX512,0.000026,12.307692,8.000000,0.5828,0.8462,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,9,2,18,avx512_c09_t18,AVX512,0.000024,13.333333,8.000000,0.6313,0.9167,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,10,1,10,avx512_c10_t10,AVX512,0.000024,13.333333,8.000000,0.6313,0.9167,1,0,1,1,0,ok,-
throughput,n16_b1,16,1,10,2,20,avx512_c10_t20,AVX512,0.000025,12.800000,8.000000,0.6061,0.8800,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,1,1,1,avx512_c01_t01,AVX512,0.000043,18.604651,16.000000,0.8809,1.0000,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,1,2,2,avx512_c01_t02,AVX512,0.000042,19.047619,16.000000,0.9019,1.0238,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,2,1,2,avx512_c02_t02,AVX512,0.000049,16.326531,16.000000,0.7730,0.8776,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,2,2,4,avx512_c02_t04,AVX512,0.000043,18.604651,16.000000,0.8809,1.0000,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,3,1,3,avx512_c03_t03,AVX512,0.000043,18.604651,16.000000,0.8809,1.0000,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,3,2,6,avx512_c03_t06,AVX512,0.000041,19.512195,16.000000,0.9239,1.0488,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,4,1,4,avx512_c04_t04,AVX512,0.000041,19.512195,16.000000,0.9239,1.0488,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,4,2,8,avx512_c04_t08,AVX512,0.000048,16.666667,16.000000,0.7891,0.8958,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,5,1,5,avx512_c05_t05,AVX512,0.000064,12.500000,16.000000,0.5919,0.6719,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,5,2,10,avx512_c05_t10,AVX512,0.000048,16.666667,16.000000,0.7891,0.8958,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,6,1,6,avx512_c06_t06,AVX512,0.000051,15.686275,16.000000,0.7427,0.8431,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,6,2,12,avx512_c06_t12,AVX512,0.000048,16.666667,16.000000,0.7891,0.8958,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,7,1,7,avx512_c07_t07,AVX512,0.000052,15.384615,16.000000,0.7284,0.8269,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,7,2,14,avx512_c07_t14,AVX512,0.000052,15.384615,16.000000,0.7284,0.8269,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,8,1,8,avx512_c08_t08,AVX512,0.000050,16.000000,16.000000,0.7576,0.8600,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,8,2,16,avx512_c08_t16,AVX512,0.000050,16.000000,16.000000,0.7576,0.8600,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,9,1,9,avx512_c09_t09,AVX512,0.000051,15.686275,16.000000,0.7427,0.8431,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,9,2,18,avx512_c09_t18,AVX512,0.000052,15.384615,16.000000,0.7284,0.8269,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,10,1,10,avx512_c10_t10,AVX512,0.000045,17.777778,16.000000,0.8418,0.9556,1,0,1,1,0,ok,-
throughput,n32_b1,32,1,10,2,20,avx512_c10_t20,AVX512,0.000046,17.391304,16.000000,0.8235,0.9348,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,1,1,1,avx512_c01_t01,AVX512,0.000074,25.945946,32.000000,1.2285,1.0000,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,1,2,2,avx512_c01_t02,AVX512,0.000070,27.428571,32.000000,1.2987,1.0571,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,2,1,2,avx512_c02_t02,AVX512,0.000071,27.042254,32.000000,1.2804,1.0423,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,2,2,4,avx512_c02_t04,AVX512,0.000073,26.301370,32.000000,1.2453,1.0137,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,3,1,3,avx512_c03_t03,AVX512,0.000073,26.301370,32.000000,1.2453,1.0137,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,3,2,6,avx512_c03_t06,AVX512,0.000071,27.042254,32.000000,1.2804,1.0423,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,4,1,4,avx512_c04_t04,AVX512,0.000071,27.042254,32.000000,1.2804,1.0423,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,4,2,8,avx512_c04_t08,AVX512,0.000080,24.000000,32.000000,1.1364,0.9250,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,5,1,5,avx512_c05_t05,AVX512,0.000087,22.068966,32.000000,1.0449,0.8506,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,5,2,10,avx512_c05_t10,AVX512,0.000084,22.857143,32.000000,1.0823,0.8810,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,6,1,6,avx512_c06_t06,AVX512,0.000085,22.588235,32.000000,1.0695,0.8706,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,6,2,12,avx512_c06_t12,AVX512,0.000082,23.414634,32.000000,1.1086,0.9024,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,7,1,7,avx512_c07_t07,AVX512,0.000093,20.645161,32.000000,0.9775,0.7957,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,7,2,14,avx512_c07_t14,AVX512,0.000096,20.000000,32.000000,0.9470,0.7708,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,8,1,8,avx512_c08_t08,AVX512,0.000074,25.945946,32.000000,1.2285,1.0000,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,8,2,16,avx512_c08_t16,AVX512,0.000079,24.303797,32.000000,1.1507,0.9367,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,9,1,9,avx512_c09_t09,AVX512,0.000085,22.588235,32.000000,1.0695,0.8706,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,9,2,18,avx512_c09_t18,AVX512,0.000085,22.588235,32.000000,1.0695,0.8706,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,10,1,10,avx512_c10_t10,AVX512,0.000074,25.945946,32.000000,1.2285,1.0000,1,0,1,1,0,ok,-
throughput,n64_b1,64,1,10,2,20,avx512_c10_t20,AVX512,0.000076,25.263158,32.000000,1.1962,0.9737,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,1,1,1,avx512_c01_t01,AVX512,0.000183,24.480874,64.000000,1.1591,1.0000,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,1,2,2,avx512_c01_t02,AVX512,0.000169,26.508876,64.000000,1.2552,1.0828,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,2,1,2,avx512_c02_t02,AVX512,0.000170,26.352941,64.000000,1.2478,1.0765,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,2,2,4,avx512_c02_t04,AVX512,0.000163,27.484663,64.000000,1.3014,1.1227,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,3,1,3,avx512_c03_t03,AVX512,0.000156,28.717949,64.000000,1.3598,1.1731,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,3,2,6,avx512_c03_t06,AVX512,0.000154,29.090909,64.000000,1.3774,1.1883,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,4,1,4,avx512_c04_t04,AVX512,0.000152,29.473684,64.000000,1.3955,1.2039,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,4,2,8,avx512_c04_t08,AVX512,0.000173,25.895954,64.000000,1.2261,1.0578,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,5,1,5,avx512_c05_t05,AVX512,0.000178,25.168539,64.000000,1.1917,1.0281,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,5,2,10,avx512_c05_t10,AVX512,0.000182,24.615385,64.000000,1.1655,1.0055,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,6,1,6,avx512_c06_t06,AVX512,0.000180,24.888889,64.000000,1.1785,1.0167,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,6,2,12,avx512_c06_t12,AVX512,0.000188,23.829787,64.000000,1.1283,0.9734,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,7,1,7,avx512_c07_t07,AVX512,0.000176,25.454545,64.000000,1.2052,1.0398,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,7,2,14,avx512_c07_t14,AVX512,0.000182,24.615385,64.000000,1.1655,1.0055,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,8,1,8,avx512_c08_t08,AVX512,0.000172,26.046512,64.000000,1.2333,1.0640,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,8,2,16,avx512_c08_t16,AVX512,0.000173,25.895954,64.000000,1.2261,1.0578,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,9,1,9,avx512_c09_t09,AVX512,0.000180,24.888889,64.000000,1.1785,1.0167,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,9,2,18,avx512_c09_t18,AVX512,0.000178,25.168539,64.000000,1.1917,1.0281,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,10,1,10,avx512_c10_t10,AVX512,0.000160,28.000000,64.000000,1.3258,1.1438,1,0,1,1,0,ok,-
throughput,n128_b1,128,1,10,2,20,avx512_c10_t20,AVX512,0.000174,25.747126,64.000000,1.2191,1.0517,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,1,1,1,avx512_c01_t01,AVX512,0.000472,21.694915,128.000000,1.0272,1.0000,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,1,2,2,avx512_c01_t02,AVX512,0.000463,22.116631,128.000000,1.0472,1.0194,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,2,1,2,avx512_c02_t02,AVX512,0.000455,22.505495,128.000000,1.0656,1.0374,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,2,2,4,avx512_c02_t04,AVX512,0.000448,22.857143,128.000000,1.0823,1.0536,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,3,1,3,avx512_c03_t03,AVX512,0.000445,23.011236,128.000000,1.0895,1.0607,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,3,2,6,avx512_c03_t06,AVX512,0.000439,23.325740,128.000000,1.1044,1.0752,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,4,1,4,avx512_c04_t04,AVX512,0.000444,23.063063,128.000000,1.0920,1.0631,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,4,2,8,avx512_c04_t08,AVX512,0.000456,22.456140,128.000000,1.0633,1.0351,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,5,1,5,avx512_c05_t05,AVX512,0.000482,21.244813,128.000000,1.0059,0.9793,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,5,2,10,avx512_c05_t10,AVX512,0.000477,21.467505,128.000000,1.0165,0.9895,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,6,1,6,avx512_c06_t06,AVX512,0.000489,20.940695,128.000000,0.9915,0.9652,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,6,2,12,avx512_c06_t12,AVX512,0.000482,21.244813,128.000000,1.0059,0.9793,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,7,1,7,avx512_c07_t07,AVX512,0.000479,21.377871,128.000000,1.0122,0.9854,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,7,2,14,avx512_c07_t14,AVX512,0.000475,21.557895,128.000000,1.0207,0.9937,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,8,1,8,avx512_c08_t08,AVX512,0.000472,21.694915,128.000000,1.0272,1.0000,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,8,2,16,avx512_c08_t16,AVX512,0.000459,22.309368,128.000000,1.0563,1.0283,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,9,1,9,avx512_c09_t09,AVX512,0.000477,21.467505,128.000000,1.0165,0.9895,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,9,2,18,avx512_c09_t18,AVX512,0.000464,22.068966,128.000000,1.0449,1.0172,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,10,1,10,avx512_c10_t10,AVX512,0.000458,22.358079,128.000000,1.0586,1.0306,1,0,1,1,0,ok,-
throughput,n256_b1,256,1,10,2,20,avx512_c10_t20,AVX512,0.000452,22.654867,128.000000,1.0727,1.0442,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,1,1,1,avx512_c01_t01,AVX512,0.000996,23.132530,256.000000,1.0953,1.0000,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,1,2,2,avx512_c01_t02,AVX512,0.000975,23.630769,256.000000,1.1189,1.0215,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,2,1,2,avx512_c02_t02,AVX512,0.000989,23.296259,256.000000,1.1030,1.0071,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,2,2,4,avx512_c02_t04,AVX512,0.000975,23.630769,256.000000,1.1189,1.0215,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,3,1,3,avx512_c03_t03,AVX512,0.000971,23.728115,256.000000,1.1235,1.0257,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,3,2,6,avx512_c03_t06,AVX512,0.000964,23.900415,256.000000,1.1316,1.0332,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,4,1,4,avx512_c04_t04,AVX512,0.000978,23.558282,256.000000,1.1154,1.0184,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,4,2,8,avx512_c04_t08,AVX512,0.001008,22.857143,256.000000,1.0823,0.9881,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,5,1,5,avx512_c05_t05,AVX512,0.001070,21.532710,256.000000,1.0195,0.9308,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,5,2,10,avx512_c05_t10,AVX512,0.001023,22.521994,256.000000,1.0664,0.9736,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,6,1,6,avx512_c06_t06,AVX512,0.001059,21.756374,256.000000,1.0301,0.9405,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,6,2,12,avx512_c06_t12,AVX512,0.001037,22.217936,256.000000,1.0520,0.9605,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,7,1,7,avx512_c07_t07,AVX512,0.001038,22.196532,256.000000,1.0510,0.9595,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,7,2,14,avx512_c07_t14,AVX512,0.001020,22.588235,256.000000,1.0695,0.9765,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,8,1,8,avx512_c08_t08,AVX512,0.001016,22.677165,256.000000,1.0737,0.9803,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,8,2,16,avx512_c08_t16,AVX512,0.001044,22.068966,256.000000,1.0449,0.9540,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,9,1,9,avx512_c09_t09,AVX512,0.001026,22.456140,256.000000,1.0633,0.9708,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,9,2,18,avx512_c09_t18,AVX512,0.001016,22.677165,256.000000,1.0737,0.9803,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,10,1,10,avx512_c10_t10,AVX512,0.000976,23.606557,256.000000,1.1177,1.0205,1,0,1,1,0,ok,-
throughput,n512_b1,512,1,10,2,20,avx512_c10_t20,AVX512,0.000981,23.486239,256.000000,1.1120,1.0153,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,1,1,1,avx512_c01_t01,AVX512,0.001835,27.901907,512.010000,1.3211,1.0000,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,1,2,2,avx512_c01_t02,AVX512,0.001803,28.397116,512.010000,1.3446,1.0177,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,2,1,2,avx512_c02_t02,AVX512,0.001847,27.720628,512.010000,1.3125,0.9935,1,0,1,1,0,ok,-
