workload,case,length,batch,threads_field,profile,timing_mode,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,samples_ok,samples_skip,samples_expected,quality,note
throughput,n128_b2,128,2,1,cufft_gpu,compute,0.002654,3.3760361718161267,0.002608,3.4355828220858897,0.0,0.00916954616614987,0.00933127895895773,1,0,1,ok,-
throughput,n128_b4,128,4,1,cufft_gpu,compute,0.002714,6.60280029476787,0.002613,6.858017604286261,0.01,0.017933659193044772,0.018626846938355725,1,0,1,ok,-
throughput,n128_b8,128,8,1,cufft_gpu,compute,0.002765,12.962025316455696,0.002714,13.20560058953574,0.02,0.03520575121151791,0.035867318386089544,1,0,1,ok,-
throughput,n128_b16,128,16,1,cufft_gpu,compute,0.002714,26.41120117907148,0.002714,26.41120117907148,0.03,0.07173463677217909,0.07173463677217909,1,0,1,ok,-
throughput,n128_b32,128,32,1,cufft_gpu,compute,0.002714,52.82240235814296,0.002749,52.1498726809749,0.06,0.14346927354435818,0.14164263674041036,1,0,1,ok,-
throughput,n128_b64,128,64,1,cufft_gpu,compute,0.002699,106.23193775472397,0.002704,106.03550295857988,0.12,0.288533240755382,0.287999710354577,1,0,1,ok,-
throughput,n128_b128,128,128,1,cufft_gpu,compute,0.002757,207.99419659049693,0.002714,211.28960943257184,0.25,0.5649265265134394,0.5738770941774327,1,0,1,ok,-
throughput,n128_b256,128,256,1,cufft_gpu,compute,0.002918,393.03632625085675,0.002909,394.252320385012,0.5,1.0675136625068897,1.070816386110383,1,0,1,ok,-
throughput,n128_b512,128,512,1,cufft_gpu,compute,0.003226,711.0229386236825,0.003226,711.0229386236825,1.0,1.9311871464321788,1.9311871464321788,1,0,1,ok,-
throughput,n128_b1024,128,1024,1,cufft_gpu,compute,0.003936,1165.5284552845528,0.003888,1179.9176954732511,2.0,3.1656553528405533,3.204737517690437,1,0,1,ok,-
throughput,n128_b2048,128,2048,1,cufft_gpu,compute,0.005016,1829.1547049441785,0.004899,1872.8393549704022,4.0,4.968109836036849,5.086760346511704,1,0,1,ok,-
throughput,n128_b4096,128,4096,1,cufft_gpu,compute,0.013526,1356.6523732071566,0.01321,1389.10522331567,8.0,3.6847610435547598,3.772905213862352,1,0,1,ok,-
throughput,n128_b8192,128,8192,1,cufft_gpu,compute,0.027098,1354.3493984795925,0.027085,1354.9994461879269,16.0,3.6785060059872814,3.680271580219433,1,0,1,ok,-
throughput,n128_b16384,128,16384,1,cufft_gpu,compute,0.051405,1427.8828907693803,0.051448,1426.6894728658062,32.0,3.8782280225753656,3.87498661756505,1,0,1,ok,-
throughput,n128_b32768,128,32768,1,cufft_gpu,compute,0.100557,1459.8748968246864,0.100557,1459.8748968246864,64.0,3.9651205087758523,3.9651205087758523,1,0,1,ok,-
throughput,n128_b65536,128,65536,1,cufft_gpu,compute,0.198192,1481.3982400904174,0.198038,1482.5502176349994,128.0,4.023579387674309,4.026708237822776,1,0,1,ok,-
throughput,n256_b1,256,1,1,cufft_gpu,compute,0.002762,3.7074583635047067,0.002714,3.7730287398673545,0.0,0.010069711606480502,0.01024780525316844,1,0,1,ok,-
throughput,n256_b2,256,2,1,cufft_gpu,compute,0.002714,7.546057479734709,0.002714,7.546057479734709,0.01,0.02049561050633688,0.02049561050633688,1,0,1,ok,-
throughput,n256_b4,256,4,1,cufft_gpu,compute,0.002765,14.81374321880651,0.002765,14.81374321880651,0.02,0.04023514424173475,0.04023514424173475,1,0,1,ok,-
throughput,n256_b8,256,8,1,cufft_gpu,compute,0.002816,29.09090909090909,0.002765,29.62748643761302,0.03,0.07901290754857712,0.0804702884834695,1,0,1,ok,-
throughput,n256_b16,256,16,1,cufft_gpu,compute,0.002765,59.25497287522604,0.002714,60.36845983787767,0.06,0.160940576966939,0.16396488405069504,1,0,1,ok,-
throughput,n256_b32,256,32,1,cufft_gpu,compute,0.002765,118.50994575045208,0.002765,118.50994575045208,0.12,0.321881153933878,0.321881153933878,1,0,1,ok,-
throughput,n256_b64,256,64,1,cufft_gpu,compute,0.002918,224.592186429061,0.002867,228.5873735612138,0.25,0.6100078071467941,0.6208590098550211,1,0,1,ok,-
throughput,n256_b128,256,128,1,cufft_gpu,compute,0.003072,426.6666666666667,0.003021,433.8695796094009,0.5,1.1588559773791314,1.1784195837499805,1,0,1,ok,-
throughput,n256_b256,256,256,1,cufft_gpu,compute,0.003277,799.9511748550503,0.003226,812.5976441413516,1.0,2.1727223451380473,2.207071024493919,1,0,1,ok,-
throughput,n256_b512,256,512,1,cufft_gpu,compute,0.003939,1331.018024879411,0.003883,1350.2137522534124,2.0,3.615136392494228,3.66727330673056,1,0,1,ok,-
throughput,n256_b1024,256,1024,1,cufft_gpu,compute,0.00512,2048.0,0.005184,2022.716049382716,4.0,5.562508691419829,5.493835744612177,1,0,1,ok,-
throughput,n256_b2048,256,2048,1,cufft_gpu,compute,0.013568,1545.6603773584907,0.013208,1587.7892186553604,8.0,4.198119767109305,4.31254459419587,1,0,1,ok,-
throughput,n256_b4096,256,4096,1,cufft_gpu,compute,0.026989,1554.0790692504354,0.026555,1579.4780643946526,16.0,4.220985512626555,4.28997092827257,1,0,1,ok,-
throughput,n256_b8192,256,8192,1,cufft_gpu,compute,0.051354,1633.4867780503953,0.051464,1629.995336545935,32.0,4.436662304797216,4.427179309819606,1,0,1,ok,-
throughput,n256_b16384,256,16384,1,cufft_gpu,compute,0.100344,1671.9700231204656,0.099994,1677.8222693361602,64.0,4.541185442090334,4.5570805448438145,1,0,1,ok,-
throughput,n256_b32768,256,32768,1,cufft_gpu,compute,0.197478,1699.1478544445458,0.197939,1695.1905384992347,128.0,4.615002299001534,4.604253957038405,1,0,1,ok,-
throughput,n256_b65536,256,65536,1,cufft_gpu,compute,0.392504,1709.7625501905713,0.392141,1711.3452559156017,256.0,4.643832541845305,4.648131279321595,1,0,1,ok,-
throughput,n512_b1,512,1,1,cufft_gpu,compute,0.003123,7.377521613832853,0.003085,7.46839546191248,0.01,0.020037855516642035,0.02028467513078544,1,0,1,ok,-
throughput,n512_b2,512,2,1,cufft_gpu,compute,0.003123,14.755043227665706,0.003123,14.755043227665706,0.02,0.04007571103328407,0.04007571103328407,1,0,1,ok,-
throughput,n512_b4,512,4,1,cufft_gpu,compute,0.003219,28.63000931966449,0.003219,28.63000931966449,0.03,0.07776107210745335,0.07776107210745335,1,0,1,ok,-
throughput,n512_b8,512,8,1,cufft_gpu,compute,0.003226,57.13577185368878,0.003174,58.071833648393195,0.06,0.1551846814097287,0.15772708954876644,1,0,1,ok,-
throughput,n512_b16,512,16,1,cufft_gpu,compute,0.003226,114.27154370737756,0.003174,116.14366729678639,0.12,0.3103693628194574,0.31545417909753287,1,0,1,ok,-
throughput,n512_b32,512,32,1,cufft_gpu,compute,0.003226,228.54308741475512,0.003226,228.54308741475512,0.25,0.6207387256389147,0.6207387256389147,1,0,1,ok,-
throughput,n512_b64,512,64,1,cufft_gpu,compute,0.003379,436.3894643385617,0.003363,438.4656556645852,0.5,1.185263763782858,1.1909028420524168,1,0,1,ok,-
throughput,n512_b128,512,128,1,cufft_gpu,compute,0.003584,822.8571428571429,0.003533,834.7353523917351,1.0,2.2349365278026103,2.267198560895713,1,0,1,ok,-
throughput,n512_b256,512,256,1,cufft_gpu,compute,0.004355,1354.3605051664754,0.004403,1339.5957301839655,2.0,3.678536172511851,3.638434029363868,1,0,1,ok,-
throughput,n512_b512,512,512,1,cufft_gpu,compute,0.005632,2094.5454545454545,0.005632,2094.5454545454545,4.0,5.688929343497553,5.688929343497553,1,0,1,ok,-
throughput,n512_b1024,512,1024,1,cufft_gpu,compute,0.01449,1628.223602484472,0.013875,1700.3935135135134,8.0,4.422367158395889,4.6183855946058685,1,0,1,ok,-
throughput,n512_b2048,512,2048,1,cufft_gpu,compute,0.027597,1709.820632677465,0.027392,1722.6168224299065,16.0,4.6439902978698,4.678745628297053,1,0,1,ok,-
throughput,n512_b4096,512,4096,1,cufft_gpu,compute,0.051978,1815.611220131594,0.052019,1814.1802033872239,32.0,4.931324800889333,4.927438061105091,1,0,1,ok,-
throughput,n512_b8192,512,8192,1,cufft_gpu,compute,0.101171,1865.5907325221654,0.10112,1866.5316455696202,64.0,5.0670725899838045,5.069628174458579,1,0,1,ok,-
throughput,n512_b16384,512,16384,1,cufft_gpu,compute,0.198622,1900.5314617716065,0.198298,1903.6367487317068,128.0,5.161974010947946,5.1704081836554225,1,0,1,ok,-
throughput,n512_b32768,512,32768,1,cufft_gpu,compute,0.39383,1917.0066272249449,0.394138,1915.508578213722,256.0,5.206721692113364,5.202652888087437,1,0,1,ok,-
throughput,n512_b65536,512,65536,1,cufft_gpu,compute,0.784538,1924.6351865684007,0.783923,1926.1450933318706,512.0,5.227441383349197,5.231542393844819,1,0,1,ok,-
throughput,n1024_b1,1024,1,1,cufft_gpu,compute,0.00343,14.927113702623906,0.003427,14.940180916253283,0.02,0.04054306626399292,0.040578557713888457,1,0,1,ok,-
throughput,n1024_b2,1024,2,1,cufft_gpu,compute,0.00384,26.666666666666668,0.00384,26.666666666666668,0.03,0.07242849858619571,0.07242849858619571,1,0,1,ok,-
throughput,n1024_b4,1024,4,1,cufft_gpu,compute,0.00384,53.333333333333336,0.00384,53.333333333333336,0.06,0.14485699717239142,0.14485699717239142,1,0,1,ok,-
throughput,n1024_b8,1024,8,1,cufft_gpu,compute,0.003888,105.34979423868313,0.003891,105.26856849139038,0.12,0.2861372783652176,0.28591666365560675,1,0,1,ok,-
throughput,n1024_b16,1024,16,1,cufft_gpu,compute,0.003886,210.8080288214102,0.003883,210.97089878959568,0.25,0.5725690881543829,0.5730114541766499,1,0,1,ok,-
throughput,n1024_b32,1024,32,1,cufft_gpu,compute,0.00384,426.6666666666667,0.00384,426.6666666666667,0.5,1.1588559773791314,1.1588559773791314,1,0,1,ok,-
throughput,n1024_b64,1024,64,1,cufft_gpu,compute,0.003942,831.2531709791983,0.003893,841.7159003339327,1.0,2.2577407169639083,2.2861582086493004,1,0,1,ok,-
throughput,n1024_b128,1024,128,1,cufft_gpu,compute,0.004451,1472.3882273646373,0.004454,1471.39649753031,2.0,3.9991075741504054,3.996413967791526,1,0,1,ok,-
throughput,n1024_b256,1024,256,1,cufft_gpu,compute,0.005837,2245.5370909713893,0.005786,2265.3301071552023,4.0,6.099033000700173,6.152792192375892,1,0,1,ok,-
throughput,n1024_b512,1024,512,1,cufft_gpu,compute,0.015053,1741.4734604397795,0.01495,1753.4715719063545,8.0,4.729961552525996,4.762549247503266,1,0,1,ok,-
throughput,n1024_b1024,1024,1024,1,cufft_gpu,compute,0.026112,2007.8431372549019,0.025907,2023.731037943413,16.0,5.453439893548852,5.4965925232696815,1,0,1,ok,-
throughput,n1024_b2048,1024,2048,1,cufft_gpu,compute,0.050688,2068.686868686869,0.050739,2066.6075405506613,32.0,5.618695647898818,5.61304804983731,1,0,1,ok,-
throughput,n1024_b4096,1024,4096,1,cufft_gpu,compute,0.099853,2100.2393518472154,0.099789,2101.5863471925763,64.0,5.704394359722698,5.708052891615213,1,0,1,ok,-
throughput,n1024_b8192,1024,8192,1,cufft_gpu,compute,0.198093,2117.340844956662,0.19785,2119.9413697245386,128.0,5.750843189828924,5.757906393746682,1,0,1,ok,-
throughput,n1024_b16384,1024,16384,1,cufft_gpu,compute,0.394178,2128.126886837926,0.394035,2128.8992094610885,256.0,5.780138820546966,5.782236501847709,1,0,1,ok,-
throughput,n1024_b32768,1024,32768,1,cufft_gpu,compute,0.786125,2134.1664493560183,0.786022,2134.446109650875,512.0,5.796542687245824,5.797302263818474,1,0,1,ok,-
throughput,n1024_b65536,1024,65536,1,cufft_gpu,compute,1.56969,2137.6470513286063,1.569894,2137.369274613445,1024.0,5.805996241310226,5.8052417806694265,1,0,1,ok,-
throughput,n2048_b1,2048,1,1,cufft_gpu,compute,0.004342,25.94196222938738,0.004347,25.912123303427652,0.03,0.07046015154953722,0.07037910697678644,1,0,1,ok,-
throughput,n2048_b2,2048,2,1,cufft_gpu,compute,0.005018,44.894380231167794,0.005016,44.91228070175438,0.06,0.12193622081629758,0.12198483972411905,1,0,1,ok,-
throughput,n2048_b4,2048,4,1,cufft_gpu,compute,0.005018,89.78876046233559,0.005018,89.78876046233559,0.12,0.24387244163259517,0.24387244163259517,1,0,1,ok,-
throughput,n2048_b8,2048,8,1,cufft_gpu,compute,0.00512,176.0,0.00512,176.0,0.25,0.4780280906688916,0.4780280906688916,1,0,1,ok,-
throughput,n2048_b16,2048,16,1,cufft_gpu,compute,0.00512,352.0,0.00516,349.27131782945736,0.5,0.9560561813377833,0.9486448931103584,1,0,1,ok,-
throughput,n2048_b32,2048,32,1,cufft_gpu,compute,0.005171,697.0566621543222,0.005213,691.4406291962401,1.0,1.8932537801003484,1.8780002487816805,1,0,1,ok,-
throughput,n2048_b64,2048,64,1,cufft_gpu,compute,0.005235,1377.069723018147,0.005222,1380.4978935273841,2.0,3.7402159682517286,3.7495271148597853,1,0,1,ok,-
throughput,n2048_b128,2048,128,1,cufft_gpu,compute,0.006656,2166.153846153846,0.006656,2166.153846153846,4.0,5.883422654386359,5.883422654386359,1,0,1,ok,-
throughput,n2048_b256,2048,256,1,cufft_gpu,compute,0.016742,1722.365308804205,0.016538,1743.6110775184425,8.0,4.67806250001142,4.735767467359487,1,0,1,ok,-
throughput,n2048_b512,2048,512,1,cufft_gpu,compute,0.026163,2204.3221343118144,0.026413,2183.4581456101164,16.0,5.987090347069618,5.930422320462743,1,0,1,ok,-
throughput,n2048_b1024,2048,1024,1,cufft_gpu,compute,0.050931,2264.6985136753647,0.051046,2259.59644242448,32.0,6.1510767410960865,6.137219165081785,1,0,1,ok,-
throughput,n2048_b2048,2048,2048,1,cufft_gpu,compute,0.099789,2311.7449819118337,0.099787,2311.791315502019,64.0,6.2788581807767345,6.278984025990655,1,0,1,ok,-
throughput,n2048_b4096,2048,4096,1,cufft_gpu,compute,0.197427,2336.9318279667928,0.197325,2338.1398200937538,128.0,6.347267384922321,6.3505483745245614,1,0,1,ok,-
throughput,n2048_b8192,2048,8192,1,cufft_gpu,compute,0.392704,2349.7262059973923,0.39285,2348.8529464172075,256.0,6.382017794588592,6.379645961578511,1,0,1,ok,-
throughput,n2048_b16384,2048,16384,1,cufft_gpu,compute,0.783667,2354.946373906264,0.784128,2353.561867450212,512.0,6.396196129238869,6.392435714592817,1,0,1,ok,-
throughput,n2048_b32768,2048,32768,1,cufft_gpu,compute,1.565843,2357.1887603035552,1.56585,2357.1782226905516,1024.0,6.402286604739091,6.402257983858271,1,0,1,ok,-
throughput,n2048_b65536,2048,65536,1,cufft_gpu,compute,3.129344,2358.952879581152,3.130306,2358.22793043236,2048.0,6.407078073886715,6.405109062196778,1,0,1,ok,-
throughput,n4096_b1,4096,1,1,cufft_gpu,compute,0.004813,51.061707874506546,0.00485,50.672164948453606,0.06,0.1386871063724038,0.13762908102482052,1,0,1,ok,-
throughput,n4096_b2,4096,2,1,cufft_gpu,compute,0.004864,101.05263157894737,0.004813,102.12341574901309,0.12,0.2744658893792679,0.2773742127448076,1,0,1,ok,-
throughput,n4096_b4,4096,4,1,cufft_gpu,compute,0.004966,197.95408779701972,0.004966,197.95408779701972,0.25,0.5376569013051787,0.5376569013051787,1,0,1,ok,-
throughput,n4096_b8,4096,8,1,cufft_gpu,compute,0.005008,392.5878594249201,0.004974,395.2714113389626,0.5,1.0662955957993283,1.0735843071497861,1,0,1,ok,-
throughput,n4096_b16,4096,16,1,cufft_gpu,compute,0.005011,784.7056475753343,0.004966,791.8163511880789,1.0,2.1313144457246205,2.150627605220715,1,0,1,ok,-
throughput,n4096_b32,4096,32,1,cufft_gpu,compute,0.00512,1536.0,0.005171,1520.850899245794,2.0,4.171881518564872,4.130735520218941,1,0,1,ok,-
throughput,n4096_b64,4096,64,1,cufft_gpu,compute,0.006451,2438.170826228492,0.006502,2419.0464472470007,4.0,6.622239459014772,6.570296331913917,1,0,1,ok,-
throughput,n4096_b128,4096,128,1,cufft_gpu,compute,0.015462,2034.489716724874,0.015218,2067.110001314233,8.0,5.525813833928895,5.61441276778871,1,0,1,ok,-
throughput,n4096_b256,4096,256,1,cufft_gpu,compute,0.027034,2327.2382925205297,0.026982,2331.7233711363133,16.0,6.320939076733637,6.333120858365473,1,0,1,ok,-
throughput,n4096_b512,4096,512,1,cufft_gpu,compute,0.05375,2341.00688372093,0.053389,2356.8360523703386,32.0,6.358335516294592,6.401328625762504,1,0,1,ok,-
throughput,n4096_b1024,4096,1024,1,cufft_gpu,compute,0.099269,2535.1140839537015,0.099379,2532.308032884211,64.0,6.885544006705705,6.877922579233728,1,0,1,ok,-
throughput,n4096_b2048,4096,2048,1,cufft_gpu,compute,0.197018,2554.6725679887118,0.196658,2559.3491238596957,128.0,6.938666192953625,6.9513680399644935,1,0,1,ok,-
throughput,n4096_b4096,4096,4096,1,cufft_gpu,compute,0.392294,2566.016711955829,0.392038,2567.6923155408404,256.0,6.969477667276774,6.974028721722575,1,0,1,ok,-
throughput,n4096_b8192,4096,8192,1,cufft_gpu,compute,0.783656,2569.068468817951,0.783507,2569.557030122258,512.0,6.977766448560784,6.979093414625969,1,0,1,ok,-
throughput,n4096_b16384,4096,16384,1,cufft_gpu,compute,1.565683,2571.741431694666,1.565798,2571.5525502012392,1024.0,6.985026399358426,6.98451338424669,1,0,1,ok,-
throughput,n4096_b32768,4096,32768,1,cufft_gpu,compute,3.129805,2573.0240957503743,3.129498,2573.276506327852,2048.0,6.988510203048879,6.989195767517153,1,0,1,ok,-
throughput,n4096_b65536,4096,65536,1,cufft_gpu,compute,6.256229,2574.4146130200797,6.257766,2573.7822986669685,4096.0,6.9922869434777395,6.990569534256601,1,0,1,ok,-
throughput,n8192_b1,8192,1,1,cufft_gpu,compute,0.008304,64.1233140655106,0.008346,63.8006230529595,0.12,0.17416332608010063,0.17328687512211308,1,0,1,ok,-
throughput,n8192_b2,8192,2,1,cufft_gpu,compute,0.008038,132.49066932072654,0.007834,135.9407709982129,0.25,0.35985375958426363,0.36922447275189063,1,0,1,ok,-
throughput,n8192_b4,8192,4,1,cufft_gpu,compute,0.007987,266.67334418429954,0.007936,268.38709677419354,0.5,0.7243031224585731,0.7289577922223566,1,0,1,ok,-
throughput,n8192_b8,8192,8,1,cufft_gpu,compute,0.007987,533.3466883685991,0.007936,536.7741935483871,1.0,1.4486062449171462,1.4579155844447131,1,0,1,ok,-
throughput,n8192_b16,8192,16,1,cufft_gpu,compute,0.007936,1073.5483870967741,0.007936,1073.5483870967741,2.0,2.9158311688894263,2.9158311688894263,1,0,1,ok,-
throughput,n8192_b32,8192,32,1,cufft_gpu,compute,0.007974,2136.864810634562,0.007893,2158.7938679842896,4.0,5.803871621847627,5.863432448069552,1,0,1,ok,-
throughput,n8192_b64,8192,64,1,cufft_gpu,compute,0.017562,1940.4805830770983,0.01751,1946.2432895488294,8.0,5.270478568797744,5.28613047545551,1,0,1,ok,-
throughput,n8192_b128,8192,128,1,cufft_gpu,compute,0.029894,2279.9705626547134,0.029696,2295.1724137931033,16.0,6.192556675267676,6.233845947280843,1,0,1,ok,-
throughput,n8192_b256,8192,256,1,cufft_gpu,compute,0.05564,2449.9439252336447,0.055965,2435.7166085946574,32.0,6.654216004689141,6.6155736353239325,1,0,1,ok,-
throughput,n8192_b512,8192,512,1,cufft_gpu,compute,0.108099,2522.0377616814217,0.108339,2516.4507702674014,64.0,6.850027817110313,6.834853164620383,1,0,1,ok,-
throughput,n8192_b1024,8192,1024,1,cufft_gpu,compute,0.200346,2721.589250596468,0.200448,2720.2043422733077,128.0,7.392023369588688,7.3882618634439625,1,0,1,ok,-
throughput,n8192_b2048,8192,2048,1,cufft_gpu,compute,0.395878,2754.684625061256,0.396426,2750.876683164071,256.0,7.481912680187408,7.471570048400535,1,0,1,ok,-
throughput,n8192_b4096,8192,4096,1,cufft_gpu,compute,0.789141,2763.8129054250126,0.787605,2769.2029380209624,512.0,7.506705716740686,7.521345415550258,1,0,1,ok,-
throughput,n8192_b8192,8192,8192,1,cufft_gpu,compute,1.571277,2776.1344180561414,1.571618,2775.532069497804,1024.0,7.540171791497567,7.538535771433595,1,0,1,ok,-
throughput,n8192_b16384,8192,16384,1,cufft_gpu,compute,3.137741,2780.3927475212263,3.137485,2780.619610930411,2048.0,7.551737706859122,7.552353883463299,1,0,1,ok,-
throughput,n8192_b32768,8192,32768,1,cufft_gpu,compute,6.270218,2782.72695462901,6.269184,2783.1859202090736,4096.0,7.5580775737168455,7.55932415576185,1,0,1,ok,-
throughput,n8192_b65536,8192,65536,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n16384_b1,16384,1,1,cufft_gpu,compute,0.010342,110.8953780700058,0.010282,111.54250145886014,0.25,0.3011994650159645,0.3029570965955169,1,0,1,ok,-
throughput,n16384_b2,16384,2,1,cufft_gpu,compute,0.010333,221.98393496564404,0.010291,222.8899037994364,0.5,0.602923616993149,0.605384290583054,1,0,1,ok,-
throughput,n16384_b4,16384,4,1,cufft_gpu,compute,0.010293,445.6931895462936,0.010291,445.7798075988728,1.0,1.210533320584904,1.210768581166108,1,0,1,ok,-
throughput,n16384_b8,16384,8,1,cufft_gpu,compute,0.010394,882.7246488358669,0.010379,884.0003853935832,2.0,2.3975407867578253,2.401005774887835,1,0,1,ok,-
