workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n4096_b64,4096,64,1,baseline_sse42_1t,SSE4_2,0.595480,26.413390,0.607235,25.902081,4.000000,1.2506,1.2264,1.0000,1.0000,5,0,5,ok,-
throughput,n4096_b64,4096,64,10,avx512_phys,AVX512,0.033289,472.481931,0.034677,453.580801,4.000000,22.3713,21.4764,17.8880,17.5114,5,0,5,ok,-
throughput,n4096_b64,4096,64,20,avx512_logical,AVX512,0.024348,646.003713,0.024928,630.957711,4.000000,30.5873,29.8749,24.4574,24.3593,5,0,5,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.016675,31.933217,0.016650,31.980781,0.120000,1.5120,1.5142,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.011111,47.924542,0.009456,56.310146,0.120000,2.2692,2.6662,1.5008,1.7607,5,0,5,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.010201,52.198804,0.010138,52.523180,0.120000,2.4715,2.4869,1.6346,1.6423,5,0,5,ok,-
throughput,n8192_b4,8192,4,1,baseline_sse42_1t,SSE4_2,0.071309,29.869048,0.072424,29.409198,0.500000,1.4143,1.3925,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b4,8192,4,10,avx512_phys,AVX512,0.041668,51.115954,0.039723,53.619314,0.500000,2.4203,2.5388,1.7113,1.8232,5,0,5,ok,-
throughput,n8192_b4,8192,4,20,avx512_logical,AVX512,0.351757,6.055082,0.042312,50.338676,0.500000,0.2867,2.3835,0.2027,1.7117,5,0,5,ok,-
throughput,n8192_b16,8192,16,1,baseline_sse42_1t,SSE4_2,0.322357,26.429364,0.348201,24.467707,2.000000,1.2514,1.1585,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b16,8192,16,10,avx512_phys,AVX512,0.023219,366.923925,0.023545,361.849750,2.000000,17.3733,17.1330,13.8832,14.7889,5,0,5,ok,-
throughput,n8192_b16,8192,16,20,avx512_logical,AVX512,0.016805,506.972925,0.016977,501.848427,2.000000,24.0044,23.7618,19.1822,20.5106,5,0,5,ok,-
throughput,n8192_b64,8192,64,1,baseline_sse42_1t,SSE4_2,1.346967,25.300341,1.369040,24.892421,8.000000,1.1979,1.1786,1.0000,1.0000,5,0,5,ok,-
throughput,n8192_b64,8192,64,10,avx512_phys,AVX512,0.082812,411.521091,0.086392,394.467981,8.000000,19.4849,18.6775,16.2654,15.8469,5,0,5,ok,-
throughput,n8192_b64,8192,64,20,avx512_logical,AVX512,0.061724,552.112786,0.253384,134.494258,8.000000,26.1417,6.3681,21.8223,5.4030,5,0,5,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.036651,31.292257,0.036212,31.671269,0.250000,1.4816,1.4996,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.013933,82.311568,0.014302,80.187940,0.250000,3.8973,3.7968,2.6304,2.5319,5,0,5,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.012344,92.912927,0.012459,92.055287,0.250000,4.3993,4.3587,2.9692,2.9066,5,0,5,ok,-
throughput,n16384_b4,16384,4,1,baseline_sse42_1t,SSE4_2,0.158099,29.016792,0.157757,29.079734,1.000000,1.3739,1.3769,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b4,16384,4,10,avx512_phys,AVX512,0.101934,45.004630,0.110914,41.361129,1.000000,2.1309,1.9584,1.5510,1.4223,5,0,5,ok,-
throughput,n16384_b4,16384,4,20,avx512_logical,AVX512,0.188766,24.302707,1.343063,3.415715,1.000000,1.1507,0.1617,0.8375,0.1175,5,0,5,ok,-
throughput,n16384_b16,16384,16,1,baseline_sse42_1t,SSE4_2,0.706920,25.957774,0.757054,24.238812,4.000000,1.2291,1.1477,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b16,16384,16,10,avx512_phys,AVX512,0.051860,353.836068,0.049568,370.201623,4.000000,16.7536,17.5285,13.6312,15.2731,5,0,5,ok,-
throughput,n16384_b16,16384,16,20,avx512_logical,AVX512,0.475380,38.600899,0.036992,496.049999,4.000000,1.8277,23.4872,1.4871,20.4651,5,0,5,ok,-
throughput,n16384_b64,16384,64,1,baseline_sse42_1t,SSE4_2,3.801923,19.306106,3.839086,19.119219,16.000000,0.9141,0.9053,1.0000,1.0000,5,0,5,ok,-
throughput,n16384_b64,16384,64,10,avx512_phys,AVX512,0.213539,343.733264,0.215721,340.255478,16.000000,16.2752,16.1106,17.8044,17.7965,5,0,5,ok,-
throughput,n16384_b64,16384,64,20,avx512_logical,AVX512,0.343749,213.528949,0.893772,82.124211,16.000000,10.1103,3.8885,11.0602,4.2954,5,0,5,ok,-
throughput,n32768_b1,32768,1,1,baseline_sse42_1t,SSE4_2,0.080031,30.708177,0.079887,30.763299,0.500000,1.4540,1.4566,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b1,32768,1,10,avx512_phys,AVX512,0.022536,109.050248,0.022558,108.947760,0.500000,5.1634,5.1585,3.5512,3.5415,5,0,5,ok,-
throughput,n32768_b1,32768,1,20,avx512_logical,AVX512,0.019678,124.889472,0.017830,137.833563,0.500000,5.9133,6.5262,4.0670,4.4805,5,0,5,ok,-
throughput,n32768_b4,32768,4,1,baseline_sse42_1t,SSE4_2,0.372600,26.383239,0.369931,26.573576,2.000000,1.2492,1.2582,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b4,32768,4,10,avx512_phys,AVX512,0.257379,38.194229,0.253498,38.779065,2.000000,1.8084,1.8361,1.4477,1.4593,5,0,5,ok,-
throughput,n32768_b4,32768,4,20,avx512_logical,AVX512,0.548674,17.916650,1.830513,5.370298,2.000000,0.8483,0.2543,0.6791,0.2021,5,0,5,ok,-
throughput,n32768_b16,32768,16,1,baseline_sse42_1t,SSE4_2,1.840679,21.362556,1.716249,22.911366,8.000000,1.0115,1.0848,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b16,32768,16,10,avx512_phys,AVX512,0.138737,283.426291,0.141377,278.133329,8.000000,13.4198,13.1692,13.2674,12.1395,5,0,5,ok,-
throughput,n32768_b16,32768,16,20,avx512_logical,AVX512,0.118155,332.797877,0.117827,333.722604,8.000000,15.7575,15.8013,15.5786,14.5658,5,0,5,ok,-
throughput,n32768_b64,32768,64,1,baseline_sse42_1t,SSE4_2,10.191490,15.433112,10.040617,15.665014,32.000000,0.7307,0.7417,1.0000,1.0000,5,0,5,ok,-
throughput,n32768_b64,32768,64,10,avx512_phys,AVX512,0.863948,182.055486,0.849437,185.165468,32.000000,8.6201,8.7673,11.7964,11.8203,5,0,5,ok,-
throughput,n32768_b64,32768,64,20,avx512_logical,AVX512,2.038001,77.176810,2.325708,67.629476,32.000000,3.6542,3.2022,5.0007,4.3172,5,0,5,ok,-
throughput,n65536_b1,65536,1,1,baseline_sse42_1t,SSE4_2,0.204337,25.658031,0.203674,25.741503,1.000000,1.2149,1.2188,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b1,65536,1,10,avx512_phys,AVX512,0.044306,118.332874,0.044066,118.977897,1.000000,5.6029,5.6334,4.6119,4.6220,5,0,5,ok,-
throughput,n65536_b1,65536,1,20,avx512_logical,AVX512,0.034895,150.245591,0.035001,149.793148,1.000000,7.1139,7.0925,5.8557,5.8191,5,0,5,ok,-
throughput,n65536_b4,65536,4,1,baseline_sse42_1t,SSE4_2,0.847142,24.755619,0.854544,24.541188,4.000000,1.1721,1.1620,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b4,65536,4,10,avx512_phys,AVX512,0.582790,35.984719,0.581430,36.068877,4.000000,1.7038,1.7078,1.4536,1.4697,5,0,5,ok,-
throughput,n65536_b4,65536,4,20,avx512_logical,AVX512,0.399062,52.552087,0.447216,46.893492,4.000000,2.4883,2.2203,2.1228,1.9108,5,0,5,ok,-
throughput,n65536_b16,65536,16,1,baseline_sse42_1t,SSE4_2,5.115348,16.398899,5.727704,14.645674,16.000000,0.7765,0.6935,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b16,65536,16,10,avx512_phys,AVX512,0.457313,183.432689,0.456955,183.576399,16.000000,8.6853,8.6921,11.1857,12.5345,5,0,5,ok,-
throughput,n65536_b16,65536,16,20,avx512_logical,AVX512,2.981443,28.136069,1.228168,68.301774,16.000000,1.3322,3.2340,1.7157,4.6636,5,0,5,ok,-
throughput,n65536_b64,65536,64,1,baseline_sse42_1t,SSE4_2,25.695334,13.058570,25.856569,12.977140,64.000000,0.6183,0.6144,1.0000,1.0000,5,0,5,ok,-
throughput,n65536_b64,65536,64,10,avx512_phys,AVX512,2.428449,138.172274,2.430732,138.042488,64.000000,6.5422,6.5361,10.5810,10.6374,5,0,5,ok,-
throughput,n65536_b64,65536,64,20,avx512_logical,AVX512,6.768322,49.575700,4.921923,68.173414,64.000000,2.3473,3.2279,3.7964,5.2533,5,0,5,ok,-
throughput,n131072_b1,131072,1,1,baseline_sse42_1t,SSE4_2,0.491985,22.645234,0.491836,22.652113,2.000000,1.0722,1.0725,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b1,131072,1,10,avx512_phys,AVX512,0.079823,139.572805,0.081047,137.464928,2.000000,6.6086,6.5088,6.1635,6.0685,5,0,5,ok,-
throughput,n131072_b1,131072,1,20,avx512_logical,AVX512,0.556314,20.026668,0.199395,55.874621,2.000000,0.9482,2.6456,0.8844,2.4666,5,0,5,ok,-
throughput,n131072_b4,131072,4,1,baseline_sse42_1t,SSE4_2,2.765754,16.112958,2.927836,15.220961,8.000000,0.7629,0.7207,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b4,131072,4,10,avx512_phys,AVX512,0.328062,135.841640,0.323186,137.890951,8.000000,6.4319,6.5289,8.4306,9.0593,5,0,5,ok,-
throughput,n131072_b4,131072,4,20,avx512_logical,AVX512,2.342982,19.020407,0.934825,47.671448,8.000000,0.9006,2.2572,1.1804,3.1320,5,0,5,ok,-
throughput,n131072_b16,131072,16,1,baseline_sse42_1t,SSE4_2,16.403401,10.867132,17.472346,10.202289,32.000000,0.5145,0.4831,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b16,131072,16,10,avx512_phys,AVX512,1.804342,98.793887,1.763756,101.067200,32.000000,4.6777,4.7854,9.0911,9.9063,5,0,5,ok,-
throughput,n131072_b16,131072,16,20,avx512_logical,AVX512,9.894303,18.016217,11.622666,15.337094,32.000000,0.8530,0.7262,1.6579,1.5033,5,0,5,ok,-
throughput,n131072_b64,131072,64,1,baseline_sse42_1t,SSE4_2,68.998804,10.333972,68.274101,10.443663,128.000000,0.4893,0.4945,1.0000,1.0000,5,0,5,ok,-
throughput,n131072_b64,131072,64,10,avx512_phys,AVX512,7.521556,94.798427,7.629682,93.454967,128.000000,4.4886,4.4250,9.1735,8.9485,5,0,5,ok,-
throughput,n131072_b64,131072,64,20,avx512_logical,AVX512,34.381097,20.739062,24.988619,28.534258,128.000000,0.9820,1.3511,2.0069,2.7322,5,0,5,ok,-
